date,bitcoin,ethereum,cardano,doge,bcash,stellar,chainlink,biance,little,monero,bat,tether,tesla,tsmc,nvidia,intel,amd,qualcom
1/14/2021,39187.32813,1218.453003,0.310396,0.009397,526.329529,0.30262,17.82625,41.793682,152.084579,163.113297,0.245659,0.998964,845,126.449997,528.01001,59.25,90.790001,160.850006
1/15/2021,36825.36719,1171.834595,0.30253,0.009369,492.589844,0.284941,20.709726,40.91898,144.237549,157.38237,0.248133,0.999845,826.159973,125.230003,514.380005,57.580002,88.209999,157.089996
1/19/2021,36069.80469,1377.295898,0.369137,0.009098,511.072266,0.299405,20.754093,42.785534,153.487427,157.54364,0.2702,1.000436,844.549988,131.300003,521.01001,57.990002,89.449997,163.770004
1/20/2021,35547.75,1382.274048,0.375394,0.00906,499.324493,0.294351,21.846777,42.606899,149.931427,153.026215,0.279,1.000686,850.450012,130.639999,534.630005,58.669998,88.75,164.600006
1/21/2021,30825.69922,1121.570923,0.310209,0.008166,419.585144,0.252603,18.424273,38.64584,130.133499,130.189377,0.244741,0.999696,844.98999,134.160004,554.700012,62.459999,91.529999,164.75
1/22/2021,33005.76172,1236.512207,0.349577,0.008524,441.526489,0.270501,21.629498,40.857571,137.271454,135.702042,0.31448,1.00135,846.640015,129.139999,548.5,56.66,92.790001,162.419998
1/25/2021,32366.39258,1324.414795,0.343886,0.008383,433.80249,0.262179,23.540121,41.623703,137.444199,137.197205,0.301538,0.999971,880.799988,130.520004,546.130005,55.439999,94.129997,164.399994
1/26/2021,32569.84961,1357.058105,0.344234,0.008255,428.044342,0.261567,23.025864,41.694736,134.755264,138.113205,0.298885,1.001081,883.090027,126.650002,537.409973,55.209999,94.709999,162.550003
1/27/2021,30432.54688,1253.187134,0.31308,0.007482,378.030151,0.23907,21.070448,40.994877,122.949471,126.015762,0.305173,1.001764,864.159973,121.739998,516.710022,53.59,88.839996,153.669998
1/28/2021,31649.60547,1298.101807,0.333303,0.012555,391.798309,0.255423,23.664227,42.55307,130.591675,130.086227,0.308627,1.001079,835.429993,125.830002,522.039978,56.07,87.519997,155.550003
1/29/2021,34316.38672,1382.522827,0.348131,0.047162,407.503296,0.294674,22.773443,42.852348,135.012573,140.465393,0.309129,1.000486,793.530029,121.519997,519.590027,55.509998,85.639999,156.279999
2/1/2021,33537.17578,1369.040527,0.402033,0.034875,414.020447,0.321835,22.839642,51.607697,131.951935,143.735001,0.315089,1.000645,839.809998,126.660004,529.47998,56.689999,87.660004,161.580002
2/2/2021,35510.28906,1515.193726,0.426247,0.03152,430.151428,0.33662,23.713614,51.056404,142.506973,151.547272,0.31708,1.001427,872.789978,128.440002,542.27002,58,88.860001,164.779999
2/3/2021,37472.08984,1660.909546,0.4414,0.03712,444.846069,0.342151,25.073034,52.242638,155.61203,154.9664,0.321854,1.001013,854.690002,127.5,541.219971,57.68,87.889999,162.300003
2/4/2021,36926.06641,1594.762695,0.441051,0.053289,420.819641,0.325229,24.498962,55.925125,145.148193,148.586182,0.312716,1.000804,849.98999,128.149994,546.570007,58.790001,87.839996,147.970001
2/5/2021,38144.30859,1718.650879,0.537874,0.046935,446.458893,0.349607,26.363325,67.845566,154.852219,155.276367,0.37065,1.000131,852.22998,127.779999,543.640015,58.18,87.900002,145.839996
2/8/2021,46196.46484,1746.616821,0.682511,0.078825,483.704132,0.395606,25.456102,79.831543,167.219055,162.745438,0.418461,1.001044,863.419983,132.550003,577.549988,59.16,91.470001,147.380005
2/9/2021,46481.10547,1768.035034,0.703516,0.07007,513.532715,0.396737,27.594215,107.899277,182.114471,169.631531,0.43374,1.001232,849.460022,132.679993,570.530029,58.779999,90.910004,146.110001
2/10/2021,44918.18359,1744.243408,0.930318,0.072896,494.967773,0.412419,26.859596,129.737152,182.174393,175.71759,0.441919,1.000722,804.820007,133.690002,590.570007,58.860001,92.349998,145.5
2/11/2021,47909.33203,1783.797974,0.927741,0.069676,529.737366,0.452912,27.874239,124.434258,184.496002,190.376587,0.593186,1.000367,811.659973,139.160004,610.030029,60.66,92.660004,145.559998
2/12/2021,47504.85156,1843.532593,0.925587,0.070069,577.604309,0.527843,30.640739,136.948395,197.231705,201.410675,0.628112,1.001692,816.119995,138.059998,598.450012,61.810001,93.769997,147.979996
2/16/2021,49199.87109,1781.067505,0.870951,0.05352,707.291504,0.48661,31.97348,130.056656,210.54657,221.281082,0.555181,1.000403,796.219971,140.050003,613.210022,62.470001,91.459999,147.160004
2/17/2021,52149.00781,1848.458252,0.89092,0.049376,716.698242,0.497002,32.256798,164.670105,236.973526,270.995728,0.575362,1.00037,798.150024,136.270004,596.23999,61.849998,89.940002,144.75
2/18/2021,51679.79688,1937.449219,0.914119,0.059541,705.988464,0.497508,32.441494,195.932632,226.869553,262.190247,0.633757,1.000019,787.380005,134.630005,593.159973,61.610001,88.639999,143.910004
2/19/2021,55888.13281,1960.164795,0.927649,0.055139,720.821899,0.513602,34.71521,332.616028,236.67601,283.481354,0.612589,1.000201,781.299988,136.660004,597.059998,63.009998,89.580002,144.940002
2/22/2021,54207.32031,1781.99292,1.099151,0.053725,630.349854,0.466957,31.530806,267.509796,208.106796,225.026642,0.53968,1.000111,714.5,133.570007,574.22998,60.709999,85.370003,139.460007
2/23/2021,48824.42578,1570.203979,0.954709,0.047392,513.187378,0.38653,25.800343,230.994247,176.934921,219.531052,0.472182,1.000032,698.840027,129.100006,565.679993,61.119999,84.739998,137.119995
2/24/2021,49705.33203,1626.575684,1.051657,0.056555,527.041382,0.40724,28.08672,254.359131,181.378494,205.74913,0.51492,1.000757,742.02002,132.300003,579.960022,63.189999,86.940002,141.100006
2/25/2021,47093.85156,1475.703735,1.079116,0.050167,496.912659,0.381269,24.668047,233.885956,178.90184,197.548111,0.481513,1.000149,682.219971,126,532.299988,60.400002,82.419998,135.529999
2/26/2021,46339.76172,1446.033691,1.241105,0.05048,484.512238,0.400678,25.187313,221.680435,170.398148,204.104492,0.526198,0.999994,675.5,125.940002,548.580017,60.779999,84.510002,136.190002
3/1/2021,49631.24219,1564.707642,1.292388,0.050599,500.951385,0.430318,27.607061,254.629929,175.2379,230.225464,0.58218,1.000409,718.429993,129.130005,553.669983,62.880001,86.389999,139.490005
3/2/2021,48378.98828,1492.608765,1.225582,0.050262,517.01416,0.419565,28.511183,239.522537,177.872437,220.955414,0.602065,1.001022,686.440002,126,536.25,61.240002,84.129997,137.039993
3/3/2021,50538.24219,1575.853149,1.216593,0.050592,523.578674,0.422105,29.990028,241.09137,188.525665,219.825439,0.767202,1.000417,653.200012,122.889999,512.190002,59.900002,80.860001,131.660004
3/4/2021,48561.16797,1541.914307,1.114868,0.050048,506.87326,0.413222,27.718739,229.945068,181.078644,217.373276,0.69374,1.000074,621.440002,115.589996,494.809998,58.330002,77.75,127.800003
3/5/2021,48927.30469,1533.275024,1.168523,0.049609,498.989807,0.40617,27.875414,226.372559,180.76561,206.363907,0.681804,1.000819,597.950012,120.800003,498.459991,60.740002,78.519997,129.75
3/8/2021,52246.52344,1834.727905,1.118053,0.061949,528.996887,0.417532,31.69816,240.318665,191.927689,221.007187,0.738904,1.000432,563,113.93,463.730011,59.849998,73.959999,123.199997
3/9/2021,54824.11719,1868.048828,1.195161,0.057998,545.026001,0.43265,31.499252,293.463226,203.637863,225.254883,0.745607,1.000668,673.580017,116.379997,500.809998,62.669998,78.529999,129.110001
3/10/2021,56008.55078,1799.16626,1.135003,0.056004,546.8396,0.410769,29.946716,279.358032,200.516861,220.662643,0.818833,1.000526,668.059998,113.830002,498.730011,62.25,77.519997,127.870003
3/11/2021,57805.12109,1826.194946,1.12479,0.055918,549.783203,0.4059,30.075174,289.790802,201.250336,221.274033,0.802429,1.000583,699.599976,120.580002,519.73999,63.310001,81.230003,131.740005
3/12/2021,57332.08984,1772.102417,1.039144,0.055349,539.216492,0.387871,28.461523,263.685822,220.829407,223.363907,0.755851,1.000343,693.72998,118.300003,514.23999,62.900002,81.050003,129.979996
3/15/2021,55907.19922,1791.702271,1.033539,0.057088,523.934753,0.385499,27.491762,254.660828,201.264618,222.285629,0.761019,1.000374,707.940002,119.080002,527.650024,63.790001,82.5,131.639999
3/16/2021,56804.90234,1806.971802,1.242953,0.058607,528.164001,0.395747,27.917419,258.100677,201.040634,229.437119,1.029075,1.000058,676.880005,119.349998,531.650024,64.779999,82.75,133.649994
3/17/2021,58870.89453,1823.449341,1.378673,0.057653,540.84552,0.404744,31.00976,269.854858,206.067932,236.022568,1.230963,0.999083,701.809998,118.760002,533.650024,65.779999,82.629997,133.919998
3/18/2021,57858.92188,1782.855103,1.239006,0.057383,529.757385,0.397609,29.504812,261.704803,200.537308,231.329437,1.217396,1.000925,653.159973,114.5,508.899994,63.73,78.120003,129.75
3/19/2021,58346.65234,1817.624146,1.30217,0.058328,535.141235,0.398328,29.909876,264.057434,201.063721,232.81749,1.18944,1.002632,654.869995,113.629997,513.830017,63.759998,79.059998,131.020004
3/22/2021,54529.14453,1691.333984,1.109874,0.054962,513.339233,0.39674,27.398113,255.900192,187.077835,219.790131,1.093635,1.001811,670,117.18,527.450012,65.629997,80.300003,134.089996
3/23/2021,54738.94531,1678.650146,1.121552,0.053556,516.253174,0.400086,26.915058,255.689667,187.393967,218.820099,1.060867,1.001195,662.159973,114.889999,522.830017,63.48,78.379997,132.520004
3/24/2021,52774.26563,1593.413452,1.075002,0.051702,480.123322,0.368639,25.053885,249.851379,177.654953,211.705704,0.993128,1.001301,630.27002,108.959999,505.720001,62.040001,76.480003,127.18
3/25/2021,51704.16016,1595.359253,1.101574,0.051448,478.292206,0.3659,25.696287,234.885437,173.061188,213.789917,0.974786,1.001016,640.390015,110.449997,501.410004,62.02,76.220001,127.279999
3/26/2021,55137.3125,1702.842041,1.213969,0.053952,509.015289,0.387505,27.401567,255.104568,184.278671,222.507614,1.074686,1.001222,618.710022,116.559998,513.570007,64.870003,77.410004,132.990005
3/29/2021,57750.19922,1819.684937,1.202541,0.054052,520.635803,0.407883,28.052568,275.21463,194.474777,234.805099,1.13933,0.999759,611.289978,114.389999,517.929993,64.5,77.139999,131.270004
3/30/2021,58917.69141,1846.033691,1.213317,0.0539,527.698242,0.405941,27.904049,311.426483,196.682098,245.470764,1.175074,1.000896,635.619995,115.07,514.869995,63.77,76,130.110001
3/31/2021,58918.83203,1918.362061,1.193264,0.053657,543.237854,0.410898,29.351137,302.063446,197.4991,246.150543,1.142298,1.00002,667.929993,118.279999,533.929993,64,78.5,132.589996
4/1/2021,59095.80859,1977.276855,1.189244,0.061986,561.658264,0.432512,30.233219,335.212891,204.112518,252.495819,1.163506,1.000464,661.75,124.800003,552.469971,64.550003,81.089996,137.789993
4/5/2021,59057.87891,2107.887207,1.2143,0.059696,648.560974,0.536367,32.396656,367.772491,221.069046,263.922668,1.285693,1.000254,691.049988,124.5,559.5,66.540001,81.43,140.330002
4/6/2021,58192.35938,2118.378906,1.255354,0.064458,667.748596,0.542744,34.797878,403.590759,237.664902,271.043091,1.336931,1.00168,691.619995,122.440002,554.460022,65.559998,81.440002,138.059998
4/7/2021,56048.9375,1971.077271,1.175149,0.059028,618.597534,0.47328,31.175184,374.658813,219.423676,257.742859,1.187906,1.001855,670.969971,119.889999,565.73999,66.25,82.199997,139.429993
4/8/2021,58323.95313,2088.57373,1.219436,0.061464,647.564087,0.506816,32.7449,418.038391,227.003021,269.996246,1.293698,1.000167,683.799988,123.43,572.679993,67.050003,83.349998,140.339996
4/9/2021,58245.00391,2072.108887,1.20354,0.061684,635.706726,0.486387,31.632467,453.178467,221.862366,273.837555,1.533599,1.001098,677.02002,122.800003,576,68.260002,82.760002,140.570007
4/12/2021,59893.45313,2139.353271,1.316127,0.070767,674.786255,0.590592,33.105427,598.722656,244.49437,315.539063,1.422055,0.999937,701.97998,120.900002,608.359985,65.410004,78.580002,137.440002
4/13/2021,63503.45703,2299.187744,1.411786,0.093445,746.865356,0.655356,35.456635,549.586548,266.981476,327.217651,1.499681,0.999275,762.320007,121.269997,627.179993,65.220001,80.190002,137.300003
4/14/2021,63109.69531,2435.10498,1.45542,0.121517,818.70343,0.636735,41.42371,549.591858,279.748413,321.660065,1.466433,1.00159,732.22998,120.839996,611.080017,64.190002,78.550003,134.75
4/15/2021,63314.01172,2519.116211,1.481588,0.182207,868.155518,0.64104,42.753162,542.63208,286.590607,344.244476,1.522614,1.000877,738.849976,118.349998,645.48999,65.019997,83.010002,137.839996
4/16/2021,61572.78906,2431.946533,1.416949,0.36587,1110.654297,0.613263,42.101555,510.220184,310.612732,341.740356,1.527853,1.002345,739.780029,118.839996,636.5,64.75,82.150002,138.210007
4/19/2021,55724.26563,2166.188721,1.197959,0.407318,894.128723,0.501234,35.879383,505.092926,261.91922,355.632904,1.324726,0.999865,714.630005,115.400002,614.469971,63.630001,81.110001,135.25
4/20/2021,56473.03125,2330.210938,1.265934,0.3195,940.986938,0.52795,38.950634,587.029114,260.941345,401.207886,1.273452,0.999938,718.98999,114.949997,606.849976,62.700001,79.269997,133.399994
4/21/2021,53906.08984,2364.751709,1.206735,0.306925,913.905762,0.492088,36.436359,546.02356,258.805603,379.780975,1.229942,0.999932,744.119995,117.400002,614.419983,63.700001,81.610001,136.190002
4/22/2021,51762.27344,2403.535156,1.147017,0.260967,854.077942,0.450346,35.233406,506.013,253.078354,348.039978,1.102461,1.00009,719.690002,115.32,594.01001,62.57,79.059998,132.970001
4/23/2021,51093.65234,2363.586182,1.155702,0.248509,838.847229,0.450892,35.058479,526.565247,241.35878,354.883423,1.184937,1.000162,729.400024,118.639999,610.609985,59.240002,82.760002,135.429993
4/26/2021,54021.75391,2534.481689,1.234019,0.270674,849.470093,0.48561,35.135986,534.577698,247.40593,402.409576,1.195872,1.000042,738.200012,121.519997,619.119995,58.759998,85.410004,138.960007
4/27/2021,55033.11719,2662.865234,1.306927,0.272188,887.862549,0.509479,36.808067,568.47052,259.652283,402.76593,1.255987,1.000062,704.73999,121.269997,615.27002,57.970001,85.209999,138.009995
4/28/2021,54824.70313,2746.380127,1.335666,0.323682,909.845825,0.497349,36.220837,562.632568,258.505157,414.480499,1.199439,1.000052,694.400024,119.660004,611.070007,57.619999,84.019997,136.570007
4/29/2021,53555.10938,2756.876953,1.308014,0.305169,880.665344,0.491797,36.445019,599.706543,255.585266,407.360107,1.188832,0.999966,677,119.099998,612.98999,58.279999,83.910004,142.679993
4/30/2021,57750.17578,2773.207031,1.352449,0.337561,993.425659,0.529526,38.128506,624.080566,271.167084,421.890839,1.26317,1.000009,709.440002,116.739998,600.380005,57.529999,81.620003,138.800003
5/3/2021,57200.29297,3431.086182,1.36203,0.441707,1017.299988,0.552142,42.059807,675.684082,294.70401,411.840698,1.292276,1.000165,684.900024,115.940002,593.469971,57.259998,78.550003,137.429993
5/4/2021,53333.53906,3253.629395,1.274111,0.541334,955.182434,0.503323,45.686138,611.200317,306.234497,380.206482,1.171853,0.999951,673.599976,115.360001,574.049988,56.900002,78.610001,134.119995
5/5/2021,57424.00781,3522.783203,1.475529,0.657633,1454.935059,0.603429,49.429295,651.66272,356.037079,417.208862,1.366226,0.999875,670.940002,115.379997,578.340027,56.849998,77.830002,134.649994
5/6/2021,56396.51563,3490.880371,1.650124,0.580804,1505.765747,0.651032,47.127403,633.280396,353.510345,422.517395,1.400549,1.000169,663.539978,117,580.919983,57.189999,77.889999,136
5/7/2021,57356.40234,3484.729004,1.653453,0.684777,1343.247437,0.630377,49.311199,624.563293,346.253571,457.144989,1.407964,1.000166,672.369995,116.830002,592.48999,57.669998,78.809998,137.850006
5/10/2021,55859.79688,3952.293945,1.644696,0.449964,1321.401123,0.659579,46.468697,631.35199,359.329315,441.63736,1.315342,1.000137,629.039978,112.309998,570.630005,55.970001,75.989998,128.940002
5/11/2021,56704.57422,4168.701172,1.764077,0.495231,1542.425049,0.729996,48.754765,672.333923,377.388794,453.531128,1.393801,0.999967,617.200012,112.849998,572.25,55.040001,76.830002,128.369995
5/12/2021,49150.53516,3785.848633,1.552775,0.385376,1209.806885,0.588705,41.03371,588.185181,303.084869,392.382935,1.178301,0.999993,589.890015,108.209999,550.340027,53.619999,74.639999,124.620003
5/13/2021,49716.19141,3715.148438,1.933668,0.490374,1251.692139,0.644151,43.089832,571.434509,316.909332,402.357483,1.192187,0.999868,571.690002,108.75,546.609985,54.009998,73.089996,127.110001
5/14/2021,49880.53516,4079.057373,2.004796,0.559604,1298.664795,0.668042,46.546902,603.128296,326.233856,412.540405,1.21895,0.999965,589.73999,112.459999,569.719971,55.349998,74.589996,130.149994
5/17/2021,43537.51172,3282.397705,2.032226,0.487892,1068.65686,0.645601,37.194439,511.964386,281.769318,339.881836,1.062899,0.999802,576.830017,109.800003,566.619995,55.330002,74.650002,129.800003
5/18/2021,42909.40234,3380.070068,2.003662,0.476115,1091.550171,0.647115,42.545315,508.022308,294.619324,341.261597,1.106753,1.00068,577.869995,110.839996,560.630005,54.84,74.440002,128.910004
5/19/2021,37002.44141,2460.679199,1.482521,0.333123,706.795837,0.450427,26.70196,339.025482,189.520172,200.027191,0.761587,1.001616,563.460022,112.400002,562.630005,55.360001,76.230003,130.660004
5/20/2021,40782.73828,2784.294189,1.810469,0.400194,821.600525,0.49759,30.781229,393.612762,212.276138,282.42337,0.877552,1.001852,586.780029,113.279999,584.5,55.950001,78.059998,132.639999
5/21/2021,37304.69141,2430.621338,1.552277,0.359382,687.957153,0.419355,25.577578,326.296326,180.197037,256.766418,0.760354,1.001888,580.880005,111.849998,599.669983,56.080002,77.169998,131.460007
5/24/2021,38705.98047,2643.591064,1.549485,0.366162,748.421692,0.439702,26.362959,345.309631,183.994125,255.367691,0.72486,1.001472,606.440002,113.629997,624.47998,56.959999,77.440002,132.910004
5/25/2021,38402.22266,2706.628906,1.555369,0.346302,719.947815,0.428813,27.629839,344.113983,183.497894,247.113022,0.737628,1.001149,604.690002,114.279999,625.909973,56.869999,77.860001,133.75
5/26/2021,39294.19922,2888.69873,1.782702,0.353693,765.048828,0.444674,33.984875,379.854309,199.224335,268.578339,0.887354,1.001766,619.130005,116,628,56.919998,78.339996,133.089996
5/27/2021,38436.96875,2736.488525,1.64596,0.332945,745.955078,0.418591,31.514713,367.655792,193.121094,250.669586,0.842559,1.000991,630.849976,115.769997,619.52002,57.73,78.419998,133.639999
5/28/2021,35697.60547,2419.90625,1.511987,0.311205,689.947876,0.398792,27.951693,329.879913,177.320663,262.820526,0.747823,1.000481,625.219971,117.360001,649.780029,57.119999,80.080002,134.539993
6/1/2021,36684.92578,2633.518311,1.734753,0.370077,691.40387,0.41771,30.699013,362.794647,182.980698,265.774841,0.747465,1.000109,623.900024,118.510002,650.580017,56.889999,80.809998,133.940002
6/2/2021,37575.17969,2706.125,1.752824,0.423374,697.912964,0.41901,30.656301,401.262329,187.263977,294.092072,0.797843,1.00055,605.119995,118.949997,671.130005,57.48,81.970001,133.820007
6/3/2021,39208.76563,2855.126465,1.840471,0.399963,718.448181,0.425343,32.190559,427.807922,193.086182,308.188782,0.82983,1.000571,572.840027,116.82,678.789978,56.240002,80.279999,131.779999
6/4/2021,36894.40625,2688.195068,1.710908,0.376323,671.13916,0.385039,28.875753,391.395325,178.872009,287.463715,0.761746,1.001038,599.049988,119.510002,703.130005,57.369999,81.580002,134.339996
6/7/2021,33560.70703,2590.263184,1.564106,0.33105,596.077881,0.346232,24.52721,357.310211,161.732803,248.933365,0.700338,1.000789,605.130005,118.220001,704.76001,57.09,81.349998,133.320007
6/8/2021,33472.63281,2517.438721,1.58803,0.327687,597.092285,0.350567,24.174898,354.001373,161.161072,254.875427,0.672407,1.00119,603.590027,115.919998,698.280029,57,80.889999,134.199997
6/9/2021,37345.12109,2608.26709,1.624826,0.343331,633.143494,0.364291,25.569342,375.73468,172.138657,274.331665,0.70135,1.000572,598.780029,117.129997,694.330017,57,79.959999,132.889999
6/10/2021,36702.59766,2471.518555,1.531857,0.326351,602.84613,0.33921,23.100679,352.183197,168.203064,255.355896,0.664923,1.000738,610.119995,118.239998,697,57.380001,81.559998,134.220001
6/11/2021,37334.39844,2353.768799,1.436378,0.319359,578.271545,0.318661,21.478968,345.933685,162.880524,242.981598,0.647644,1.000511,609.890015,118.25,713.01001,57.849998,81.309998,134.619995
6/14/2021,40218.47656,2537.891113,1.57511,0.332085,625.369507,0.348302,23.860899,368.792755,172.949097,269.935486,0.655455,1.000626,617.690002,120.989998,720.75,58.189999,81.550003,137.309998
6/15/2021,40406.26953,2610.936768,1.597756,0.328381,639.20459,0.343814,26.084227,373.566162,178.659424,279.495697,0.713444,1.000377,599.359985,119.449997,711.539978,57.990002,80.470001,135.580002
6/16/2021,38347.0625,2367.663574,1.482573,0.307761,593.046631,0.317373,23.015078,347.033447,166.458939,262.218628,0.657921,1.000023,604.869995,118.019997,712.409973,57.220001,80.110001,134.949997
6/17/2021,38053.50391,2372.001953,1.482194,0.306496,599.35791,0.317561,23.356791,352.738525,167.055695,277.109039,0.65864,1.000745,616.599976,119.120003,746.289978,57.18,84.559998,135.350006
6/18/2021,35787.24609,2231.733154,1.415396,0.293472,563.286804,0.297656,21.211151,336.809692,156.355637,264.844513,0.612029,1.001749,623.309998,115.790001,745.549988,55.669998,84.650002,133
