Date,tesla,tsmc,nvidia,intel,amd,qualcom
1/2/2017,49.848,31.08,113.949997,36.52,12.06,53.150002
2/2/2017,50.310001,30.780001,115.389999,36.68,12.28,52.66
3/2/2017,50.265999,30.969999,114.379997,36.52,12.24,52.98
6/2/2017,51.554001,30.870001,117.309998,36.27,13.63,52.880001
7/2/2017,51.495998,30.52,119.129997,36.349998,13.29,53.27
8/2/2017,52.416,30.33,118.610001,36.380001,13.56,52.889999
9/2/2017,53.84,30.209999,116.379997,35.459999,13.42,52.880001
10/2/2017,53.846001,30.709999,113.620003,35.34,13.58,54
13/2/2017,56.119999,31.690001,108.379997,35.799999,13.49,54.93
14/2/2017,56.195999,31.33,108.779999,35.93,13.26,55.48
15/2/2017,55.952,31.75,109,36.049999,13.3,56.490002
16/2/2017,53.790001,32.32,107.25,36.41,12.97,56.880001
17/2/2017,54.445999,32.34,107.230003,36.48,13.13,56.459999
21/2/2017,55.478001,32.330002,111.07,36.52,14,56.75
22/2/2017,54.702,32.07,110.760002,36.07,14.28,57.099998
23/2/2017,51.198002,31.75,100.489998,36.18,14.32,57.139999
24/2/2017,51.400002,31.92,101.459999,36.529999,14.12,57.220001
27/2/2017,49.245998,31.530001,104.410004,36.509998,15.2,56.73
28/2/2017,49.998001,31.469999,101.480003,36.200001,14.46,56.48
1/3/2017,50.004002,31.58,102.790001,35.93,14.96,57.009998
2/3/2017,50.096001,30.870001,99,35.91,13.9,56.369999
3/3/2017,50.313999,30.85,98.43,35.900002,13.03,56.439999
6/3/2017,50.242001,30.85,97.669998,35.57,13.04,56.450001
7/3/2017,49.717999,31.309999,98.739998,35.799999,13.05,56.73
8/3/2017,49.374001,31.219999,98.559998,35.619999,13.22,57.77
9/3/2017,48.98,30.98,98.540001,35.82,13.33,57.970001
10/3/2017,48.737999,31.059999,99.120003,35.91,13.91,58.639999
13/3/2017,49.234001,31.5,101.849998,35.16,14.28,58.459999
14/3/2017,51.599998,31.209999,101.779999,35.18,14.1,58.220001
15/3/2017,51.146,31.91,102.550003,35.099998,13.98,58.52
16/3/2017,52.41,32.41,103.809998,35.139999,13.65,58.349998
17/3/2017,52.299999,32.59,106.07,35.27,13.49,57.549999
20/3/2017,52.383999,32.849998,109.449997,35.43,14.4,57.810001
21/3/2017,50.136002,32.48,105.910004,35.040001,13.82,56.799999
22/3/2017,51.001999,32.689999,108.07,35.369999,14.1,57.040001
23/3/2017,50.956001,32.560001,107.089996,35.27,13.79,56.810001
24/3/2017,52.632,32.810001,107.470001,35.16,13.7,56.919998
27/3/2017,54.043999,33.169998,108.25,35.389999,13.7,56.66
28/3/2017,55.490002,33.349998,107.690002,35.599998,13.69,57.380001
29/3/2017,55.476002,32.93,107.339996,35.57,13.71,57.360001
30/3/2017,55.584,33.07,109.400002,35.75,14.05,57.200001
31/3/2017,55.66,32.84,108.93,36.07,14.55,57.34
3/4/2017,59.703999,32.889999,108.379997,36.16,14.64,56.5
4/4/2017,60.740002,32.860001,100.779999,36.279999,14.16,56.68
5/4/2017,59,32.900002,100.029999,36.220001,14.17,56.470001
6/4/2017,59.740002,32.860001,100.760002,36.029999,13.27,56.529999
7/4/2017,60.507999,32.869999,100.330002,36.029999,13.52,56.32
10/4/2017,62.478001,32.52,97.769997,35.799999,13.1,56.52
11/4/2017,61.742001,32.400002,98.120003,35.740002,13.1,55.349998
12/4/2017,59.368,32.279999,97.309998,35.630001,12.76,53.389999
13/4/2017,60.799999,31.83,95.489998,35.25,12.31,52.790001
17/4/2017,60.287998,32.029999,99.230003,35.48,12.79,52.889999
18/4/2017,60.049999,31.790001,99.290001,35.77,12.95,52.669998
19/4/2017,61.104,31.610001,99.68,35.91,12.84,52.610001
20/4/2017,60.501999,31.790001,101.260002,36.18,13.11,52.66
21/4/2017,61.119999,32.080002,101.68,36.32,13,52.5
24/4/2017,61.605999,32.700001,102.949997,36.75,13.13,52.810001
25/4/2017,62.757999,33.07,104.739998,36.869999,13.49,53
26/4/2017,62.034,33,104.019997,36.93,13.41,53.040001
27/4/2017,61.726002,33.02,105.639999,37.43,13.62,53.209999
28/4/2017,62.813999,33.07,104.300003,36.150002,13.3,53.740002
1/5/2017,64.566002,33.400002,106.639999,36.310001,13.62,53.599998
2/5/2017,63.778,33.93,103.480003,36.970001,10.32,53.290001
3/5/2017,62.203999,34.290001,104.25,36.98,10.39,54.490002
4/5/2017,59.091999,34.139999,103.849998,36.849998,10.1,54.91
5/5/2017,61.669998,34.419998,103.860001,36.82,10.19,54.93
8/5/2017,61.438,34.98,102.769997,36.540001,10.04,54.619999
9/5/2017,64.251999,35.41,102.940002,36.369999,10.18,55.150002
10/5/2017,65.043999,35.41,121.290001,36.009998,10.79,55.330002
11/5/2017,64.620003,35.560001,126.5,35.689999,11.07,54.68
12/5/2017,64.961998,35.369999,127.889999,35.529999,11.26,55.32
15/5/2017,63.175999,35.060001,134.309998,35.630001,11.42,55.400002
16/5/2017,63.402,35.029999,136.809998,35.82,12.75,55.950001
17/5/2017,61.222,34.419998,127.720001,35.040001,11.2,55.360001
18/5/2017,62.612,34.900002,133.070007,35.220001,11.28,56.119999
19/5/2017,62.166,35.200001,136,35.400002,11.41,57.669998
22/5/2017,62.07,35.400002,138.899994,35.77,11.04,59.279999
23/5/2017,60.771999,35.400002,137.029999,35.860001,10.89,59.220001
24/5/2017,62.043999,35.52,138.570007,36.119999,10.89,58.639999
25/5/2017,63.366001,35.57,138.259995,36.259998,10.98,58.450001
26/5/2017,65.028,35.509998,141.839996,36.259998,11,57.52
30/5/2017,67.019997,35.779999,144.869995,36.18,11.12,57.34
31/5/2017,68.202003,35.360001,144.350006,36.110001,11.19,57.27
1/6/2017,68.073997,35.889999,144.360001,36.119999,10.93,58.619999
2/6/2017,67.970001,36.18,143.639999,36.32,10.9,58.580002
5/6/2017,69.463997,36.389999,148.009995,36.34,11.24,58.860001
6/6/2017,70.57,36.43,147.339996,36.130001,12.03,58.200001
7/6/2017,71.93,36.459999,149.119995,36.259998,12.38,57.529999
8/6/2017,74,36.830002,159.940002,36.48,12.9,58.119999
9/6/2017,71.463997,35.790001,149.600006,35.709999,12.28,57.049999
12/6/2017,71.802002,35.240002,149.970001,35.73,12.09,57.490002
13/6/2017,75.190002,35.560001,151.399994,35.880001,11.96,57.540001
14/6/2017,76.132004,35.650002,151.720001,35.529999,11.77,57.009998
15/6/2017,75.068001,35.439999,152.369995,35.310001,11.5,56.93
16/6/2017,74.279999,35.869999,151.619995,35.209999,11.44,56.82
19/6/2017,73.959999,36.209999,157.320007,35.509998,11.93,57.610001
20/6/2017,74.447998,36.130001,157.089996,34.860001,12.64,56.790001
21/6/2017,75.279999,36.709999,159.470001,34.580002,13.98,56.330002
22/6/2017,76.522003,36.709999,158.369995,34.360001,14.38,56.470001
23/6/2017,76.690002,36.73,153.830002,34.189999,14.17,56.91
26/6/2017,75.498001,36.130001,152.149994,34.07,14.08,56.560001
27/6/2017,72.473999,35.09,146.580002,33.650002,13.4,55.43
28/6/2017,74.248001,35.349998,151.75,34.200001,13.23,56.16
29/6/2017,72.150002,34.810001,146.679993,33.540001,12.6,55.080002
30/6/2017,72.321999,34.959999,144.559998,33.740002,12.48,55.220001
3/7/2017,70.524002,34.880001,139.330002,33.459999,12.15,54.950001
5/7/2017,65.417999,34.82,143.050003,34.34,13.19,55.450001
6/7/2017,61.765999,34.5,143.479996,33.630001,13.02,54.790001
7/7/2017,62.644001,34.630001,146.759995,33.880001,13.36,55.349998
10/7/2017,63.209999,35,153.699997,33.650002,13.81,55.639999
11/7/2017,65.444,35.380001,155.880005,33.919998,13.89,55.330002
12/7/2017,65.903999,35.689999,162.509995,34.25,14.29,56.200001
13/7/2017,64.681999,36.150002,160.630005,34.240002,13.53,56.23
14/7/2017,65.556,36.25,164.949997,34.68,13.92,56.810001
17/7/2017,63.914001,35.91,164.25,34.470001,13.8,56.459999
18/7/2017,65.648003,35.869999,165.960007,34.529999,13.48,56.290001
19/7/2017,65.052002,36.41,165.100006,34.560001,13.55,56.779999
20/7/2017,65.984001,36.099998,167.5,34.75,13.8,53.970001
21/7/2017,65.68,35.849998,168.100006,34.73,13.88,53.84
24/7/2017,68.503998,36.220001,166.149994,34.5,14.16,53.220001
25/7/2017,67.919998,36.099998,165.350006,34.669998,14.11,53.27
26/7/2017,68.769997,36.220001,167.259995,34.75,14.76,53.139999
27/7/2017,66.891998,36.18,161.740005,34.970001,14.12,52.490002
28/7/2017,67.014,35.860001,164.389999,35.310001,13.95,52.880001
31/7/2017,64.694,35.959999,162.509995,35.470001,13.61,53.189999
1/8/2017,63.914001,35.84,164.490005,36.349998,13.71,53.41
2/8/2017,65.178001,36.07,164.389999,36.639999,13.37,53.169998
3/8/2017,69.417999,35.790001,166.479996,36.490002,13.24,52.950001
4/8/2017,71.382004,36.029999,167.210007,36.299999,13.12,52.619999
7/8/2017,71.033997,36.790001,172.350006,36.43,13.43,52.700001
8/8/2017,73.043999,36.700001,170.300003,36.41,13.11,52.290001
9/8/2017,72.706001,36.459999,172.110001,36.59,12.83,52.77
10/8/2017,71.080002,35.34,164.740005,36.139999,12.12,52.34
11/8/2017,71.573997,36.139999,155.960007,35.869999,12.23,52.720001
14/8/2017,72.760002,36.049999,168.399994,36.34,12.76,53.549999
15/8/2017,72.466003,36.419998,166.979996,36,13.02,53.869999
16/8/2017,72.582001,36.34,165.149994,35.810001,12.63,53.310001
17/8/2017,70.384003,35.790001,161.470001,35.169998,12.34,52.27
18/8/2017,69.491997,35.860001,161.5,35.009998,12.37,51.919998
21/8/2017,67.571999,35.98,159.149994,34.919998,12.05,51.98
22/8/2017,68.269997,36.52,162.550003,34.650002,12.17,52.349998
23/8/2017,70.554001,36.580002,165.800003,34.66,12.48,52.23
24/8/2017,70.585999,36.830002,165.190002,34.709999,12.5,52.490002
25/8/2017,69.610001,36.849998,163.809998,34.669998,12.43,52.029999
28/8/2017,69.132004,36.77,164.970001,34.650002,12.23,51.810001
29/8/2017,69.472,36.880001,164.699997,34.73,12.15,51.810001
30/8/2017,70.636002,36.93,165.679993,34.889999,12.67,52.119999
31/8/2017,71.18,36.970001,169.440002,35.07,13,52.27
1/9/2017,71.080002,37.220001,170.460007,35.09,13.19,52.049999
5/9/2017,69.917999,36.849998,165.910004,35.02,12.92,50.029999
6/9/2017,68.905998,37.27,165.809998,35.759998,12.86,50.450001
7/9/2017,70.122002,37.540001,166.580002,35.540001,12.63,50.380001
8/9/2017,68.68,37.5,163.690002,35.189999,12.25,49.639999
11/9/2017,72.737999,37.84,169,35.77,12.55,50.57
12/9/2017,72.550003,37.860001,169.610001,36.09,12.3,50.900002
13/9/2017,73.246002,37.529999,170.369995,36.330002,12.22,51.009998
14/9/2017,75.528,37.380001,169.399994,36.48,12.26,51.48
15/9/2017,75.961998,37.650002,180.110001,37,12.52,52.189999
18/9/2017,77,38.07,187.550003,37,13.08,52.25
19/9/2017,75.019997,38.299999,187.350006,37.23,13.12,52.299999
20/9/2017,74.781998,37.82,185.839996,37.07,13.74,51.98
21/9/2017,73.295998,38.240002,180.759995,37.200001,13.41,52.029999
22/9/2017,70.218002,37.77,179,37.18,13.3,52.09
25/9/2017,68.998001,37.07,171,37.16,12.61,51.619999
26/9/2017,69.050003,37.139999,171.960007,37.470001,12.45,51.130001
27/9/2017,68.194,37.25,175.729996,37.540001,12.74,51.549999
28/9/2017,67.919998,37.049999,175.679993,37.830002,12.74,51.75
29/9/2017,68.220001,37.549999,178.770004,38.080002,12.75,51.84
2/10/2017,68.306,38.130001,179,39.040001,12.71,51.880001
3/10/2017,69.627998,38.439999,179.369995,39.380001,13.42,52.02
4/10/2017,71.001999,38.27,180.869995,39.34,13.31,51.959999
5/10/2017,71.066002,38.459999,180.770004,39.529999,13.34,52.349998
6/10/2017,71.375999,38.459999,181.300003,39.630001,13.23,52.490002
9/10/2017,68.587997,38.77,185.389999,39.860001,13.47,52.880001
10/10/2017,71.117996,38.970001,188.929993,39.650002,13.7,53.869999
11/10/2017,70.919998,40.349998,190.940002,39.299999,13.88,54.119999
12/10/2017,71.136002,40.439999,191.029999,39.189999,14.2,53
13/10/2017,71.113998,40.82,194.589996,39.669998,14.22,52.82
16/10/2017,70.120003,40.889999,197.929993,39.759998,14.26,52.380001
17/10/2017,71.150002,41.25,197.75,39.790001,14.16,52.41
18/10/2017,71.93,41.5,197.580002,40.25,14.07,52.209999
19/10/2017,70.362,41.07,197.800003,40.09,13.95,52.290001
20/10/2017,69.019997,41.119999,196.899994,40.43,13.81,52.02
23/10/2017,67.403999,41.209999,196.619995,40.830002,14.1,53.389999
24/10/2017,67.468002,41.32,198.679993,40.950001,14.25,54.25
25/10/2017,65.167999,41.16,193.660004,40.779999,12.33,53.84
26/10/2017,65.234001,41.200001,195.690002,41.349998,12.01,53.799999
27/10/2017,64.174004,42.150002,201.860001,44.400002,11.84,54.57
30/10/2017,64.015999,42.130001,203.839996,44.369999,10.89,54.66
31/10/2017,66.306,42.330002,206.809998,45.490002,10.99,51.009998
1/11/2017,64.216003,42.099998,207.199997,46.709999,10.8,53.459999
2/11/2017,59.852001,42.150002,205.940002,47.099998,10.85,54.84
3/11/2017,61.217999,42.189999,208.690002,46.34,11.12,61.810001
6/11/2017,60.556,42.43,209.630005,46.700001,11.93,62.52
7/11/2017,61.209999,42.509998,212.029999,46.779999,12.05,64.099998
8/11/2017,60.877998,42.43,209.160004,46.700001,11.71,65.489998
9/11/2017,60.598,41.639999,205.320007,46.299999,11.12,64.599998
10/11/2017,60.598,41.720001,216.139999,45.580002,11.26,64.57
13/11/2017,63.080002,42.009998,212.630005,45.75,11.09,66.489998
14/11/2017,61.740002,41.860001,214.179993,45.860001,11.12,66
15/11/2017,62.259998,41.540001,209.979996,45.459999,11.07,65.610001
16/11/2017,62.5,42.099998,211.610001,45.650002,11.25,66.110001
17/11/2017,63.009998,42.07,211.360001,44.630001,11.38,66.720001
20/11/2017,61.748001,42.209999,214.080002,44.619999,11.34,66.470001
21/11/2017,63.562,42.580002,216.050003,44.939999,11.4,66.669998
22/11/2017,62.52,42.41,214.929993,44.650002,11.37,68.129997
24/11/2017,63.110001,42.990002,216.960007,44.75,11.38,68.910004
27/11/2017,63.362,41.09,214.139999,44.490002,11.55,68.139999
28/11/2017,63.509998,40.93,210.710007,44.73,11.17,68.379997
29/11/2017,61.507999,39.41,196.419998,43.950001,10.83,66.519997
30/11/2017,61.77,39.599998,200.710007,44.84,10.89,66.339996
1/12/2017,61.306,39.700001,197.679993,44.68,10.73,65.489998
4/12/2017,61.040001,39.389999,186.660004,44.490002,10.03,64.559998
5/12/2017,60.740002,39.200001,187.740005,43.439999,9.91,64.690002
6/12/2017,62.652,38.68,189.259995,43.450001,10,64.980003
7/12/2017,62.248001,39.009998,191.990005,43.080002,10.04,65.230003
8/12/2017,63.026001,39,191.490005,43.349998,9.94,64.239998
11/12/2017,65.781998,39.369999,194.660004,43.66,10.16,65.18
12/12/2017,68.206001,39.299999,190.839996,43.330002,9.9,64.860001
13/12/2017,67.806,39.290001,186.179993,43.34,10.11,64.900002
14/12/2017,67.578003,39.400002,186.470001,43.259998,10.13,64.699997
15/12/2017,68.690002,39.5,191.559998,44.560001,10.29,64.760002
18/12/2017,67.774002,39.400002,197.899994,46.259998,10.98,65.379997
19/12/2017,66.220001,39.34,196.110001,47.040001,10.95,64.5
20/12/2017,65.795998,39.439999,196.800003,47.560001,10.98,64.599998
21/12/2017,66.332001,39.23,195.889999,46.759998,10.89,64.389999
22/12/2017,65.040001,39.630001,195.270004,46.700001,10.54,64.730003
26/12/2017,63.458,38.950001,197.440002,46.080002,10.46,64.300003
27/12/2017,62.327999,39.080002,197.169998,46.110001,10.53,64.540001
28/12/2017,63.071999,39.740002,197.399994,46.220001,10.55,64.379997
29/12/2017,62.27,39.650002,193.5,46.16,10.28,64.019997
2/1/2018,64.106003,41.02,199.350006,46.849998,10.98,65.199997
3/1/2018,63.450001,41.709999,212.470001,45.259998,11.55,65.940002
4/1/2018,62.924,41.490002,213.589996,44.43,12.12,66.029999
5/1/2018,63.316002,42.459999,215.399994,44.740002,11.88,66.470001
8/1/2018,67.281998,42.439999,222,44.740002,12.28,66.269997
9/1/2018,66.737999,42.18,221.940002,43.619999,11.82,65.269997
10/1/2018,66.959999,41.299999,223.679993,42.5,11.96,65.260002
11/1/2018,67.589996,41.029999,224.080002,43.41,12.14,65.43
12/1/2018,67.244003,41.189999,222.979996,43.240002,12.02,65.379997
16/1/2018,68.012001,42.23,220.110001,43.139999,11.91,68.25
17/1/2018,69.431999,43.130001,224.720001,44.389999,12.18,68.019997
18/1/2018,68.914001,44.57,224.440002,44.48,12.47,68.050003
19/1/2018,70.003998,44.669998,230.110001,44.82,12.59,68.040001
22/1/2018,70.311996,46.380001,233.690002,45.75,12.65,68.669998
23/1/2018,70.557999,46.279999,238.910004,46.060001,12.94,68.339996
24/1/2018,69.178001,45.330002,235.800003,45.509998,12.71,67.980003
25/1/2018,67.528,45.099998,236.350006,45.299999,12.41,67.419998
26/1/2018,68.57,45.720001,243.330002,50.080002,12.95,68.529999
29/1/2018,69.905998,45.400002,246.850006,49.98,13.32,67.32
30/1/2018,69.164001,44.880001,242.720001,48.790001,12.87,66.989998
31/1/2018,70.862,45.310001,245.800003,48.139999,13.74,68.25
1/2/2018,69.849998,45.450001,240.5,47.650002,13.25,66.800003
2/2/2018,68.75,44.509998,233.520004,46.150002,12.45,66.07
5/2/2018,66.625999,42.950001,213.699997,44.52,11.57,61.73
6/2/2018,66.793999,43.59,225.580002,44.91,11.65,64.400002
7/2/2018,69,41.880001,228.800003,45.200001,11.6,65.040001
8/2/2018,63.046001,40.360001,217.520004,42.75,11.22,62.419998
9/2/2018,62.084,41.470001,232.080002,43.950001,11.31,63.990002
12/2/2018,63.146,42.529999,228.029999,44.830002,11.68,65.660004
13/2/2018,64.732002,42.380001,232.630005,44.459999,11.78,65.699997
14/2/2018,64.461998,43.049999,241.419998,45.380001,12.2,66.589996
15/2/2018,66.814003,43.52,246.5,45.919998,12.19,65.279999
16/2/2018,67.098,43.48,243.839996,45.560001,11.82,64.849998
20/2/2018,66.954002,43.740002,249.080002,46.32,12.02,63.990002
21/2/2018,66.660004,42.889999,241.509995,45.939999,11.72,63.400002
22/2/2018,69.234001,42.389999,242.149994,45.799999,11.84,62.18
23/2/2018,70.410004,43.900002,245.929993,47.73,12.07,63.32
26/2/2018,71.484001,44.41,246.580002,49.110001,12.42,66.980003
27/2/2018,70.197998,43.619999,246.059998,49.91,12.53,66.339996
28/2/2018,68.612,43.349998,242,49.290001,12.11,65
1/3/2018,66.185997,42.720001,232.210007,47.84,11.9,64.959999
2/3/2018,67.024002,43.009998,236.539993,48.98,11.81,64.739998
5/3/2018,66.669998,43.490002,235.649994,49.75,11.91,64.010002
6/3/2018,65.639999,43.540001,242.160004,50.709999,11.76,62.139999
7/3/2018,66.459999,44.200001,241.839996,51.32,12.24,62.490002
8/3/2018,65.82,43.799999,241.179993,50.740002,11.97,61.82
9/3/2018,65.433998,44.59,245.330002,52.189999,11.7,63.029999
12/3/2018,69.101997,45.220001,249.759995,51.52,11.52,62.810001
13/3/2018,68.367996,44.990002,247.710007,51.779999,11.64,59.700001
14/3/2018,65.325996,45.150002,248.740005,51.860001,11.36,60.119999
15/3/2018,65.120003,45.310001,249.339996,50.880001,11.46,59.889999
16/3/2018,64.269997,44.970001,250.479996,51.169998,11.47,60.619999
19/3/2018,62.712002,44.599998,241,50.830002,11.43,58.369999
20/3/2018,62.110001,44.830002,249.580002,51.549999,11.11,58.259998
21/3/2018,63.306,44.700001,248.559998,51.560001,11.26,56.810001
22/3/2018,61.82,43.689999,241.850006,50.830002,10.91,55.580002
23/3/2018,60.307999,42.580002,232.970001,49.360001,10.63,53.66
26/3/2018,60.835999,44.27,244.479996,52.48,10.44,56.130001
27/3/2018,55.835999,43.290001,225.520004,51.189999,10,54.84
28/3/2018,51.556,42.689999,221.350006,49.599998,9.81,54.700001
29/3/2018,53.226002,43.759998,231.589996,52.080002,10.05,55.41
2/4/2018,50.495998,42.5,221.050003,48.919998,9.53,53.810001
3/4/2018,53.506001,43.48,225.350006,49.75,9.55,54.779999
4/4/2018,57.388,43.939999,226.240005,49.990002,9.77,54.990002
5/4/2018,61.144001,43.32,221.380005,50.380001,10.02,55.040001
6/4/2018,59.860001,42.419998,214.25,48.790001,9.61,53.119999
9/4/2018,57.931999,43.07,215.410004,49.549999,9.53,53.43
10/4/2018,60.939999,43.580002,227.910004,51.27,9.98,54.77
11/4/2018,60.186001,43.380001,226.240005,51.099998,9.82,55.009998
12/4/2018,58.816002,43.849998,234.600006,52.720001,10.08,55.200001
13/4/2018,60.068001,42.650002,231.5,51.860001,9.93,55.73
16/4/2018,58.242001,42.869999,231.490005,52.400002,10.09,54.77
17/4/2018,57.537998,42.310001,237.539993,53.540001,10.52,55.349998
18/4/2018,58.669998,41.919998,236.369995,53.610001,10.36,55.23
19/4/2018,60.015999,39.529999,229.039993,52.220001,10.11,52.57
20/4/2018,58.048,38.950001,228.710007,51.529999,9.99,51.439999
23/4/2018,56.674,38.75,223.880005,51.099998,10.04,50.529999
24/4/2018,56.692001,38.75,221.199997,51.450001,10.09,49.939999
25/4/2018,56.138,38.169998,216.660004,51.380001,9.71,49.75
26/4/2018,57.096001,38.169998,225.220001,53.049999,11.04,50.470001
27/4/2018,58.816002,38.169998,226.330002,52.73,11.11,51.110001
30/4/2018,58.779999,38.450001,224.899994,51.619999,10.88,51.009998
1/5/2018,59.984001,38.93,227.139999,53.330002,11.13,50.82
2/5/2018,60.23,37.75,226.309998,52.310001,10.97,50.259998
3/5/2018,56.889999,38.099998,232.990005,52.279999,10.93,50.310001
4/5/2018,58.818001,38.59,239.059998,52.779999,11.28,52.490002
7/5/2018,60.554001,38.450001,248.679993,53.330002,11.59,53.009998
8/5/2018,60.394001,39.18,250.399994,53.630001,11.61,52.860001
9/5/2018,61.369999,39.349998,255.779999,54.34,11.95,53.169998
10/5/2018,61.004002,39.77,260.130005,54.98,12.13,54.970001
11/5/2018,60.212002,39.91,254.529999,54.669998,11.95,55.23
14/5/2018,58.394001,39.950001,255.360001,54.900002,12.23,56.740002
15/5/2018,56.835999,39.299999,245.559998,53.919998,12.45,55.639999
16/5/2018,57.296001,39.790001,246.009995,54.639999,12.82,56.700001
17/5/2018,56.908001,38.959999,247.710007,54.810001,12.82,56.950001
18/5/2018,55.363998,38.419998,245.940002,53.5,13,57.509998
21/5/2018,56.897999,39.470001,244.240005,54.32,12.99,57.709999
22/5/2018,55.001999,39.639999,242.699997,54.450001,12.98,57.389999
23/5/2018,55.813999,39.650002,247.539993,55.209999,13.1,58.82
24/5/2018,55.57,39.27,247.690002,54.75,13.41,59.080002
25/5/2018,55.77,39.299999,249.279999,55.439999,13.54,59.959999
29/5/2018,56.751999,38.16,248.589996,55.32,13.36,58.23
30/5/2018,58.344002,38.34,252.990005,55.68,13.82,58.389999
31/5/2018,56.945999,38.700001,252.190002,55.200001,13.73,58.119999
1/6/2018,58.363998,39.200001,257.619995,57.080002,14.4,58.610001
4/6/2018,59.348,39.970001,264.850006,56.830002,14.85,58.709999
5/6/2018,58.226002,39.540001,265.070007,56.529999,14.85,58.98
6/6/2018,63.900002,39.560001,265.149994,57.029999,15.67,59.84
7/6/2018,63.217999,39.52,262.899994,55.880001,14.89,60.639999
8/6/2018,63.532001,38.93,262.279999,55.049999,15.25,60.259998
11/6/2018,66.419998,38.759998,260.619995,54.52,15.73,59.93
12/6/2018,68.554001,39.200001,262.579987,54.82,15.85,59.790001
13/6/2018,68.956001,39.049999,262.399994,55.029999,16.32,59.220001
14/6/2018,71.543999,38.599998,266.910004,55.540001,16.25,59.459999
15/6/2018,71.634003,38.689999,265.26001,55.110001,16.34,59.860001
18/6/2018,74.166,38.25,265.089996,53.220001,17.110001,59.200001
19/6/2018,70.510002,37.560001,260.170013,52.93,16.690001,58.700001
20/6/2018,72.444,38.349998,262.309998,53.459999,16.52,58.790001
21/6/2018,69.501999,37.619999,257.109985,52.189999,15.65,58.75
22/6/2018,66.725998,38.119999,250.949997,52.5,15.8,58.5
25/6/2018,66.601997,36.509998,239.119995,50.709999,15.11,57.049999
26/6/2018,68.400002,36.459999,241.990005,49.669998,15.5,56.450001
27/6/2018,68.900002,35.509998,235.720001,48.759998,14.97,55.169998
28/6/2018,69.986,35.939999,240.860001,49.25,15.31,55.900002
29/6/2018,68.589996,36.560001,236.899994,49.709999,14.99,56.119999
2/7/2018,67.014,36.540001,242.240005,50.200001,15.16,56.18
3/7/2018,62.172001,36.389999,236.839996,49.470001,15,55.330002
5/7/2018,61.832001,36.59,242.729996,50.75,15.5,57.380001
6/7/2018,61.779999,37.27,247.330002,51.369999,16.360001,57.84
9/7/2018,63.702,37.830002,249.25,51.860001,16.610001,58.040001
10/7/2018,64.494003,37.93,253.25,52.16,16.549999,58.369999
11/7/2018,63.792,36.970001,247.529999,51.200001,16.27,57.299999
12/7/2018,63.341999,37.310001,251.229996,52.349998,16.559999,58.32
13/7/2018,63.773998,37.77,249.320007,52.220001,16.27,58.389999
16/7/2018,62.02,37.790001,248.199997,52.009998,16.58,58.349998
17/7/2018,64.538002,38.040001,253.690002,51.75,16.870001,58.91
18/7/2018,64.769997,38.41,251.699997,51.720001,16.85,58.759998
19/7/2018,64.045998,39.810001,252.029999,51.98,16.709999,59.310001
20/7/2018,62.716,40.73,250.889999,51.91,16.5,58.610001
23/7/2018,60.639999,40.740002,249.410004,52.310001,16.66,59.080002
24/7/2018,59.486,40.389999,248.710007,52.18,16.190001,58.849998
25/7/2018,61.748001,40.889999,251.869995,52.43,16.049999,59.419998
26/7/2018,61.330002,40.82,254.839996,52.16,18.35,63.580002
27/7/2018,59.436001,41.450001,252.020004,47.68,18.940001,62.689999
30/7/2018,58.034,41.09,244.130005,47.689999,19.42,62.040001
31/7/2018,59.627998,41.209999,244.860001,48.099998,18.33,64.089996
1/8/2018,60.167999,41.709999,246.470001,48.810001,18.48,64.349998
2/8/2018,69.907997,41.549999,250.619995,49.48,18.790001,64.769997
3/8/2018,69.634003,41.689999,252.100006,49.630001,18.49,65.400002
6/8/2018,68.398003,41.07,254.029999,49.299999,19.43,65.730003
7/8/2018,75.914001,41.240002,256.950012,49.700001,19.559999,65.440002
8/8/2018,74.068001,41.970001,258.420013,49.959999,19.58,65.160004
9/8/2018,70.489998,41.84,256.459991,50.139999,19.1,65.080002
10/8/2018,71.098,41.029999,254.789993,48.849998,19.059999,64.82
13/8/2018,71.281998,40.709999,256.119995,48.450001,19.73,64.839996
14/8/2018,69.528,40.91,261.429993,48.119999,20.02,65.43
15/8/2018,67.737999,40.450001,259.079987,47.459999,19.700001,65.68
16/8/2018,67.089996,40.41,257.440002,47.169998,19.33,65.760002
17/8/2018,61.099998,40.130001,244.820007,47.099998,19.77,66.059998
20/8/2018,61.688,40.099998,247.839996,46.5,19.98,66.160004
21/8/2018,64.379997,40.889999,253.320007,47.619999,20.4,66.550003
22/8/2018,64.328003,40.900002,262.820007,47.049999,20.9,66.839996
23/8/2018,64.019997,40.68,266.839996,46.98,22.290001,66.860001
24/8/2018,64.564003,41.240002,272.220001,47.66,23.98,67.150002
27/8/2018,63.854,41.529999,275.899994,48.349998,25.26,67.339996
28/8/2018,62.372002,42.349998,274.380005,48.57,25.049999,69.779999
29/8/2018,61.001999,44.130001,278.48999,48.75,25.200001,69.199997
30/8/2018,60.630001,43.459999,277.809998,48.240002,24.889999,68.139999
31/8/2018,60.332001,43.599998,280.679993,48.43,25.17,68.709999
4/9/2018,57.790001,44.110001,283.700012,47.959999,28.059999,69.980003
5/9/2018,56.147999,44.220001,278.420013,47.720001,28.51,70.889999
