Date,TWH
2017-09-08,16.1275
2017-09-09,16.2805
2017-09-10,16.14
2017-09-11,16.2162
2017-09-12,16.1939
2017-09-13,16.6228
2017-09-14,16.5954
2017-09-15,16.6641
2017-09-16,16.6641
2017-09-17,17.1861
2017-09-18,16.7987
2017-09-19,16.7787
2017-09-20,16.0905
2017-09-21,16.5915
2017-09-22,16.4021
2017-09-23,16.8074
2017-09-24,16.7716
2017-09-25,16.8221
2017-09-26,16.5264
2017-09-27,17.0193
2017-09-28,17.0357
2017-09-29,17.5285
2017-09-30,17.0686
2017-10-01,16.8231
2017-10-02,17.2794
2017-10-03,18.0745
2017-10-04,17.9017
2017-10-05,17.0855
2017-10-06,16.9697
2017-10-07,17.3464
2017-10-08,18.2552
2017-10-09,18.4392
2017-10-10,18.0544
2017-10-11,18.1381
2017-10-12,18.6066
2017-10-13,18.2217
2017-10-14,17.9373
2017-10-15,18.3318
2017-10-16,18.7382
2017-10-17,18.9832
2017-10-18,19.348
2017-10-19,19.9596
2017-10-20,20.8734
2017-10-21,21.2403
2017-10-22,21.0434
2017-10-23,20.99
2017-10-24,21.0434
2017-10-25,21.6493
2017-10-26,21.8031
2017-10-27,20.8632
2017-10-28,19.9755
2017-10-29,20.0637
2017-10-30,20.1964
2017-10-31,20.2058
2017-11-01,20.2837
2017-11-02,20.0755
2017-11-03,20.299
2017-11-04,21.1621
2017-11-05,20.7612
2017-11-06,20.3455
2017-11-07,20.6025
2017-11-08,20.2207
2017-11-09,20.2831
2017-11-10,20.2469
2017-11-11,19.1067
2017-11-12,17.7378
2017-11-13,17.7062
2017-11-14,16.9624
2017-11-15,16.9364
2017-11-16,16.7234
2017-11-17,17.5458
2017-11-18,18.6388
2017-11-19,20.2002
2017-11-20,20.8833
2017-11-21,21.7615
2017-11-22,21.6835
2017-11-23,21.781
2017-11-24,21.4233
2017-11-25,21.7747
2017-11-26,21.6
2017-11-27,21.46
2017-11-28,21.0894
2017-11-29,21.5342
2017-11-30,21.6877
2017-12-01,22.3122
2017-12-02,22.331
2017-12-03,22.6895
2017-12-04,22.8143
2017-12-05,23.1525
2017-12-06,23.5279
2017-12-07,23.6828
2017-12-08,23.6181
2017-12-09,24.4542
2017-12-10,24.7866
2017-12-11,25.1804
2017-12-12,25.2978
2017-12-13,25.716
2017-12-14,26.4482
2017-12-15,26.7366
2017-12-16,26.6701
2017-12-17,27.136
2017-12-18,27.7225
2017-12-19,27.9185
2017-12-20,27.3444
2017-12-21,26.688
2017-12-22,26.9874
2017-12-23,26.8245
2017-12-24,26.6906
2017-12-25,25.8367
2017-12-26,25.8889
2017-12-27,26.4114
2017-12-28,26.8555
2017-12-29,27.1167
2017-12-30,27.3257
2017-12-31,27.6131
2018-01-01,28.2734
2018-01-02,28.8148
2018-01-03,28.6424
2018-01-04,28.9264
2018-01-05,28.1709
2018-01-06,28.5071
2018-01-07,28.2761
2018-01-08,28.2158
2018-01-09,28.0418
2018-01-10,28.2655
2018-01-11,28.887
2018-01-12,29.7571
2018-01-13,29.6935
2018-01-14,30.1115
2018-01-15,30.2867
2018-01-16,30.7697
2018-01-17,31.4324
2018-01-18,31.596
2018-01-19,31.9031
2018-01-20,32.8952
2018-01-21,33.813
2018-01-22,34.3005
2018-01-23,34.8167
2018-01-24,35.0749
2018-01-25,35.1422
2018-01-26,35.6041
2018-01-27,35.7602
2018-01-28,35.6917
2018-01-29,35.8617
2018-01-30,36.3816
2018-01-31,35.2546
2018-02-01,35.5873
2018-02-02,35.778
2018-02-03,35.5811
2018-02-04,35.9918
2018-02-05,36.9619
2018-02-06,36.8413
2018-02-07,37.9114
2018-02-08,37.1867
2018-02-09,36.5805
2018-02-10,35.7926
2018-02-11,34.6029
2018-02-12,33.6374
2018-02-13,33.0661
2018-02-14,33.4281
2018-02-15,32.7087
2018-02-16,32.6252
2018-02-17,32.8046
2018-02-18,33.1335
2018-02-19,33.0139
2018-02-20,32.4697
2018-02-21,32.404
2018-02-22,33.1479
2018-02-23,33.0831
2018-02-24,33.1637
2018-02-25,33.6689
2018-02-26,33.2356
2018-02-27,33.881
2018-02-28,33.4431
2018-03-01,33.9436
2018-03-02,34.3572
2018-03-03,35.6406
2018-03-04,35.076
2018-03-05,35.8598
2018-03-06,36.373
2018-03-07,37.078
2018-03-08,37.647
2018-03-09,37.7682
2018-03-10,36.9012
2018-03-11,37.5287
2018-03-12,38.0294
2018-03-13,38.1001
2018-03-14,37.6402
2018-03-15,37.0035
2018-03-16,37.3572
2018-03-17,37.6756
2018-03-18,37.762
2018-03-19,37.8362
2018-03-20,36.9743
2018-03-21,37.5383
2018-03-22,37.7672
2018-03-23,37.1994
2018-03-24,37.7354
2018-03-25,37.2618
2018-03-26,37.0757
2018-03-27,38.0063
2018-03-28,37.3735
2018-03-29,37.7085
2018-03-30,38.1703
2018-03-31,36.6399
2018-04-01,37.0791
2018-04-02,36.633
2018-04-03,36.3429
2018-04-04,36.1588
2018-04-05,35.6382
2018-04-06,34.7703
2018-04-07,36.4216
2018-04-08,36.2592
2018-04-09,35.9628
2018-04-10,35.9958
2018-04-11,36.4568
2018-04-12,36.3909
2018-04-13,37.2801
2018-04-14,36.2458
2018-04-15,36.8136
2018-04-16,37.0501
2018-04-17,37.483
2018-04-18,37.9427
2018-04-19,39.2812
2018-04-20,38.7809
2018-04-21,39.6132
2018-04-22,39.5051
2018-04-23,39.9373
2018-04-24,39.8292
2018-04-25,38.4968
2018-04-26,37.1643
2018-04-27,37.4918
2018-04-28,36.5948
2018-04-29,36.7936
2018-04-30,37.1314
2018-05-01,37.3662
2018-05-02,37.8388
2018-05-03,38.0484
2018-05-04,37.6193
2018-05-05,38.4278
2018-05-06,37.2642
2018-05-07,36.6689
2018-05-08,35.5752
2018-05-09,36.2755
2018-05-10,36.3806
2018-05-11,36.129
2018-05-12,36.4441
2018-05-13,36.9862
2018-05-14,36.4959
2018-05-15,36.8959
2018-05-16,37.751
2018-05-17,37.1207
2018-05-18,37.8793
2018-05-19,37.4825
2018-05-20,37.3382
2018-05-21,38.2401
2018-05-22,38.4204
2018-05-23,37.8072
2018-05-24,38.3048
2018-05-25,39.5648
2018-05-26,40.0833
2018-05-27,41.0377
2018-05-28,41.2231
2018-05-29,40.9875
2018-05-30,41.6674
2018-05-31,42.782
2018-06-01,42.4071
2018-06-02,42.0321
2018-06-03,41.9946
2018-06-04,43.007
2018-06-05,44.5499
2018-06-06,44.3486
2018-06-07,44.1252
2018-06-08,44.1378
2018-06-09,44.5893
2018-06-10,43.9402
2018-06-11,43.1003
2018-06-12,42.5824
2018-06-13,42.4103
2018-06-14,42.8404
2018-06-15,43.1845
2018-06-16,44.1738
2018-06-17,45.4642
2018-06-18,46.4965
2018-06-19,47.0457
2018-06-20,47.7465
2018-06-21,48.6801
2018-06-22,48.7739
2018-06-23,48.7064
2018-06-24,49.5122
2018-06-25,49.3981
2018-06-26,49.0658
2018-06-27,47.5628
2018-06-28,46.7221
2018-06-29,46.4662
2018-06-30,45.3874
2018-07-01,44.0774
2018-07-02,43.1226
2018-07-03,41.7644
2018-07-04,42.302
2018-07-05,41.6461
2018-07-06,42.2556
2018-07-07,43.1145
2018-07-08,43.8062
2018-07-09,43.7951
2018-07-10,45.2447
2018-07-11,45.2886
2018-07-12,45.4644
2018-07-13,44.7176
2018-07-14,43.4958
2018-07-15,41.9632
2018-07-16,40.8683
2018-07-17,41.0864
2018-07-18,42.5359
2018-07-19,43.5946
2018-07-20,43.8445
2018-07-21,44.0241
2018-07-22,46.6271
2018-07-23,49.0544
2018-07-24,49.2897
2018-07-25,49.7008
2018-07-26,49.711
2018-07-27,50.5301
2018-07-28,51.102
2018-07-29,51.2092
2018-07-30,50.6786
2018-07-31,51.1134
2018-08-01,50.9076
2018-08-02,51.1535
2018-08-03,51.9492
2018-08-04,54.2041
2018-08-05,53.9379
2018-08-06,53.5908
2018-08-07,53.5677
2018-08-08,53.6874
2018-08-09,53.2403
2018-08-10,53.4347
2018-08-11,52.6249
2018-08-12,52.1148
2018-08-13,52.791
2018-08-14,51.8227
2018-08-15,51.744
2018-08-16,52.1667
2018-08-17,51.0256
2018-08-18,50.7769
2018-08-19,50.3033
2018-08-20,50.3033
2018-08-21,50.8717
2018-08-22,50.8243
2018-08-23,50.398
2018-08-24,50.2516
2018-08-25,49.4056
2018-08-26,51.1652
2018-08-27,53.2865
2018-08-28,53.9066
2018-08-29,53.2601
2018-08-30,53.8827
2018-08-31,54.5595
2018-09-01,55.3575
2018-09-02,53.6549
2018-09-03,51.3539
2018-09-04,49.7832
2018-09-05,49.1992
2018-09-06,48.7328
2018-09-07,48.5882
2018-09-08,48.5845
2018-09-09,49.8385
2018-09-10,49.6874
2018-09-11,50.7031
2018-09-12,52.7851
2018-09-13,52.9978
2018-09-14,52.036
2018-09-15,51.5342
2018-09-16,50.3299
2018-09-17,50.3299
2018-09-18,50.3801
2018-09-19,49.7779
2018-09-20,50.0971
2018-09-21,50.8366
2018-09-22,51.7372
2018-09-23,52.4322
2018-09-24,53.2257
2018-09-25,54.7418
2018-09-26,54.0213
2018-09-27,53.5876
2018-09-28,54.099
2018-09-29,53.9456
2018-09-30,54.6103
2018-10-01,55.1216
2018-10-02,53.1376
2018-10-03,53.0764
2018-10-04,53.2796
2018-10-05,51.9894
2018-10-06,50.5483
2018-10-07,49.4058
2018-10-08,48.1644
2018-10-09,48.0913
2018-10-10,48.3384
2018-10-11,48.8764
2018-10-12,48.9777
2018-10-13,49.7881
2018-10-14,48.37
2018-10-15,49.7375
2018-10-16,49.9907
2018-10-17,49.6868
2018-10-18,48.5881
2018-10-19,48.832
2018-10-20,48.669
2018-10-21,49.6294
2018-10-22,48.9883
2018-10-23,49.6659
2018-10-24,48.1908
2018-10-25,47.922
2018-10-26,47.9708
2018-10-27,47.6292
2018-10-28,47.7268
2018-10-29,47.2876
2018-10-30,47.2876
2018-10-31,49.7276
2018-11-01,50.5574
2018-11-02,50.498
2018-11-03,51.6511
2018-11-04,50.7704
2018-11-05,50.6129
2018-11-06,49.2909
2018-11-07,47.6264
2018-11-08,45.9655
2018-11-09,45.1913
2018-11-10,43.7398
2018-11-11,44.8526
2018-11-12,44.6591
2018-11-13,44.272
2018-11-14,44.514
2018-11-15,44.8043
2018-11-16,44.7308
2018-11-17,44.8896
2018-11-18,43.3368
2018-11-19,42.2087
2018-11-20,42.3172
2018-11-21,40.4901
2018-11-22,39.8118
2018-11-23,39.2568
2018-11-24,38.9732
2018-11-25,38.8984
2018-11-26,38.0043
2018-11-27,37.6975
2018-11-28,37.9776
2018-11-29,36.8879
2018-11-30,35.5817
2018-12-01,34.5369
2018-12-02,33.761
2018-12-03,33.3174
2018-12-04,32.4976
2018-12-05,32.0231
2018-12-06,32.3303
2018-12-07,32.0755
2018-12-08,31.313
2018-12-09,31.0934
2018-12-10,31.0877
2018-12-11,30.6367
2018-12-12,30.2897
2018-12-13,30.1509
2018-12-14,31.2612
2018-12-15,31.9685
2018-12-16,31.4741
2018-12-17,32.663
2018-12-18,32.6828
2018-12-19,33.1439
2018-12-20,32.8348
2018-12-21,32.162
2018-12-22,32.6044
2018-12-23,34.2454
2018-12-24,33.58
2018-12-25,34.2712
2018-12-26,34.6966
2018-12-27,36.1302
2018-12-28,37.1789
2018-12-29,36.1195
2018-12-30,36.2665
2018-12-31,36.6481
2019-01-01,37.0206
2019-01-02,37.3295
2019-01-03,37.1607
2019-01-04,37.007
2019-01-05,38.2952
2019-01-06,37.5643
2019-01-07,37.3609
2019-01-08,37.9381
2019-01-09,38.3995
2019-01-10,38.435
2019-01-11,38.3995
2019-01-12,37.449
2019-01-13,37.1817
2019-01-14,37.5612
2019-01-15,36.3429
2019-01-16,35.3382
2019-01-17,34.4002
2019-01-18,34.1444
2019-01-19,34.1258
2019-01-20,35.0068
2019-01-21,34.9905
2019-01-22,34.8627
2019-01-23,35.2712
2019-01-24,36.4695
2019-01-25,36.3567
2019-01-26,36.8495
2019-01-27,36.0802
2019-01-28,35.8012
2019-01-29,36.2556
2019-01-30,35.7878
2019-01-31,35.412
2019-02-01,36.0539
2019-02-02,35.7815
2019-02-03,35.7594
2019-02-04,35.8122
2019-02-05,35.738
2019-02-06,36.5954
2019-02-07,37.1306
2019-02-08,37.1844
2019-02-09,37.2828
2019-02-10,37.3214
2019-02-11,37.3544
2019-02-12,36.9892
2019-02-13,36.9535
2019-02-14,36.138
2019-02-15,35.1886
2019-02-16,35.4066
2019-02-17,36.3385
2019-02-18,36.8154
2019-02-19,37.8362
2019-02-20,36.9977
2019-02-21,36.1956
2019-02-22,37.537
2019-02-23,37.4557
2019-02-24,36.7113
2019-02-25,36.3405
2019-02-26,36.5979
2019-02-27,37.0647
2019-02-28,38.2648
2019-03-01,38.275
2019-03-02,37.8367
2019-03-03,38.1298
2019-03-04,37.8656
2019-03-05,37.3762
2019-03-06,36.8563
2019-03-07,36.5168
2019-03-08,35.8805
2019-03-09,36.1002
2019-03-10,35.7335
2019-03-11,35.914
2019-03-12,35.6918
2019-03-13,35.9457
2019-03-14,36.4189
2019-03-15,36.6724
2019-03-16,37.5849
2019-03-17,37.949
2019-03-18,38.7146
2019-03-19,39.925
2019-03-20,40.9467
2019-03-21,40.57
2019-03-22,40.9331
2019-03-23,40.3377
2019-03-24,40.8336
2019-03-25,40.6325
2019-03-26,39.405
2019-03-27,39.2428
2019-03-28,39.6304
2019-03-29,39.3904
2019-03-30,39.4314
2019-03-31,39.0032
2019-04-01,38.5361
2019-04-02,39.1743
2019-04-03,38.6693
2019-04-04,38.2065
2019-04-05,38.456
2019-04-06,38.37
2019-04-07,38.3717
2019-04-08,38.7589
2019-04-09,38.0477
2019-04-10,38.5192
2019-04-11,39.5114
2019-04-12,39.6067
2019-04-13,39.7059
2019-04-14,39.1952
2019-04-15,39.3399
2019-04-16,40.0226
2019-04-17,39.8007
2019-04-18,39.5746
2019-04-19,39.6148
2019-04-20,39.4541
2019-04-21,41.024
2019-04-22,40.5483
2019-04-23,39.354
2019-04-24,40.3175
2019-04-25,40.0405
2019-04-26,39.9624
2019-04-27,40.169
2019-04-28,40.2054
2019-04-29,41.3632
2019-04-30,42.3215
2019-05-01,42.6409
2019-05-02,44.1567
2019-05-03,44.0966
2019-05-04,43.9849
2019-05-05,42.8209
2019-05-06,42.5682
2019-05-07,42.2397
2019-05-08,41.709
2019-05-09,40.6976
2019-05-10,39.9072
2019-05-11,39.9344
2019-05-12,41.1357
2019-05-13,41.7985
2019-05-14,42.8342
2019-05-15,42.7099
2019-05-16,42.5442
2019-05-17,43.6213
2019-05-18,44.5757
2019-05-19,44.7853
2019-05-20,44.5392
2019-05-21,44.5829
2019-05-22,45.3311
2019-05-23,46.2417
2019-05-24,46.725
2019-05-25,46.5513
2019-05-26,47.0635
2019-05-27,47.7467
2019-05-28,48.8519
2019-05-29,49.8309
2019-05-30,50.2078
2019-05-31,49.3793
2019-06-01,50.8408
2019-06-02,50.1484
2019-06-03,48.7655
2019-06-04,49.0488
2019-06-05,48.9406
2019-06-06,49.2503
2019-06-07,51.0344
2019-06-08,49.4453
2019-06-09,50.0291
2019-06-10,51.2539
2019-06-11,50.0803
2019-06-12,48.294
2019-06-13,47.5706
2019-06-14,47.5721
2019-06-15,48.1814
2019-06-16,46.9421
2019-06-17,45.8008
2019-06-18,46.6673
2019-06-19,48.7213
2019-06-20,48.3559
2019-06-21,47.0934
2019-06-22,47.2656
2019-06-23,50.1012
2019-06-24,52.8687
2019-06-25,52.725
2019-06-26,52.8909
2019-06-27,53.8688
2019-06-28,56.1373
2019-06-29,58.6061
2019-06-30,57.9656
2019-07-01,56.7762
2019-07-02,57.7891
2019-07-03,58.5895
2019-07-04,59.8182
2019-07-05,61.0344
2019-07-06,61.086
2019-07-07,61.0003
2019-07-08,62.7069
2019-07-09,63.1991
2019-07-10,61.9062
2019-07-11,60.8758
2019-07-12,60.7889
2019-07-13,59.9005
2019-07-14,60.5638
2019-07-15,59.9751
2019-07-16,60.9028
2019-07-17,61.1426
2019-07-18,60.663
2019-07-19,57.9056
2019-07-20,59.7553
2019-07-21,59.7356
2019-07-22,60.1797
2019-07-23,58.2871
2019-07-24,57.8992
2019-07-25,58.831
2019-07-26,60.8156
2019-07-27,58.8079
2019-07-28,59.6849
2019-07-29,59.6561
2019-07-30,59.5863
2019-07-31,61.3324
2019-08-01,60.8959
2019-08-02,60.9638
2019-08-03,62.0116
2019-08-04,61.4804
2019-08-05,60.8152
2019-08-06,62.6978
2019-08-07,62.5194
2019-08-08,63.2654
2019-08-09,62.933
2019-08-10,62.6239
2019-08-11,62.7584
2019-08-12,62.2126
2019-08-13,61.9734
2019-08-14,61.9135
2019-08-15,62.8108
2019-08-16,62.8108
2019-08-17,61.435
2019-08-18,59.8495
2019-08-19,61.8376
2019-08-20,61.7799
2019-08-21,60.9842
2019-08-22,60.1945
2019-08-23,60.735
2019-08-24,62.8392
2019-08-25,64.7283
2019-08-26,63.1421
2019-08-27,62.044
2019-08-28,62.9591
2019-08-29,64.4232
2019-08-30,64.8503
2019-08-31,65.2163
2019-09-01,64.932
2019-09-02,65.9002
2019-09-03,67.9292
2019-09-04,67.2296
2019-09-05,67.491
2019-09-06,67.6193
2019-09-07,66.8809
2019-09-08,68.7878
2019-09-09,68.6
2019-09-10,69.7267
2019-09-11,72.731
2019-09-12,72.2929
2019-09-13,71.9872
2019-09-14,73.3076
2019-09-15,72.3853
2019-09-16,74.5088
2019-09-17,73.3426
2019-09-18,73.8477
2019-09-19,74.1837
2019-09-20,75.0328
2019-09-21,75.7928
2019-09-22,77.1055
2019-09-23,73.72
2019-09-24,74.3418
2019-09-25,73.0982
2019-09-26,74.8388
2019-09-27,74.1928
2019-09-28,74.5122
2019-09-29,72.9855
2019-09-30,74.4786
2019-10-01,73.9379
2019-10-02,73.6817
2019-10-03,72.1665
2019-10-04,72.8308
2019-10-05,72.1378
2019-10-06,72.5307
2019-10-07,73.9125
2019-10-08,74.843
2019-10-09,73.8932
2019-10-10,74.7872
2019-10-11,75.3675
2019-10-12,73.6769
2019-10-13,73.383
2019-10-14,72.1779
2019-10-15,71.7601
2019-10-16,72.1865
2019-10-17,71.3296
2019-10-18,71.4856
2019-10-19,72.0094
2019-10-20,72.1764
2019-10-21,73.7474
2019-10-22,74.7448
2019-10-23,76.5662
2019-10-24,75.8661
2019-10-25,74.8348
2019-10-26,75.2092
2019-10-27,73.4641
2019-10-28,72.2083
2019-10-29,70.1798
2019-10-30,68.2212
2019-10-31,68.1476
2019-11-01,67.6674
2019-11-02,67.2275
2019-11-03,68.9219
2019-11-04,68.7764
2019-11-05,69.5877
2019-11-06,69.4422
2019-11-07,69.745
2019-11-08,68.9305
2019-11-09,69.0361
2019-11-10,70.3703
2019-11-11,71.1077
2019-11-12,69.8542
2019-11-13,69.484
2019-11-14,71.1662
2019-11-15,73.2431
2019-11-16,73.52
2019-11-17,72.6893
2019-11-18,71.9278
2019-11-19,72.6343
2019-11-20,72.999
2019-11-21,70.7307
2019-11-22,68.999
2019-11-23,70.8191
2019-11-24,69.1925
2019-11-25,68.1213
2019-11-26,66.4828
2019-11-27,66.258
2019-11-28,67.9502
2019-11-29,68.0248
2019-11-30,64.3823
2019-12-01,64.6403
2019-12-02,65.5323
2019-12-03,67.4841
2019-12-04,68.9545
2019-12-05,67.3288
2019-12-06,67.4899
2019-12-07,69.1598
2019-12-08,69.5047
2019-12-09,69.6294
2019-12-10,68.9012
2019-12-11,66.5407
2019-12-12,65.7037
2019-12-13,66.1595
2019-12-14,65.899
2019-12-15,64.3362
2019-12-16,64.9223
2019-12-17,64.4664
2019-12-18,64.5967
2019-12-19,66.174
2019-12-20,66.4911
2019-12-21,68.1829
2019-12-22,71.0735
2019-12-23,70.1283
2019-12-24,69.0571
2019-12-25,68.6364
2019-12-26,69.2338
2019-12-27,68.4269
2019-12-28,66.5699
2019-12-29,65.7542
2019-12-30,67.3457
2019-12-31,68.73
2020-01-01,71.9131
2020-01-02,70.8269
2020-01-03,73.104
2020-01-04,75.0525
2020-01-05,76.1734
2020-01-06,74.6379
2020-01-07,77.3124
2020-01-08,75.6426
2020-01-09,76.7489
2020-01-10,75.4609
2020-01-11,75.2189
2020-01-12,74.4854
2020-01-13,75.1296
2020-01-14,73.118
2020-01-15,74.5829
2020-01-16,75.6085
2020-01-17,77.0923
2020-01-18,75.5817
2020-01-19,76.2534
2020-01-20,77.6329
2020-01-21,78.908
2020-01-22,79.2816
2020-01-23,79.2816
2020-01-24,78.7585
2020-01-25,81.1497
2020-01-26,80.6266
2020-01-27,78.908
2020-01-28,78.4104
2020-01-29,79.2673
2020-01-30,79.5873
2020-01-31,79.4918
2020-02-01,79.047
2020-02-02,79.5458
2020-02-03,81.4818
2020-02-04,80.8706
2020-02-05,81.0511
2020-02-06,79.6283
2020-02-07,79.4634
2020-02-08,78.751
2020-02-09,79.9118
2020-02-10,78.1802
2020-02-11,79.8424
2020-02-12,78.6653
2020-02-13,79.3231
2020-02-14,79.175
2020-02-15,79.5946
2020-02-16,78.7668
2020-02-17,81.6569
2020-02-18,81.9741
2020-02-19,82.0221
2020-02-20,80.9208
2020-02-21,82.6028
2020-02-22,83.225
2020-02-23,83.3549
2020-02-24,82.0572
2020-02-25,81.4036
2020-02-26,80.8266
2020-02-27,82.3686
2020-02-28,82.3686
2020-02-29,81.3418
2020-03-01,83.845
2020-03-02,84.3209
2020-03-03,84.6536
2020-03-04,86.7444
2020-03-05,87.6332
2020-03-06,87.1409
2020-03-07,88.3241
2020-03-08,86.5477
2020-03-09,86.8576
2020-03-10,85.8237
2020-03-11,82.6152
2020-03-12,82.374
2020-03-13,80.35
2020-03-14,78.4121
2020-03-15,75.4414
2020-03-16,72.4832
2020-03-17,70.3662
2020-03-18,67.291
2020-03-19,62.0372
2020-03-20,59.0828
2020-03-21,56.6803
2020-03-22,55.2325
2020-03-23,52.8996
2020-03-24,52.2364
2020-03-25,51.065
2020-03-26,52.3083
2020-03-27,53.4071
2020-03-28,52.8167
2020-03-29,53.0989
2020-03-30,54.4716
2020-03-31,55.3839
2020-04-01,58.4983
2020-04-02,58.8066
2020-04-03,58.3241
2020-04-04,60.4011
2020-04-05,63.0961
2020-04-06,63.1196
2020-04-07,65.0512
2020-04-08,66.1002
2020-04-09,67.955
2020-04-10,71.479
2020-04-11,73.0608
2020-04-12,72.7358
2020-04-13,76.2646
2020-04-14,76.8999
2020-04-15,78.8299
2020-04-16,78.8299
2020-04-17,76.3339
2020-04-18,76.2646
2020-04-19,76.1953
2020-04-20,75.502
2020-04-21,74.8525
2020-04-22,72.911
2020-04-23,72.8302
2020-04-24,74.7707
2020-04-25,73.9649
2020-04-26,73.6497
2020-04-27,73.0891
2020-04-28,73.6701
2020-04-29,74.7972
2020-04-30,74.3515
2020-05-01,74.3797
2020-05-02,75.4397
2020-05-03,77.9397
2020-05-04,79.3038
2020-05-05,80.0932
2020-05-06,81.2614
2020-05-07,82.6329
2020-05-08,82.698
2020-05-09,82.2491
2020-05-10,82.9755
2020-05-11,83.4307
2020-05-12,82.6129
2020-05-13,79.8696
2020-05-14,77.283
2020-05-15,75.9976
2020-05-16,74.791
2020-05-17,68.9491
2020-05-18,65.9287
2020-05-19,62.2342
2020-05-20,59.9984
2020-05-21,58.9376
2020-05-22,55.7556
2020-05-23,52.7938
2020-05-24,51.4555
2020-05-25,48.6475
2020-05-26,47.3311
2020-05-27,47.5179
2020-05-28,46.5524
2020-05-29,46.8792
2020-05-30,48.5156
2020-05-31,50.1574
2020-06-01,50.6321
2020-06-02,50.8474
2020-06-03,50.848
2020-06-04,51.4767
2020-06-05,53.2818
2020-06-06,54.3649
2020-06-07,54.0068
2020-06-08,54.6351
2020-06-09,55.4804
2020-06-10,56.1843
2020-06-11,57.5451
2020-06-12,56.976
2020-06-13,55.356
2020-06-14,56.0777
2020-06-15,55.0993
2020-06-16,55.1201
2020-06-17,54.7673
2020-06-18,52.5849
2020-06-19,52.4591
2020-06-20,52.2491
2020-06-21,51.9464
2020-06-22,53.0375
2020-06-23,54.0434
2020-06-24,54.0034
2020-06-25,54.9091
2020-06-26,55.966
2020-06-27,55.945
2020-06-28,56.0813
2020-06-29,55.8976
2020-06-30,54.9221
2020-07-01,55.7647
2020-07-02,56.7107
2020-07-03,56.3612
2020-07-04,57.1037
2020-07-05,57.511
2020-07-06,57.8523
2020-07-07,58.5285
2020-07-08,57.9067
2020-07-09,57.8219
2020-07-10,57.6342
2020-07-11,57.582
2020-07-12,57.0073
2020-07-13,57.0495
2020-07-14,56.9072
2020-07-15,56.941
2020-07-16,56.1887
2020-07-17,54.5683
2020-07-18,53.8081
2020-07-19,53.3138
2020-07-20,53.2443
2020-07-21,52.0965
2020-07-22,52.4376
2020-07-23,52.4376
2020-07-24,54.8819
2020-07-25,55.5641
2020-07-26,57.0989
2020-07-27,57.6039
2020-07-28,58.95
2020-07-29,59.3218
2020-07-30,59.3966
2020-07-31,59.1777
2020-08-01,59.1046
2020-08-02,58.3262
2020-08-03,59.3073
2020-08-04,59.5533
2020-08-05,58.6737
2020-08-06,60.2601
2020-08-07,60.5843
2020-08-08,61.3327
2020-08-09,62.8483
2020-08-10,61.9725
2020-08-11,62.9936
2020-08-12,65.155
2020-08-13,64.9753
2020-08-14,66.1839
2020-08-15,67.1035
2020-08-16,66.8038
2020-08-17,66.0884
2020-08-18,65.2111
2020-08-19,64.0203
2020-08-20,63.9577
2020-08-21,63.2056
2020-08-22,62.0619
2020-08-23,62.482
2020-08-24,64.1067
2020-08-25,63.5503
2020-08-26,64.018
2020-08-27,63.1498
2020-08-28,63.7818
2020-08-29,64.5255
2020-08-30,62.7472
2020-08-31,62.7005
2020-09-01,64.146
2020-09-02,64.0651
2020-09-03,63.7851
2020-09-04,61.813
2020-09-05,61.292
2020-09-06,62.4323
2020-09-07,63.5592
2020-09-08,63.1808
2020-09-09,63.0705
2020-09-10,64.533
2020-09-11,64.4254
2020-09-12,65.8624
2020-09-13,66.3649
2020-09-14,66.3684
2020-09-15,66.4283
2020-09-16,66.7877
2020-09-17,67.8864
2020-09-18,69.4116
2020-09-19,68.0706
2020-09-20,67.7026
2020-09-21,66.7413
2020-09-22,65.9209
2020-09-23,66.0193
2020-09-24,64.509
2020-09-25,65.8845
2020-09-26,66.9541
2020-09-27,67.662
2020-09-28,66.3909
2020-09-29,66.9501
2020-09-30,67.5245
2020-10-01,66.3126
2020-10-02,63.5826
2020-10-03,63.0385
2020-10-04,62.7892
2020-10-05,63.1567
2020-10-06,62.1314
2020-10-07,61.5334
2020-10-08,63.734
2020-10-09,64.1813
2020-10-10,63.7607
2020-10-11,62.8059
2020-10-12,63.5362
2020-10-13,66.2295
2020-10-14,66.5201
2020-10-15,66.2585
2020-10-16,67.4129
2020-10-17,68.7681
2020-10-18,67.9819
2020-10-19,66.9631
2020-10-20,65.8762
2020-10-21,64.9507
2020-10-22,64.3655
2020-10-23,63.2009
2020-10-24,63.1956
2020-10-25,63.0678
2020-10-26,62.1303
2020-10-27,59.1725
2020-10-28,57.3763
2020-10-29,55.6645
2020-10-30,54.6583
2020-10-31,52.5535
2020-11-01,53.7908
2020-11-02,53.4556
2020-11-03,56.2573
2020-11-04,59.5416
2020-11-05,62.0177
2020-11-06,65.0221
2020-11-07,67.64
2020-11-08,68.774
2020-11-09,75.5756
2020-11-10,77.2168
2020-11-11,78.2429
2020-11-12,80.517
2020-11-13,80.2719
2020-11-14,80.3187
2020-11-15,81.4899
2020-11-16,80.3246
2020-11-17,82.0782
2020-11-18,84.7284
2020-11-19,83.7549
2020-11-20,86.9346
2020-11-21,89.9671
2020-11-22,92.7989
2020-11-23,92.1273
2020-11-24,90.4014
2020-11-25,89.2509
2020-11-26,90.3193
2020-11-27,89.1687
