date,bitcoin,doge,stellar,little,monero,tether,tesla,tsmc,nvidia,intel,amd,qualcom
5/12/2016,454.765991,0.000235,0.0018,3.8568,0.875668,1,41.456001,22.99,35.57,29.76,3.59,51.509998
5/13/2016,455.670013,0.000236,0.00177,3.92568,0.847763,1.00326,41.521999,22.82,40.98,29.91,3.67,51.32
5/16/2016,454.162994,0.000229,0.001724,4.00653,0.818356,1,41.658001,23.110001,42.189999,30.389999,3.79,51.91
5/17/2016,453.78299,0.000226,0.001692,3.98313,0.813343,1,40.931999,22.950001,42.279999,29.98,3.79,51.990002
5/18/2016,454.618988,0.000228,0.001711,4.00322,0.840542,1,42.234001,23.52,43.360001,29.99,3.84,52.790001
5/19/2016,438.714996,0.000225,0.001661,3.83339,0.853595,1,43.042,23.25,43.549999,29.629999,3.77,52.759998
5/20/2016,442.675995,0.000228,0.001649,3.88101,0.942222,1,44.056,23.91,44.330002,30.15,3.87,54.52
5/23/2016,444.154999,0.000225,0.001599,3.96819,0.91473,1,43.243999,24.27,44.400002,30.23,4.04,54.18
5/24/2016,445.980988,0.000224,0.001608,3.95141,0.901127,1.00002,43.582001,24.469999,45.360001,31.059999,4.2,55.59
5/25/2016,449.598999,0.000224,0.00155,4.04566,0.865887,1,43.916,24.620001,45.169998,31.389999,4.18,55.98
5/26/2016,453.384003,0.000228,0.001489,4.08247,0.860175,1,45.023998,24.790001,45.650002,31.49,4.35,55.740002
5/27/2016,473.463989,0.00023,0.001444,4.50133,0.859091,1,44.608002,24.799999,45.900002,31.57,4.6,55.27
5/31/2016,531.385986,0.000231,0.001543,4.65039,0.928747,1,44.646,24.719999,46.720001,31.59,4.57,54.919998
6/1/2016,536.919983,0.000234,0.001525,4.74099,0.914871,1,43.911999,25.25,46.810001,31.66,4.43,54.790001
6/2/2016,537.971985,0.00023,0.001512,4.71505,0.92668,1,43.792,25.18,47.139999,31.76,4.24,54.880001
6/3/2016,569.19397,0.000238,0.00153,4.86097,0.945202,1,43.798,25.530001,46.48,31.620001,4.16,54.939999
6/6/2016,585.536987,0.000236,0.001496,4.95916,1.00688,1,44.136002,25.469999,46.240002,31.68,4.47,54.889999
6/7/2016,576.596985,0.00024,0.001488,4.77078,1.00501,1,46.467999,26.059999,46.330002,31.879999,4.51,54.84
6/8/2016,581.64502,0.000246,0.001497,4.74817,0.999952,1,47.104,26.33,46.18,31.889999,4.46,54.939999
6/9/2016,574.630005,0.000265,0.001587,4.69312,1.11488,1,45.872002,26.23,47.380001,31.940001,4.52,54.98
6/10/2016,577.469971,0.00026,0.001573,4.84,1.14706,1,43.757999,25.860001,46.200001,32.040001,4.32,53.830002
6/13/2016,704.375977,0.000298,0.001561,5.29032,1.28224,1,43.574001,25.629999,46.790001,32.169998,4.4,52.830002
6/14/2016,685.559021,0.00032,0.001754,5.20402,1.38593,1,42.992001,25.57,46.880001,32.139999,4.39,52.700001
6/15/2016,694.468994,0.000313,0.001668,5.23978,1.46448,1,43.540001,25.84,47.360001,31.610001,4.42,53.279999
6/16/2016,766.307983,0.000335,0.001722,5.66079,1.58343,0.999999,43.585999,25.860001,47.549999,31.690001,4.75,53.419998
6/17/2016,748.908997,0.000321,0.001697,5.59327,1.75499,0.999999,43.094002,25.85,46.720001,31.76,5.26,53.549999
6/20/2016,737.226013,0.000323,0.001774,5.29454,1.83363,1,43.939999,26.370001,47.560001,32.169998,5.1,53.889999
6/21/2016,666.651978,0.000307,0.001711,4.82175,1.6086,1,43.922001,26.59,47.27,32.32,5.45,53.880001
6/22/2016,596.116028,0.000266,0.00162,3.9107,1.4955,1,39.332001,26.540001,47.23,32.290001,5.02,54.040001
6/23/2016,623.97699,0.00028,0.001666,3.85051,1.5578,1,39.279999,26.809999,48.490002,32.990002,5.21,55.549999
6/24/2016,665.299011,0.000281,0.001786,4.2791,1.58891,1.00001,38.630001,25.68,45.73,31.549999,4.88,52.119999
6/27/2016,655.275024,0.000288,0.002657,4.11985,1.47528,0.999951,39.709999,24.9,45.240002,30.719999,4.72,51.139999
6/28/2016,647.000977,0.000301,0.002333,4.10066,1.48517,1,40.358002,25.26,45.900002,31.190001,5.12,52.509998
6/29/2016,639.890015,0.000296,0.00204,4.06188,1.54559,1,42.037998,25.799999,46.650002,31.93,5.13,53.549999
6/30/2016,673.336975,0.000304,0.002143,4.1935,1.6055,1,42.456001,26.23,47.009998,32.799999,5.14,53.57
7/1/2016,676.296021,0.000302,0.002035,4.25597,1.65917,1,43.299999,26.530001,46.66,32.75,5.07,53
7/5/2016,670.627014,0.000287,0.001869,4.45228,1.73427,1,42.796001,26.26,47.349998,32.68,4.96,51.939999
7/6/2016,677.330994,0.000284,0.001846,4.46822,1.93859,1,42.888,26.15,47.650002,32.970001,5.04,52.369999
7/7/2016,640.562012,0.000275,0.00174,4.11188,1.90277,0.999991,43.188,26.309999,48.889999,33.200001,5.02,52.93
7/8/2016,666.52301,0.000277,0.00187,4.21991,1.98116,0.999999,43.355999,26.73,50.849998,34,5.1,54.189999
7/11/2016,647.658997,0.000267,0.001809,4.08544,1.98334,1.00016,44.956001,27.200001,52.02,34.380001,5.01,54.119999
7/12/2016,664.551025,0.000265,0.001991,4.15328,1.98716,1,44.93,26.969999,52.799999,34.939999,5.14,54.619999
7/13/2016,654.468018,0.000263,0.002164,4.13855,1.93458,1,44.506001,26.889999,52.779999,35.009998,5.09,54.830002
7/14/2016,658.078003,0.000262,0.002039,4.14846,2.00704,1,44.306,27.110001,53.32,35.200001,5.17,54.880001
7/15/2016,663.255005,0.000264,0.001977,4.15977,1.99138,1,44.080002,27.01,52.700001,35.07,5.14,54.75
7/18/2016,673.106018,0.000252,0.001982,4.14822,1.95463,1,45.25,27.639999,52.970001,35.049999,5.51,55.349998
7/19/2016,672.864014,0.000245,0.0019,4.14916,1.90237,1.00001,45.051998,27.27,53.52,35.150002,5.41,55.139999
7/20/2016,665.684998,0.000244,0.001862,4.12506,1.76275,1,45.672001,27.549999,54.220001,35.689999,5.41,55.82
7/21/2016,665.012024,0.000237,0.001839,4.12023,1.73985,1,44.099998,27.48,53.220001,34.27,5.22,59.93
7/22/2016,650.619019,0.000237,0.001824,4.03829,1.82988,1,44.453999,27.74,54.669998,34.66,5.84,61.150002
7/25/2016,654.096985,0.000245,0.002143,4.03204,1.84536,0.999999,46.001999,27.860001,55.68,34.689999,6.7,60.73
7/26/2016,651.783997,0.00024,0.001939,3.97024,1.82572,1,45.902,28.33,56.630001,35.09,6.98,61.349998
7/27/2016,654.35199,0.000237,0.001931,3.95589,1.94309,1,45.698002,28.1,56.060001,34.830002,6.85,62.509998
7/28/2016,655.034973,0.000238,0.001948,3.96774,1.85362,1,46.122002,28.139999,56.18,34.77,6.82,62.43
7/29/2016,656.992004,0.000238,0.002013,4.07744,1.89198,1.00008,46.958,27.780001,57.099998,34.860001,6.86,62.580002
8/1/2016,606.271973,0.000223,0.001874,3.86342,1.69627,0.999999,46.001999,28.620001,56.73,34.849998,6.64,61.849998
8/2/2016,547.465027,0.000206,0.001736,3.63958,1.48521,0.999995,45.439999,28.16,56.040001,34.560001,6.26,60.599998
8/3/2016,566.35498,0.000214,0.001804,3.71923,1.57481,0.999996,45.158001,28.16,56.189999,34.25,6.3,61.009998
8/4/2016,578.289001,0.000215,0.001879,3.74845,1.84921,0.999996,46.122002,28.4,57.23,34.580002,6.47,60.98
8/5/2016,575.04303,0.000218,0.0019,3.72904,1.79256,0.999833,46.006001,28.790001,58.200001,34.98,6.61,62
8/8/2016,591.054016,0.000237,0.001848,3.78551,1.90121,0.999557,45.231998,29.09,58.740002,35.040001,6.68,61.580002
8/9/2016,587.801025,0.000237,0.001871,3.75975,2.04886,0.999557,45.816002,29.4,58.889999,34.919998,6.6,61.990002
8/10/2016,592.103027,0.000239,0.001892,3.72242,2.01437,0.97356,45.130001,29.219999,58.509998,34.529999,6.49,61.709999
8/11/2016,589.119995,0.000235,0.001889,3.74217,1.97662,0.962375,44.981998,29.139999,59.700001,34.68,6.58,61.740002
8/12/2016,587.559021,0.000239,0.001831,3.70935,1.94901,0.962058,45.122002,29.24,63.040001,34.57,6.73,61.709999
8/15/2016,567.23999,0.000238,0.002019,3.57708,2.18056,0.999999,45.118,29.389999,62.98,34.91,6.95,62.43
8/16/2016,577.439026,0.000258,0.002016,3.63772,2.20473,1,44.722,29.08,62.599998,35.209999,6.78,62.07
8/17/2016,573.216003,0.000247,0.001993,3.59944,2.23777,1,44.647999,28.98,61.150002,35.02,6.68,62.279999
8/18/2016,574.317993,0.000247,0.001976,3.60712,2.19232,1,44.702,29.16,62.099998,34.970001,7.04,63.040001
8/19/2016,575.630005,0.000233,0.001963,3.60409,2.30393,1,45,28.639999,62.259998,35.240002,7.62,62.759998
8/22/2016,586.752991,0.000229,0.001919,3.65726,3.98921,1,44.585999,28.4,62.52,35.360001,7.58,62.830002
8/23/2016,583.414978,0.000227,0.001878,3.93073,4.71534,1,44.967999,28.5,62.91,35.400002,7.67,63.09
8/24/2016,580.182007,0.000231,0.001888,3.85505,4.42438,1,44.523998,28.389999,61.939999,35.150002,7.43,62.610001
8/25/2016,577.760986,0.000229,0.001874,3.80207,4.14717,1,44.192001,28.6,61.529999,35.09,7.47,62.639999
8/26/2016,579.651001,0.000231,0.001888,3.82638,4.17985,1,43.998001,28.639999,62.029999,35.259998,7.67,62.970001
8/29/2016,574.106995,0.000225,0.00183,3.75952,8.49556,1,43.040001,28.700001,61.990002,35.549999,7.59,62.98
8/30/2016,577.502991,0.000233,0.00185,3.80406,8.49091,1,42.268002,28.620001,61.630001,35.700001,7.49,62.939999
8/31/2016,575.471985,0.000235,0.001906,3.79744,8.58262,1,42.402,28.74,61.34,35.889999,7.4,63.07
9/1/2016,572.302979,0.000232,0.001887,3.83201,8.00396,1,40.153999,28.959999,63.150002,36.02,7.35,63.470001
9/2/2016,575.536987,0.000235,0.001885,3.82457,10.2135,1,39.556,29.139999,62.529999,36.080002,7.51,63.349998
9/6/2016,610.435974,0.000241,0.001925,3.97236,12.4551,1,40.566002,29.49,63.119999,36.57,7.34,63.09
9/7/2016,614.544006,0.000242,0.001925,3.96988,11.8299,1,40.341999,29.82,62.189999,36.459999,6.84,62.43
9/8/2016,626.315979,0.000228,0.001931,3.98834,12.743,1,39.472,29.790001,62.639999,36.439999,6.23,62.689999
9/9/2016,622.861023,0.00023,0.00202,3.96999,12.4273,1,38.894001,28.59,59.52,35.439999,5.9,60.52
9/12/2016,608.242981,0.000226,0.00194,3.82319,10.032,1.0007,39.66,28.99,60.75,36.080002,5.94,62.25
9/13/2016,609.241028,0.000225,0.001951,3.82171,10.8838,1.00001,39.209999,28.49,59.869999,35.610001,5.74,61.290001
9/14/2016,610.684021,0.000226,0.001963,3.83216,10.5083,1,39.282001,28.620001,60.400002,35.619999,6.04,61.59
9/15/2016,607.155029,0.000233,0.002319,3.81192,9.4132,0.999993,40.084,29.18,62.689999,36.560001,6.02,62.540001
9/16/2016,606.973022,0.00025,0.002082,3.80619,8.91087,0.999999,41.080002,28.91,62.84,37.669998,6.05,62.990002
9/19/2016,609.22699,0.000236,0.002127,3.83116,10.5641,0.999999,41.268002,29.93,63.669998,37.16,6.16,62.860001
9/20/2016,608.312012,0.000232,0.002052,3.84207,11.1464,0.999999,40.928001,29.9,63.09,37.139999,6.17,62.700001
9/21/2016,597.148987,0.000231,0.002085,3.84037,9.91702,0.999988,41.043999,30.5,64.860001,37.450001,6.29,63.57
9/22/2016,596.297974,0.000228,0.002138,3.76757,10.1558,0.999999,41.285999,30.66,65.019997,37.549999,6.37,63.52
9/23/2016,602.84198,0.000224,0.002083,3.81291,10.7688,0.999999,41.490002,30.120001,64.949997,37.189999,6.55,62.75
9/26/2016,608.04303,0.000229,0.002385,3.85874,9.39895,1,41.798,29.84,64.339996,36.650002,6.32,62.310001
9/27/2016,606.166016,0.000228,0.002549,3.85224,9.30736,1,41.161999,30.4,66.540001,37.18,6.54,63.310001
9/28/2016,604.728027,0.000229,0.003149,3.83761,9.39937,1,41.254002,30.33,66.779999,37.439999,6.59,63.450001
9/29/2016,605.692993,0.000231,0.003066,3.84561,8.70923,1,40.139999,30.4,67.400002,37.32,6.67,67.449997
9/30/2016,609.734985,0.000235,0.002847,3.8416,8.41217,1,40.806,30.59,68.519997,37.75,6.91,68.5
10/3/2016,612.132996,0.000234,0.00271,3.83797,7.94923,0.999998,42.740002,30.719999,68.449997,37.66,6.95,67.110001
10/4/2016,610.203979,0.000229,0.00259,3.82303,7.65059,1,42.282001,30.389999,68.300003,37.540001,6.97,66.68
10/5/2016,612.510986,0.000233,0.002485,3.84313,6.76072,1,41.692001,30.530001,68.230003,37.990002,6.78,66.839996
10/6/2016,613.020996,0.000223,0.002306,3.84654,7.17507,1,40.200001,30.77,67.339996,38.07,6.96,67.540001
10/7/2016,617.120972,0.000228,0.002374,3.86229,6.89108,1,39.321999,31.18,66.849998,38.099998,6.75,68.190002
10/10/2016,618.994019,0.000228,0.002466,3.79517,6.93849,1,40.189999,31.280001,67.099998,38.02,6.84,67.25
10/11/2016,641.072021,0.00023,0.002679,3.81633,7.27767,1,40.02,30.73,66.129997,37.27,6.5,66.089996
10/12/2016,636.192017,0.000225,0.002637,3.75851,7.3112,1,40.301998,31.35,66.43,37.130001,6.62,66.059998
10/13/2016,636.786011,0.000227,0.002539,3.90657,6.91433,1,40.048,30.530001,65.349998,36.970001,6.49,65.699997
10/14/2016,640.377991,0.000227,0.002479,3.8976,6.9238,0.999999,39.301998,30.66,65.989998,37.450001,6.75,65.699997
10/17/2016,639.192993,0.000221,0.002291,3.91048,6.28489,1,38.792,30.57,65.610001,37.290001,6.67,65.190002
10/18/2016,637.960022,0.000221,0.002388,3.83958,6.56581,1,39.82,30.860001,66.610001,37.75,6.73,66.099998
10/19/2016,630.52002,0.000219,0.002339,3.80414,6.61953,1,40.712002,30.98,66.470001,35.509998,6.77,65.790001
10/20/2016,630.856995,0.000221,0.00267,3.779,6.55776,1,39.82,31.059999,67.730003,35.43,6.96,67.339996
10/21/2016,632.828003,0.000218,0.002476,3.80546,6.77864,1,40.018002,31.08,67.540001,35.150002,6.52,67.93
10/24/2016,653.760986,0.000219,0.002471,3.86886,6.41618,1,40.551998,31.41,70.709999,35.259998,7.01,68.059998
10/25/2016,657.588013,0.000219,0.002357,3.90441,6.09008,1,40.467999,31.549999,71.870003,35.099998,7.5,67.709999
10/26/2016,678.304016,0.000216,0.002338,3.96029,6.17496,1,40.448002,31.209999,72.160004,34.919998,7.29,68.199997
10/27/2016,688.312988,0.000217,0.002176,4.0215,6.21438,1,40.801998,30.77,70.68,34.810001,7.11,70.089996
10/28/2016,689.651001,0.000216,0.002095,3.97322,5.72646,1,39.993999,30.77,70.559998,34.740002,7.2,68.400002
10/31/2016,700.971985,0.00022,0.002088,3.99396,5.11955,1,39.546001,31.1,71.160004,34.869999,7.23,68.720001
11/1/2016,729.79303,0.000221,0.001976,4.08833,4.71309,1,38.158001,30.709999,69.050003,34.52,7.09,68.339996
11/2/2016,740.828979,0.00022,0.002023,4.1045,4.5066,1,37.604,30.389999,68.760002,34.599998,6.76,67.089996
11/3/2016,688.700012,0.000217,0.001994,3.86133,4.8899,1,37.484001,30.280001,67.959999,33.93,6.7,66.949997
11/4/2016,703.234985,0.000219,0.001999,3.87889,4.84751,1,38.112,30.24,67.57,33.610001,6.56,66.730003
11/7/2016,703.130981,0.000239,0.002013,3.83887,5.73861,1,38.641998,31.35,71.269997,34.689999,6.96,68.459999
11/8/2016,709.848022,0.000229,0.001986,3.84276,6.31619,1,38.987999,31.34,71.160004,34.740002,7,68.269997
11/9/2016,723.27301,0.000229,0.001968,3.86461,6.18724,1,38.012001,30.59,69.959999,34.75,6.94,67.879997
11/10/2016,715.533997,0.000228,0.001948,3.82424,6.10219,0.999997,37.07,29.440001,67.769997,34.5,6.3,66.309998
11/11/2016,716.411011,0.000227,0.001913,3.81601,6.77996,1,37.712002,29.93,87.970001,34.610001,6.69,66.879997
11/14/2016,705.020996,0.000223,0.00188,3.87617,7.71229,1,36.290001,28.85,83.639999,34.48,6.79,65.93
11/15/2016,711.619019,0.000222,0.001853,3.89359,7.29721,1,36.754002,29.200001,86.190002,34.91,6.97,66.769997
11/16/2016,744.197998,0.000221,0.001772,4.01948,6.58232,1,36.785999,29.860001,91.629997,34.84,7.67,66.300003
11/17/2016,740.97699,0.000224,0.00182,3.94319,6.78845,1,37.731998,29.469999,92.389999,35.02,8.46,66.669998
11/18/2016,751.585022,0.000218,0.001807,3.96132,6.72005,1,37.004002,29.469999,93.360001,34.950001,8.71,67.309998
11/21/2016,739.247986,0.000222,0.001755,3.94488,6.79772,1,36.903999,29.65,92.980003,34.98,8.94,67.099998
11/22/2016,751.346985,0.000224,0.001735,3.94731,7.68806,1,38.234001,29.91,93.650002,35.48,8.69,68.309998
11/23/2016,744.593994,0.000219,0.001733,3.92532,7.91363,1,38.627998,29.889999,93.970001,35.200001,8.8,68.129997
11/25/2016,741.648987,0.00022,0.001722,3.91542,7.54427,1,39.330002,29.66,94.160004,35.439999,8.77,68.290001
11/28/2016,735.812988,0.000218,0.001655,3.88454,7.89341,1,39.223999,29.66,94.110001,35.509998,8.83,67.099998
11/29/2016,735.604004,0.000217,0.001667,3.87455,7.60291,1,37.914001,29.549999,93.25,35.310001,8.93,66.769997
11/30/2016,745.690979,0.000214,0.001629,3.89379,8.94639,1,37.880001,29.690001,92.199997,34.700001,8.91,68.129997
12/1/2016,756.773987,0.000214,0.001619,3.90908,8.57556,1,36.375999,28.549999,87.639999,33.759998,8.39,64.160004
12/2/2016,777.94397,0.000216,0.001529,3.94644,8.23269,1,36.293999,28.860001,88.449997,34.16,8.53,65.839996
12/5/2016,758.700012,0.000215,0.001542,3.52858,7.91008,1.00002,37.360001,29.02,91.879997,34.389999,8.68,66.360001
12/6/2016,764.223999,0.000212,0.002666,3.53541,7.54466,1,37.169998,29.51,93.389999,34.720001,9.45,67.449997
12/7/2016,768.132019,0.000214,0.002767,3.61595,7.88885,1,38.630001,29.93,95.07,35.5,9.56,68.339996
12/8/2016,770.809998,0.000215,0.002421,3.6911,7.7933,1,38.458,30.040001,93.480003,35.700001,10.34,68.550003
12/9/2016,772.794006,0.000212,0.002545,3.69148,7.94785,1,38.436001,30.120001,91.82,35.759998,10.34,68.519997
12/12/2016,780.086975,0.000222,0.002272,3.66231,8.0515,1,38.486,29.9,89.589996,35.970001,10.68,68.470001
12/13/2016,780.55603,0.000216,0.002158,3.65028,8.10651,1,39.630001,30.360001,91.169998,36.799999,10.54,69.339996
12/14/2016,781.481018,0.000217,0.00215,3.61956,8.40846,1,39.737999,29.870001,96.449997,36.549999,10.55,67.559998
12/15/2016,778.088013,0.000215,0.002802,3.62447,8.42192,1,39.515999,30.16,98.709999,36.790001,10.86,68.029999
12/16/2016,784.906982,0.000217,0.003123,3.62818,8.51026,1.00003,40.498001,29.48,100.410004,36.310001,10.66,66.459999
12/19/2016,792.713989,0.000218,0.002868,3.66262,8.63122,1,40.546001,29.27,101.629997,36.889999,10.95,67.019997
12/20/2016,800.875977,0.000219,0.002836,3.66106,8.42837,1,41.757999,29.309999,105.169998,37.209999,11.51,66.910004
12/21/2016,834.281006,0.000227,0.00281,3.65345,8.2796,1,41.540001,29.139999,105.830002,36.98,11.47,67.160004
12/22/2016,864.539978,0.000225,0.002751,3.71168,8.89836,1,41.689999,28.74,107.110001,36.93,11.6,66.760002
12/23/2016,921.984009,0.000236,0.002646,4.65533,9.55165,1.00017,42.667999,29.049999,109.779999,36.970001,11.58,66.860001
12/27/2016,933.197998,0.000227,0.002543,4.4694,12.6881,1.00001,43.905998,29.1,117.32,37.07,12.07,67.25
12/28/2016,975.921021,0.000223,0.002509,4.57135,14.0944,1.00004,43.948002,29.120001,109.25,36.630001,11.55,65.75
12/29/2016,973.497009,0.000228,0.002559,4.55548,13.1325,1.00002,42.936001,29.129999,111.43,36.66,11.59,66.040001
12/30/2016,961.237976,0.000228,0.002544,4.39052,12.9702,1.00002,42.737999,28.75,106.739998,36.27,11.34,65.199997
1/3/2017,1043.839966,0.000227,0.002554,4.6262,16.092899,1.00001,43.397999,29.309999,102.010002,36.599998,11.43,65.400002
1/4/2017,1154.72998,0.000236,0.002735,4.83785,18.5271,1.00001,45.397999,29.299999,104.389999,36.41,11.43,65.470001
1/5/2017,1013.380005,0.000229,0.002598,4.29272,16.187599,1.00001,45.349998,29.799999,101.739998,36.349998,11.24,65.550003
1/6/2017,902.200989,0.00022,0.002494,3.86126,14.03,1.00001,45.801998,29.629999,103.099998,36.48,11.32,65.529999
1/9/2017,902.828003,0.000229,0.002347,4.30196,13.7361,1.00001,46.256001,30.040001,107.279999,36.610001,11.49,65.650002
1/10/2017,907.679016,0.000226,0.002355,4.59151,13.3913,1.00001,45.973999,30.07,106.470001,36.540001,11.44,65.629997
1/11/2017,777.757019,0.000205,0.002089,3.84679,11.6369,1.00001,45.945999,30.17,105.160004,36.950001,11.2,66.099998
1/12/2017,804.833984,0.000208,0.002475,3.9628,11.8527,1.00001,45.917999,29.290001,103.440002,36.709999,10.76,66.120003
1/13/2017,823.984009,0.000209,0.002398,3.89087,11.2682,1.00001,47.549999,29.440001,103.43,36.790001,10.58,66.879997
1/17/2017,907.937988,0.000215,0.002545,3.93905,12.3899,1.00001,47.116001,29.620001,101.110001,36.799999,9.82,64.190002
1/18/2017,886.617981,0.000208,0.002481,3.8382,12.0484,1.00001,47.672001,29.49,102.949997,36.759998,9.88,65.129997
1/19/2017,899.072998,0.000211,0.002349,3.86061,12.1488,1.00001,48.751999,29.629999,105.160004,36.57,9.77,64.440002
1/20/2017,895.026001,0.000209,0.002357,3.89001,11.9094,1.00001,48.945999,30.07,104.010002,36.939999,9.75,62.880001
1/23/2017,921.012024,0.000208,0.002332,3.83576,12.2517,1.00001,49.784,30.33,105.089996,36.77,9.91,54.880001
1/24/2017,892.687012,0.000202,0.002234,3.7861,11.8143,1.00001,50.922001,30.82,107.330002,37.619999,10.44,55
1/25/2017,901.541992,0.000204,0.002157,3.71453,11.8298,1.00001,50.894001,31.309999,107.790001,37.799999,10.35,56.900002
1/26/2017,917.585999,0.000208,0.002197,3.83432,11.9809,1.00001,50.501999,31.110001,109.650002,37.560001,10.52,54.049999
1/27/2017,919.75,0.000204,0.002196,3.85588,12.0966,1.00001,50.59,31.25,111.769997,37.98,10.67,54.240002
1/30/2017,920.382019,0.000208,0.002458,4.02125,12.7073,1.00032,50.125999,31.190001,110.019997,37.419998,10.61,53.610001
1/31/2017,970.403015,0.000206,0.002371,4.07864,12.9851,0.999997,50.386002,30.91,109.18,36.82,10.37,53.43
2/1/2017,989.02301,0.000209,0.002357,4.07533,13.2678,0.999999,49.848,31.08,113.949997,36.52,12.06,53.150002
2/2/2017,1011.799988,0.000211,0.00242,4.08527,13.1361,0.999994,50.310001,30.780001,115.389999,36.68,12.28,52.66
2/3/2017,1029.910034,0.000213,0.002399,4.08256,12.8638,0.999998,50.265999,30.969999,114.379997,36.52,12.24,52.98
2/6/2017,1038.150024,0.000214,0.002369,4.04401,12.8842,0.999998,51.554001,30.870001,117.309998,36.27,13.63,52.880001
2/7/2017,1061.349976,0.000208,0.002319,4.04037,12.6499,0.999999,51.495998,30.52,119.129997,36.349998,13.29,53.27
2/8/2017,1063.069946,0.000211,0.002235,4.02317,12.8034,0.999999,52.416,30.33,118.610001,36.380001,13.56,52.889999
2/9/2017,994.382996,0.000204,0.002155,3.79859,12.1231,0.999999,53.84,30.209999,116.379997,35.459999,13.42,52.880001
2/10/2017,988.674011,0.000208,0.002141,3.77721,11.9798,0.999999,53.846001,30.709999,113.620003,35.34,13.58,54
2/13/2017,990.642029,0.000208,0.002067,3.71789,12.1973,1,56.119999,31.690001,108.379997,35.799999,13.49,54.93
2/14/2017,1004.549988,0.000209,0.00209,3.7708,12.9933,1,56.195999,31.33,108.779999,35.93,13.26,55.48
2/15/2017,1007.47998,0.000209,0.002224,3.80928,13.6168,1.00177,55.952,31.75,109,36.049999,13.3,56.490002
2/16/2017,1027.439941,0.000207,0.002139,3.78681,13.1021,1.00005,53.790001,32.32,107.25,36.41,12.97,56.880001
2/17/2017,1046.209961,0.000209,0.002093,3.83036,13.2959,1.00002,54.445999,32.34,107.230003,36.48,13.13,56.459999
2/21/2017,1115.300049,0.000208,0.001997,3.78328,12.3369,0.99976,55.478001,32.330002,111.07,36.52,14,56.75
2/22/2017,1117.439941,0.000202,0.002008,3.80522,12.7652,0.999967,54.702,32.07,110.760002,36.07,14.28,57.099998
2/23/2017,1166.719971,0.000208,0.001927,3.84295,12.8719,0.999997,51.198002,31.75,100.489998,36.18,14.32,57.139999
2/24/2017,1173.680054,0.000208,0.001885,3.84672,11.9219,0.999998,51.400002,31.92,101.459999,36.529999,14.12,57.220001
2/27/2017,1179.969971,0.000208,0.001774,3.80274,11.9604,1.00007,49.245998,31.530001,104.410004,36.509998,15.2,56.73
2/28/2017,1179.969971,0.000205,0.001843,3.77099,12.2765,0.99997,49.998001,31.469999,101.480003,36.200001,14.46,56.48
3/1/2017,1222.5,0.000203,0.001724,3.7989,12.3312,0.999998,50.004002,31.58,102.790001,35.93,14.96,57.009998
3/2/2017,1251.01001,0.000205,0.001787,3.92423,13.1136,1,50.096001,30.870001,99,35.91,13.9,56.369999
3/3/2017,1274.98999,0.000211,0.001763,3.92082,13.9105,1,50.313999,30.85,98.43,35.900002,13.03,56.439999
3/6/2017,1272.829956,0.00021,0.001876,3.9214,15.4127,1.00006,50.242001,30.85,97.669998,35.57,13.04,56.450001
3/7/2017,1223.540039,0.000209,0.002011,3.82148,13.5339,1.00002,49.717999,31.309999,98.739998,35.799999,13.05,56.73
3/8/2017,1150,0.000208,0.001835,3.776,12.4721,1.00001,49.374001,31.219999,98.559998,35.619999,13.22,57.77
3/9/2017,1188.48999,0.000211,0.00179,3.83842,13.0297,0.999906,48.98,30.98,98.540001,35.82,13.33,57.970001
3/10/2017,1116.719971,0.000204,0.001733,3.75217,13.2142,0.99999,48.737999,31.059999,99.120003,35.91,13.91,58.639999
3/13/2017,1231.920044,0.000247,0.001965,4.17054,18.132601,1.00004,49.234001,31.5,101.849998,35.16,14.28,58.459999
3/14/2017,1240,0.000238,0.001918,4.05519,17.7598,1.00002,51.599998,31.209999,101.779999,35.18,14.1,58.220001
3/15/2017,1249.609985,0.000243,0.001953,4.16087,18.9837,1.00001,51.146,31.91,102.550003,35.099998,13.98,58.52
3/16/2017,1187.810059,0.000235,0.00197,4.2371,22.4835,1.00003,52.41,32.41,103.809998,35.139999,13.65,58.349998
3/17/2017,1100.22998,0.000223,0.001957,4.0551,22.3512,1.00003,52.299999,32.59,106.07,35.27,13.49,57.549999
3/20/2017,1054.22998,0.000236,0.001995,4.03331,22.5075,1.00021,52.383999,32.849998,109.449997,35.43,14.4,57.810001
3/21/2017,1120.540039,0.000246,0.002187,4.00922,21.286301,1.00003,50.136002,32.48,105.910004,35.040001,13.82,56.799999
3/22/2017,1049.140015,0.000243,0.001983,3.93649,21.419701,1.00004,51.001999,32.689999,108.07,35.369999,14.1,57.040001
3/23/2017,1038.589966,0.000242,0.002251,3.98003,21.822001,1.00007,50.956001,32.560001,107.089996,35.27,13.79,56.810001
3/24/2017,937.52002,0.000264,0.002108,4.08396,21.095301,0.999896,52.632,32.810001,107.470001,35.16,13.7,56.919998
3/27/2017,1045.77002,0.000254,0.001892,4.07528,19.6618,1.00001,54.043999,33.169998,108.25,35.389999,13.7,56.66
3/28/2017,1047.150024,0.000273,0.002043,4.15568,19.806801,1.00001,55.490002,33.349998,107.690002,35.599998,13.69,57.380001
3/29/2017,1039.969971,0.000272,0.001973,4.1859,21.144899,0.999947,55.476002,32.93,107.339996,35.57,13.71,57.360001
