Date,bitcoin,ethereum,cardano,doge,bitcoin.cash,stellar,chainlink,biance,little,monero,bat,tether,tesla,tsmc,nvidia,intel,amd,qualcom
5/17/2018,8094.319824,672.656982,0.243664,0.004188,1206.170044,0.313497,0.444447,12.465,132.772995,192.992996,0.357854,1.00019,56.908001,38.959999,247.710007,54.810001,12.82,56.950001
5/18/2018,8250.969727,694.367004,0.245544,0.004017,1207.23999,0.319488,0.456841,15.1354,136.057007,204.048996,0.361729,1.00111,55.363998,38.419998,245.940002,53.5,13,57.509998
5/21/2018,8418.990234,699.221985,0.24884,0.004271,1233.640015,0.318115,0.424356,14.7223,134.509003,198.738998,0.344437,1.00297,56.897999,39.470001,244.240005,54.32,12.99,57.709999
5/22/2018,8041.779785,647.741028,0.224408,0.003851,1141.859985,0.301084,0.376997,13.9255,128.675995,176.272995,0.309015,1.00297,55.001999,39.639999,242.699997,54.450001,12.98,57.389999
5/23/2018,7557.819824,583.585022,0.202873,0.003591,1005.609985,0.280355,0.34869,12.6262,119.314003,171.541,0.297605,1.00402,55.813999,39.650002,247.539993,55.209999,13.1,58.82
5/24/2018,7587.339844,601.755005,0.208989,0.003499,1071.359985,0.291338,0.360526,13.0003,122.612999,171.485001,0.311497,0.998818,55.57,39.27,247.690002,54.75,13.41,59.080002
5/25/2018,7480.140137,586.734009,0.200655,0.003514,1017.299988,0.288069,0.342848,13.008,119.442001,164.716995,0.291022,1.00044,55.77,39.299999,249.279999,55.439999,13.54,59.959999
5/29/2018,7472.589844,565.388,0.20319,0.003437,987.663025,0.282845,0.351257,12.5717,119.568001,157.574997,0.281625,1.00068,56.751999,38.16,248.589996,55.32,13.36,58.23
5/30/2018,7406.52002,559.590027,0.211143,0.003354,984.676025,0.277747,0.335834,12.5709,117.532997,155.231995,0.266625,0.999727,58.344002,38.34,252.990005,55.68,13.82,58.389999
5/31/2018,7494.169922,577.64502,0.225214,0.003398,995.343994,0.296652,0.344773,14.1902,118.073997,155.520996,0.277734,0.998003,56.945999,38.700001,252.190002,55.200001,13.73,58.119999
6/1/2018,7541.450195,580.04303,0.222507,0.003423,1002.919983,0.290022,0.349503,14.2408,119.915001,157.537003,0.27838,1.00099,58.363998,39.200001,257.619995,57.080002,14.4,58.610001
6/4/2018,7514.470215,592.984985,0.214012,0.003532,1105.800049,0.292158,0.340509,14.2611,119.903,160.093994,0.281798,1.00052,59.348,39.970001,264.850006,56.830002,14.85,58.709999
6/5/2018,7633.759766,609.302979,0.220467,0.003654,1152.890015,0.294313,0.336191,15.5993,121.700996,167.194,0.278908,1.00102,58.226002,39.540001,265.070007,56.529999,14.85,58.98
6/6/2018,7653.97998,607.124023,0.215721,0.003787,1131.170044,0.298269,0.329864,17.247499,121.182999,164.613998,0.270386,1.00069,63.900002,39.560001,265.149994,57.029999,15.67,59.84
6/7/2018,7678.240234,605.187012,0.211119,0.003732,1143.75,0.294206,0.30677,16.2631,121.426003,163.906006,0.277027,0.99875,63.217999,39.52,262.899994,55.880001,14.89,60.639999
6/8/2018,7624.919922,601.077026,0.205358,0.003659,1118.189941,0.287963,0.293531,16.2738,120.084,158.701004,0.272297,1.00179,63.532001,38.93,262.279999,55.049999,15.25,60.259998
6/11/2018,6906.919922,533.283997,0.18128,0.003234,958.564026,0.256482,0.262975,15.3835,107.515999,138.042007,0.233626,1.00193,66.419998,38.759998,260.619995,54.52,15.73,59.93
6/12/2018,6582.359863,496.842987,0.166585,0.003089,874.434021,0.231689,0.228636,15.2262,100.751999,125.655998,0.208202,1.00077,68.554001,39.200001,262.579987,54.82,15.85,59.790001
6/13/2018,6349.899902,477.493988,0.160408,0.002817,844.242004,0.221691,0.214526,14.5891,94.0756,121.851997,0.195023,1.00353,68.956001,39.049999,262.399994,55.029999,16.32,59.220001
6/14/2018,6675.350098,519.742004,0.172375,0.002944,897.60199,0.242426,0.239964,14.8953,101.153999,132.940002,0.219573,1.00395,71.543999,38.599998,266.910004,55.540001,16.25,59.459999
6/15/2018,6456.580078,491.003998,0.162747,0.002901,849.315002,0.234242,0.223557,15.0481,96.676003,122.776001,0.235921,1.00695,71.634003,38.689999,265.26001,55.110001,16.34,59.860001
6/18/2018,6734.819824,518.890991,0.164117,0.003027,885.638977,0.234371,0.21008,16.8797,98.819,127.427002,0.257204,1.00283,74.166,38.25,265.089996,53.220001,17.110001,59.200001
6/19/2018,6769.939941,537.95697,0.167185,0.003033,904.651978,0.235309,0.220765,16.6996,98.8377,126.220001,0.255756,1.00022,70.510002,37.560001,260.170013,52.93,16.690001,58.700001
6/20/2018,6776.549805,536.268005,0.161985,0.003021,890.453003,0.232188,0.225581,16.061899,97.9935,122.546997,0.263447,0.998829,72.444,38.349998,262.309998,53.459999,16.52,58.790001
6/21/2018,6729.740234,527.367004,0.158556,0.002988,874.093994,0.227997,0.212881,17.053301,96.925499,123.612999,0.308857,1.00053,69.501999,37.619999,257.109985,52.189999,15.65,58.75
6/22/2018,6083.689941,465.816986,0.139839,0.002668,755.974976,0.203407,0.186089,15.5939,85.075897,110.601997,0.249035,1.003,66.725998,38.119999,250.949997,52.5,15.8,58.5
6/25/2018,6249.180176,460.309998,0.135269,0.002485,756.846008,0.197753,0.179697,14.9209,81.833397,126.761002,0.247712,1.00062,66.601997,36.509998,239.119995,50.709999,15.11,57.049999
6/26/2018,6093.669922,432.772003,0.126099,0.002478,700.258972,0.186484,0.170771,14.12,76.866699,120.817001,0.225933,1.00056,68.400002,36.459999,241.990005,49.669998,15.5,56.450001
6/27/2018,6157.129883,442.36499,0.127444,0.002437,713.767029,0.189633,0.171995,14.0501,80.659698,128.710007,0.223741,0.997935,68.900002,35.509998,235.720001,48.759998,14.97,55.169998
6/28/2018,5903.439941,422.36499,0.11932,0.002357,660.23999,0.178951,0.166278,14.1246,74.929802,115.810997,0.205587,0.997193,69.986,35.939999,240.860001,49.25,15.31,55.900002
6/29/2018,6218.299805,436.009003,0.12572,0.002427,715.710999,0.18671,0.181072,14.5086,78.768898,126.778,0.218404,1.00333,68.589996,36.560001,236.899994,49.709999,14.99,56.119999
7/2/2018,6614.180176,475.346985,0.158278,0.002703,776.174988,0.213151,0.249,14.5706,85.257103,140.501007,0.271738,0.998859,67.014,36.540001,242.240005,50.200001,15.16,56.18
7/3/2018,6529.589844,464.195007,0.150655,0.002638,757.947021,0.206315,0.236518,14.1715,85.101303,138.460999,0.249576,1.00032,62.172001,36.389999,236.839996,49.470001,15,55.330002
7/5/2018,6639.140137,474.411987,0.148921,0.002599,748.224976,0.202978,0.218494,13.8505,83.760002,138.753998,0.241339,1.00614,61.832001,36.59,242.729996,50.75,15.5,57.380001
7/6/2018,6673.5,474.011993,0.146084,0.002597,737.330994,0.206381,0.229949,13.5296,83.378098,134.044998,0.26234,1.00316,61.779999,37.27,247.330002,51.369999,16.360001,57.84
7/9/2018,6741.75,476.682007,0.139971,0.002603,733.383972,0.207929,0.235216,13.6645,80.857597,135.733002,0.264901,1.0075,63.702,37.830002,249.25,51.860001,16.610001,58.040001
7/10/2018,6329.950195,434.424011,0.128792,0.002411,688.629028,0.191889,0.211167,12.7613,76.083504,121.478996,0.242928,1.0012,64.494003,37.93,253.25,52.16,16.549999,58.369999
7/11/2018,6394.709961,446.518005,0.131483,0.002425,707.47998,0.189504,0.206735,12.7049,78.699898,125.387001,0.268652,1.00116,63.792,36.970001,247.529999,51.200001,16.27,57.299999
7/12/2018,6228.810059,430.074005,0.127181,0.002306,682.755005,0.185719,0.204594,12.0706,76.808601,120.238998,0.268327,0.99907,63.341999,37.310001,251.229996,52.349998,16.559999,58.32
7/13/2018,6238.049805,434.027008,0.137887,0.002332,696.588013,0.204272,0.200695,12.1801,76.942497,122.529999,0.336022,1.00142,63.773998,37.77,249.320007,52.220001,16.27,58.389999
7/16/2018,6741.75,480.65799,0.156118,0.002854,805.677002,0.237928,0.222559,13.2373,84.595901,135.274994,0.357229,0.999139,62.02,37.790001,248.199997,52.009998,16.58,58.349998
7/17/2018,7321.040039,501.002014,0.170865,0.003228,850.778992,0.252967,0.248674,13.7128,89.806099,144.070999,0.358688,1.00013,64.538002,38.040001,253.690002,51.75,16.870001,58.91
7/18/2018,7370.779785,480.513,0.179378,0.003712,829.937012,0.2984,0.23978,12.8648,86.962097,139.766006,0.35653,1.00221,64.769997,38.41,251.699997,51.720001,16.85,58.759998
7/19/2018,7466.859863,469.618988,0.180869,0.003844,824.893005,0.302513,0.229673,12.918,86.667702,139.533997,0.339379,0.998088,64.045998,39.810001,252.029999,51.98,16.709999,59.310001
7/20/2018,7354.129883,450.697998,0.162175,0.00341,767.655029,0.271492,0.21645,12.0709,82.754601,130.171997,0.314767,1.00103,62.716,40.73,250.889999,51.91,16.5,58.610001
7/23/2018,7711.109863,450.852997,0.164028,0.003431,784.385986,0.284384,0.19705,12.0199,82.433197,133.574997,0.347729,0.997496,60.639999,40.740002,249.410004,52.310001,16.66,59.080002
7/24/2018,8424.269531,479.372986,0.173172,0.00362,869.46698,0.301456,0.202624,12.1451,89.285202,147.399002,0.347735,0.996505,59.486,40.389999,248.710007,52.18,16.190001,58.849998
7/25/2018,8181.390137,472.493011,0.172731,0.003543,831.455017,0.331706,0.243708,12.9394,86.2817,142.735992,0.330599,0.998791,61.748001,40.889999,251.869995,52.43,16.049999,59.419998
7/26/2018,7951.580078,464.036987,0.164765,0.003393,806.177979,0.309552,0.251831,13.3973,84.027496,136.813995,0.305004,0.997951,61.330002,40.82,254.839996,52.16,18.35,63.580002
7/27/2018,8165.009766,469.665985,0.16554,0.003418,819.387024,0.316882,0.26684,13.9227,84.4636,140.063995,0.323411,0.997118,59.436001,41.450001,252.020004,47.68,18.940001,62.689999
7/30/2018,8180.47998,457.080994,0.154087,0.003273,816.078003,0.295923,0.318274,13.2169,82.849899,131.802002,0.303662,0.99891,58.034,41.09,244.130005,47.689999,19.42,62.040001
7/31/2018,7780.439941,433.867004,0.143297,0.002945,777.145996,0.278009,0.293934,13.7754,79.702301,122.318001,0.277121,0.999507,59.627998,41.209999,244.860001,48.099998,18.33,64.089996
8/1/2018,7624.910156,420.747009,0.140901,0.00316,769.348999,0.276268,0.28728,13.5739,77.855598,128.154007,0.28347,0.999409,60.167999,41.709999,246.470001,48.810001,18.48,64.349998
8/2/2018,7567.149902,412.621002,0.131941,0.002946,734.758972,0.261192,0.30958,14.1769,76.138802,122.792999,0.264922,1.00066,69.907997,41.549999,250.619995,49.48,18.790001,64.769997
8/3/2018,7434.390137,418.261993,0.130255,0.002918,724.708008,0.258956,0.284746,14.1346,77.5355,120.018997,0.265448,0.999095,69.634003,41.689999,252.100006,49.630001,18.49,65.400002
8/6/2018,6951.799805,406.65799,0.130553,0.002779,692.630005,0.234705,0.236471,13.6991,73.888298,113.544998,0.269721,1.00095,68.398003,41.07,254.029999,49.299999,19.43,65.730003
8/7/2018,6753.120117,380.214996,0.125378,0.002671,659.383972,0.230672,0.233997,13.1461,68.170303,108.039001,0.266232,1.00154,75.914001,41.240002,256.950012,49.700001,19.559999,65.440002
8/8/2018,6305.799805,356.613007,0.113752,0.002415,585.445984,0.201351,0.22804,12.1437,62.490398,94.534103,0.220825,1.00169,74.068001,41.970001,258.420013,49.959999,19.58,65.160004
8/9/2018,6568.22998,365.588013,0.123507,0.002555,610.781006,0.221435,0.276128,12.858,63.980801,100.532997,0.247197,1.00424,70.489998,41.84,256.459991,50.139999,19.1,65.080002
8/10/2018,6184.709961,334.175995,0.116355,0.002392,572.437988,0.22543,0.274727,12.1308,59.394001,91.721497,0.221822,1.00158,71.098,41.029999,254.789993,48.849998,19.059999,64.82
8/13/2018,6297.569824,286.494995,0.10291,0.002331,535.97699,0.223559,0.259292,10.2282,56.848202,88.237198,0.189499,1.00393,71.281998,40.709999,256.119995,48.450001,19.73,64.839996
8/14/2018,6199.709961,278.932007,0.094662,0.00226,509.304993,0.216706,0.27191,9.42011,54.559399,84.178703,0.189508,0.997543,69.528,40.91,261.429993,48.119999,20.02,65.43
8/15/2018,6308.52002,282.364014,0.09504,0.002303,513.672974,0.216954,0.257547,9.46301,54.500401,89.5485,0.187562,1.00125,67.737999,40.450001,259.079987,47.459999,19.700001,65.68
8/16/2018,6334.72998,288.04599,0.095331,0.002292,517.344971,0.216032,0.268244,9.80233,55.3619,91.078499,0.195571,1.00122,67.089996,40.41,257.440002,47.169998,19.33,65.760002
8/17/2018,6580.629883,315.729004,0.109887,0.002455,597.012024,0.23812,0.291827,10.8678,61.5144,99.202202,0.226234,0.997761,61.099998,40.130001,244.820007,47.099998,19.77,66.059998
8/20/2018,6308.529785,274.315002,0.093764,0.002369,515.659973,0.216457,0.287262,9.70093,53.996201,93.374802,0.195632,1.00539,61.688,40.099998,247.839996,46.5,19.98,66.160004
8/21/2018,6488.759766,281.944,0.095003,0.002424,536.567017,0.214708,0.311927,9.71463,56.350201,94.915802,0.213577,1.0007,64.379997,40.889999,253.320007,47.619999,20.4,66.550003
8/22/2018,6376.709961,271.341003,0.090149,0.002315,519.952026,0.206896,0.314632,9.53973,55.3186,90.080597,0.197232,1.00035,64.328003,40.900002,262.820007,47.049999,20.9,66.839996
8/23/2018,6534.879883,277.104004,0.092453,0.002385,530.768982,0.222162,0.321022,9.71504,57.5434,90.062897,0.208373,0.998976,64.019997,40.68,266.839996,46.98,22.290001,66.860001
8/24/2018,6719.959961,282.96701,0.094077,0.002426,535.405029,0.219806,0.336927,10.2347,57.929798,93.761101,0.212044,1.00178,64.564003,41.240002,272.220001,47.66,23.98,67.150002
8/27/2018,6884.640137,285.602997,0.100264,0.002462,546.356995,0.225437,0.336085,11.2128,60.249901,104.528999,0.222886,0.997802,63.854,41.529999,275.899994,48.349998,25.26,67.339996
8/28/2018,7096.279785,296.498993,0.10548,0.002607,565.30603,0.234745,0.335793,11.4861,63.024399,107.523003,0.233496,0.999395,62.372002,42.349998,274.380005,48.57,25.049999,69.779999
8/29/2018,7047.160156,289.312012,0.105469,0.002606,554.367004,0.226211,0.30871,11.1735,61.7672,103.554001,0.224581,1.00066,61.001999,44.130001,278.48999,48.75,25.200001,69.199997
8/30/2018,6978.22998,284.105011,0.10056,0.003206,540.025024,0.220902,0.30539,10.7626,60.315201,102.814003,0.214951,1.00003,60.630001,43.459999,277.809998,48.240002,24.889999,68.139999
8/31/2018,7037.580078,283.003998,0.102196,0.004794,543.078003,0.222076,0.328099,11.0138,61.925499,116.657997,0.219598,1.00351,60.332001,43.599998,280.679993,48.43,25.17,68.709999
9/4/2018,7361.660156,285.722992,0.105265,0.005269,625.067017,0.231268,0.29972,11.3592,67.7099,137.951004,0.230995,0.999517,57.790001,44.110001,283.700012,47.959999,28.059999,69.980003
9/5/2018,6792.830078,232.330994,0.087569,0.004931,530.513,0.207437,0.268699,10.0866,58.437698,115.064003,0.182782,1.00795,56.147999,44.220001,278.420013,47.720001,28.51,70.889999
9/6/2018,6529.169922,230.214996,0.088666,0.00501,519.161987,0.207484,0.27239,10.2842,57.486198,117.489998,0.18368,1.00091,56.189999,44.049999,272.720001,47.259998,27.84,70.360001
9/7/2018,6467.069824,217.203003,0.083983,0.005307,501.569,0.207662,0.260662,10.0373,56.1978,111.879997,0.173267,1.00636,52.647999,44.880001,271.859985,46.450001,27.379999,70.379997
9/10/2018,6329.700195,197.078995,0.073508,0.006892,465.587006,0.190839,0.247807,9.52487,54.595798,105.643997,0.150842,1.00128,57.099998,44.619999,274.730011,46.299999,29.889999,72.32
9/11/2018,6321.200195,185.065994,0.070513,0.006329,440.834991,0.201071,0.260429,9.37396,52.367298,105.644997,0.148573,1.00454,55.888,44.549999,272.799988,44.93,30.1,72.510002
9/12/2018,6351.799805,183.330994,0.066745,0.006455,432.847992,0.198293,0.253495,9.21443,51.656601,104.322998,0.147355,1.00125,58.108002,43.939999,268.200012,44.93,32.209999,71.75
9/13/2018,6517.310059,211.354004,0.069829,0.006554,464.437012,0.207806,0.271776,9.60406,54.5364,112.035004,0.165979,1.00635,57.891998,43.43,271.339996,45.57,30.48,74.610001
9/14/2018,6512.709961,211.748993,0.068248,0.00618,449.502991,0.201743,0.268898,9.93005,56.5765,116.967003,0.155595,1.00236,59.040001,44.41,276.429993,45.540001,32.720001,75.089996
9/17/2018,6281.200195,197.875,0.063899,0.006243,420.451996,0.196827,0.268721,9.40526,52.540501,107.193001,0.143804,1.00411,58.967999,43.759998,273.929993,45.419998,32.43,73.239998
9/18/2018,6371.299805,209.975006,0.06943,0.005981,435.678986,0.208417,0.291212,9.54406,54.097198,112.447998,0.147439,1.00225,56.992001,43.560001,271.019989,46.099998,31.93,74.720001
9/19/2018,6398.540039,209.968994,0.07235,0.005609,429.22699,0.206563,0.329173,9.61909,54.334499,109.514,0.149901,1.00069,59.804001,44.02,271.980011,46.150002,31.209999,74.059998
9/20/2018,6519.669922,224.591003,0.081493,0.005695,455.743011,0.231897,0.358403,10.0745,56.634399,116.278,0.164783,1.00154,59.666,44.169998,266.279999,47.200001,31.18,74.599998
9/21/2018,6734.950195,246.584,0.087606,0.005684,499.039001,0.249211,0.353303,10.4108,60.722801,123.737999,0.180503,0.994428,59.82,44.060001,263.450012,46.66,31.02,73.699997
9/24/2018,6595.410156,228.729996,0.082754,0.005677,463.089996,0.259048,0.334657,10.0359,57.969101,115.480003,0.164372,1.00063,59.936001,44.889999,265.700012,46.91,32.610001,73.580002
9/25/2018,6446.470215,218.505005,0.081028,0.005686,445.226013,0.252306,0.326493,9.78316,57.537601,116.402,0.163104,1.00044,60.198002,44.169998,268.410004,45.91,32.57,72.739998
9/26/2018,6495,215.847,0.079476,0.005695,515.934021,0.244767,0.348924,9.73663,57.3955,115.593002,0.164532,1.00213,61.916,44.27,266.920013,45.700001,32.189999,71.760002
9/27/2018,6676.75,228.494003,0.086001,0.005879,564.409973,0.259216,0.34559,10.0312,62.979401,119.254997,0.174372,0.997107,61.504002,44.759998,267.399994,45.880001,32.59,71.709999
9/28/2018,6644.129883,222.401993,0.084032,0.005831,539.862976,0.254127,0.334983,9.96934,61.8951,117.055,0.169157,1.00142,52.953999,44.16,281.019989,47.290001,30.889999,72.029999
10/1/2018,6589.620117,230.768005,0.084469,0.005942,530.914001,0.258404,0.325232,9.94366,60.208099,114.521004,0.171407,0.997925,62.139999,44.66,289.359985,46.450001,31.42,72.599998
10/2/2018,6556.100098,227.181,0.082525,0.005824,533.265015,0.248286,0.321105,10.3568,59.705399,116.828003,0.170755,0.999741,60.203999,43.619999,286.480011,48.099998,29.02,73.349998
10/3/2018,6502.589844,220.488998,0.080789,0.005704,514.525024,0.241136,0.310338,10.2712,57.477501,114.684998,0.165743,0.998569,58.959999,43.959999,286.730011,48.759998,28.43,72.639999
10/4/2018,6576.689941,222.218002,0.081304,0.005645,513.030029,0.244278,0.32094,10.2556,58.279499,114.533997,0.171474,0.996185,56.366001,42.43,279.290009,48.130001,27.780001,72.379997
10/5/2018,6622.47998,227.600998,0.082991,0.005669,520.632996,0.245192,0.356504,10.6362,58.766201,114.876999,0.180872,0.995778,52.389999,41.630001,269.859985,47.029999,27.35,71.209999
10/8/2018,6652.22998,229.255005,0.086607,0.005578,528.974976,0.249009,0.343585,10.5066,59.412601,114.275002,0.177897,0.995814,50.112,40.959999,265.769989,47.029999,26.459999,70.93
10/9/2018,6642.640137,227.981995,0.086357,0.005635,517.789978,0.243915,0.339712,10.3849,58.713299,113.674004,0.180125,0.996779,52.560001,40.900002,265.540009,46.549999,27.24,70.129997
10/10/2018,6585.529785,225.768997,0.084679,0.005552,512.924011,0.241593,0.347861,10.328,57.9818,113.459,0.180738,0.993502,51.375999,39.349998,245.690002,44.799999,25,66.730003
10/11/2018,6256.240234,189.498993,0.070939,0.005,433.036987,0.207037,0.303201,9.30132,51.233002,100.384003,0.163987,0.993026,50.445999,38.939999,235.130005,44.23,25.299999,64.290001
10/12/2018,6274.580078,196.727005,0.073214,0.005247,443.229004,0.216032,0.311278,9.52894,53.551701,100.709,0.178842,0.994102,51.756001,39.66,246.539993,44.880001,26.34,64.290001
10/15/2018,6596.540039,209.703995,0.074789,0.005218,459.381012,0.223001,0.339638,10.3161,54.879601,107.109001,0.182082,0.980138,51.917999,38.75,235.380005,44.529999,26.26,64.169998
10/16/2018,6596.109863,210.119995,0.075814,0.005017,458.011993,0.227978,0.358845,10.0109,54.068199,107.394997,0.187831,0.975152,55.318001,40.009998,245.830002,45.939999,28.18,66.120003
10/17/2018,6544.430176,207.082993,0.077408,0.004599,448.792999,0.240403,0.376968,9.90447,53.6721,105.362,0.21365,0.971225,54.355999,39.57,243.059998,45.889999,27.299999,66.099998
10/18/2018,6476.709961,203.352005,0.075131,0.004386,438.424988,0.239452,0.376913,9.71658,52.526901,102.913002,0.20898,0.980858,52.782001,38.540001,239.529999,44.970001,26.620001,65.150002
10/19/2018,6465.410156,203.727005,0.075836,0.00447,440.846008,0.242853,0.361977,9.76675,53.0201,103.723,0.236023,0.987712,52,38.450001,229.169998,44,23.66,65.360001
10/22/2018,6487.160156,204.044006,0.075776,0.004366,447.210999,0.242361,0.390431,9.72685,52.203899,105.459999,0.268415,0.983998,52.189999,38.720001,231.220001,45.009998,25.030001,66.120003
10/23/2018,6475.740234,204.335999,0.074743,0.004172,442.654999,0.242215,0.437883,9.80308,52.541302,108.442001,0.253173,0.987962,58.827999,38,221.059998,44.5,25.09,66.379997
10/24/2018,6495.839844,203.852005,0.074321,0.003911,442.446014,0.23776,0.412075,9.74532,52.514999,106.949997,0.274514,0.988612,57.700001,36.48,199.410004,42.419998,22.790001,62.619999
10/25/2018,6476.290039,202.718994,0.073859,0.003717,440.229004,0.235646,0.437743,9.69228,52.2346,106.321999,0.268946,0.988791,62.972,37.389999,207.839996,44.310001,19.27,63.200001
10/26/2018,6474.75,203.328995,0.073713,0.003984,438.73999,0.234011,0.432123,9.70268,52.0989,105.017998,0.263458,0.989789,66.18,36.669998,198.289993,45.689999,17.629999,62.48
10/29/2018,6332.629883,197.246994,0.069627,0.003847,417.571014,0.222357,0.418148,9.40262,49.0714,101.487999,0.232155,0.996859,66.970001,36.330002,185.619995,45.400002,16.85,62.169998
10/30/2018,6334.27002,197.556,0.069647,0.00385,421.93399,0.225093,0.45041,9.38704,49.239101,102.553001,0.248102,0.996671,65.980003,37.779999,203,47.759998,17.200001,63.18
10/31/2018,6317.609863,197.380997,0.069705,0.003764,422.859009,0.223471,0.506044,9.36496,49.441502,103.834,0.245735,0.988122,67.463997,38.099998,210.830002,46.880001,18.209999,62.889999
11/1/2018,6377.779785,198.871994,0.070867,0.003777,424.089996,0.222945,0.514022,9.54922,50.2719,103.880997,0.252364,0.99172,68.856003,39.049999,218.110001,48.220001,20.219999,63.709999
11/2/2018,6388.439941,200.634995,0.072584,0.003773,462.01001,0.234244,0.500783,9.57308,51.3307,105.779999,0.304374,0.993501,69.281998,38.779999,214.919998,47.110001,20.23,63.330002
11/5/2018,6419.660156,209.091003,0.076148,0.003622,558.466003,0.246529,0.481368,9.67251,53.546299,111.345001,0.308877,0.993176,68.279999,38.48,211.770004,47.970001,19.9,63.470001
11/6/2018,6461.009766,218.451996,0.080952,0.003696,628.507019,0.265596,0.484115,9.78081,55.945099,112.893997,0.316646,0.992796,68.211998,38.73,211.059998,47.25,20.68,63.630001
11/7/2018,6530.140137,217.182999,0.078544,0.003637,617.255005,0.256718,0.482141,9.81693,54.1889,111.513,0.337816,0.99327,69.632004,39.18,213.789993,48.720001,21.84,63.209999
11/8/2018,6453.720215,212.231003,0.076493,0.003384,574.434021,0.256043,0.497974,9.65095,52.373402,108.427002,0.304976,0.994333,70.279999,38.700001,205.990005,48.990002,21.200001,58.049999
11/9/2018,6385.620117,210.074005,0.074226,0.00314,544.419006,0.255542,0.492477,9.5542,51.896,106.892998,0.277001,0.994832,70.101997,38.07,205.669998,48.110001,21.030001,56.720001
11/12/2018,6371.27002,210.417999,0.076001,0.003064,516.307007,0.267326,0.562799,9.36122,50.648201,105.139,0.25034,0.989148,66.255997,37.060001,189.539993,46.650002,19.030001,54.490002
11/13/2018,6359.490234,206.826004,0.073603,0.002945,512.409973,0.257787,0.581442,9.24841,49.696602,105.112999,0.243289,0.985118,67.746002,37.400002,199.309998,47.389999,19.610001,54.16
11/14/2018,5738.350098,181.397003,0.064824,0.002695,439.308014,0.233043,0.547843,8.40701,43.610802,90.758202,0.214452,0.966644,68.800003,37.84,197.190002,47.09,20.809999,53.939999
11/15/2018,5648.029785,180.806,0.063543,0.0028,421.320007,0.241944,0.541633,8.18486,43.948299,88.672501,0.215156,0.982022,69.688004,38.52,202.389999,48.110001,21.49,55.389999
11/16/2018,5575.549805,175.177002,0.061151,0.002746,388.820007,0.23885,0.512894,7.88448,42.4589,87.055298,0.224874,0.987027,70.862,36.869999,164.429993,48.830002,20.66,55.880001
11/19/2018,4871.490234,149.175003,0.052582,0.002418,336.954987,0.224412,0.41129,6.63209,36.641102,72.489998,0.180777,0.98273,70.694,36.049999,144.699997,48,19.110001,54.900002
11/20/2018,4451.870117,130.339005,0.044777,0.002254,223.701996,0.193193,0.341813,5.76021,33.044201,66.486,0.160542,0.968799,69.498001,35.639999,149.080002,47.389999,19.209999,54.919998
11/21/2018,4602.169922,136.701004,0.04778,0.002448,235.951004,0.203688,0.367507,6.19905,34.670601,68.942802,0.175237,0.987504,67.638,36.169998,144.710007,47.029999,18.73,55.27
11/23/2018,4347.109863,123.295998,0.043412,0.002361,207.425995,0.181211,0.329343,5.55743,32.159698,66.6269,0.16178,0.98257,65.166,35.959999,145,46.540001,19.379999,55.25
11/26/2018,3779.129883,108.334999,0.035806,0.002099,182.042999,0.144795,0.283866,4.92645,29.410999,53.216999,0.137441,0.977243,69.199997,36.84,153.050003,47.450001,20.08,55.73
11/27/2018,3820.719971,110.010002,0.036461,0.002087,179.063004,0.144374,0.287584,4.91305,31.0688,57.131599,0.140898,0.98426,68.783997,36.799999,153.729996,48.07,21.049999,55.57
11/28/2018,4257.419922,122.438004,0.042021,0.002246,190.072006,0.162237,0.33146,5.33696,34.626598,63.524101,0.170936,0.998622,69.573997,38.009998,160.070007,48.860001,21.34,56.650002
11/29/2018,4278.84668,117.542648,0.041866,0.002241,180.983429,0.16508,0.344782,5.346633,33.797447,61.195538,0.169768,0.997377,68.234001,37.93,157.360001,47.700001,21.43,58.110001
11/30/2018,4017.268555,113.171417,0.038916,0.002165,173.066895,0.15863,0.322242,5.078572,32.064762,57.792904,0.168052,0.991823,70.096001,37.59,163.429993,49.310001,21.299999,58.259998
12/3/2018,3894.130859,108.925018,0.038671,0.002371,159.818253,0.149536,0.288482,5.109251,31.072802,54.837246,0.166837,0.996594,71.697998,38.73,170.039993,50.130001,23.709999,59.139999
12/4/2018,3956.893799,110.214188,0.037699,0.002196,149.658966,0.147653,0.287812,5.880791,31.186125,56.978962,0.163748,1.000031,71.940002,37.439999,157.110001,47.75,21.120001,57.73
12/6/2018,3521.101807,91.761055,0.030798,0.002097,107.592735,0.119594,0.222732,4.951687,26.943661,46.534531,0.126409,0.998296,72.612,36.860001,158.289993,48.369999,21.299999,57.110001
12/7/2018,3419.937256,93.294563,0.029864,0.002104,106.852493,0.115263,0.216468,4.52865,25.272585,46.462021,0.135751,1.001431,71.594002,36.52,147.610001,46.240002,19.459999,55.990002
12/10/2018,3502.656006,91.685654,0.030203,0.0021,107.314186,0.118253,0.219072,4.712263,24.6178,44.604153,0.141156,1.016604,73.029999,36.43,151.860001,47.209999,19.99,57.240002
12/11/2018,3424.588135,88.945305,0.029551,0.002088,102.072952,0.112835,0.223391,4.940698,23.802383,42.736801,0.137083,1.009794,73.351997,36.700001,148.190002,47.380001,19.98,57.349998
12/12/2018,3486.950195,90.5933,0.030609,0.002111,102.592163,0.11369,0.226759,5.023137,24.49383,43.936119,0.140454,1.009756,73.32,37.380001,148.899994,47.830002,20.48,57.720001
