date,TWh,bitcoin,ethereum,cardano,doge,bcash,stellar,chainlink,biance,little,monero,bat,tether,tesla,tsmc,nvidia,intel,amd,qualcom
11/7/2016,4.92824,703.130981,10.8088,0,0.000239,0,0.002013,0,0,3.83887,5.73861,0,1,38.641998,31.35,71.269997,34.689999,6.96,68.459999
11/8/2016,5.05532,709.848022,10.8337,0,0.000229,0,0.001986,0,0,3.84276,6.31619,0,1,38.987999,31.34,71.160004,34.740002,7,68.269997
11/9/2016,5.12751,723.27301,10.6555,0,0.000229,0,0.001968,0,0,3.86461,6.18724,0,1,38.012001,30.59,69.959999,34.75,6.94,67.879997
11/10/2016,5.19516,715.533997,10.5245,0,0.000228,0,0.001948,0,0,3.82424,6.10219,0,0.999997,37.07,29.440001,67.769997,34.5,6.3,66.309998
11/11/2016,5.43105,716.411011,10.2899,0,0.000227,0,0.001913,0,0,3.81601,6.77996,0,1,37.712002,29.93,87.970001,34.610001,6.69,66.879997
11/14/2016,5.61177,705.020996,9.96648,0,0.000223,0,0.00188,0,0,3.87617,7.71229,0,1,36.290001,28.85,83.639999,34.48,6.79,65.93
11/15/2016,5.54715,711.619019,10.2175,0,0.000222,0,0.001853,0,0,3.89359,7.29721,0,1,36.754002,29.200001,86.190002,34.91,6.97,66.769997
11/16/2016,5.66644,744.197998,10.0591,0,0.000221,0,0.001772,0,0,4.01948,6.58232,0,1,36.785999,29.860001,91.629997,34.84,7.67,66.300003
11/17/2016,5.62171,740.97699,9.99118,0,0.000224,0,0.00182,0,0,3.94319,6.78845,0,1,37.731998,29.469999,92.389999,35.02,8.46,66.669998
11/18/2016,5.60127,751.585022,9.47616,0,0.000218,0,0.001807,0,0,3.96132,6.72005,0,1,37.004002,29.469999,93.360001,34.950001,8.71,67.309998
11/21/2016,5.45544,739.247986,9.62082,0,0.000222,0,0.001755,0,0,3.94488,6.79772,0,1,36.903999,29.65,92.980003,34.98,8.94,67.099998
11/22/2016,5.41719,751.346985,9.90572,0,0.000224,0,0.001735,0,0,3.94731,7.68806,0,1,38.234001,29.91,93.650002,35.48,8.69,68.309998
11/23/2016,5.37589,744.593994,9.84362,0,0.000219,0,0.001733,0,0,3.92532,7.91363,0,1,38.627998,29.889999,93.970001,35.200001,8.8,68.129997
11/25/2016,5.52318,741.648987,9.40205,0,0.00022,0,0.001722,0,0,3.91542,7.54427,0,1,39.330002,29.66,94.160004,35.439999,8.77,68.290001
11/28/2016,5.80924,735.812988,8.72482,0,0.000218,0,0.001655,0,0,3.88454,7.89341,0,1,39.223999,29.66,94.110001,35.509998,8.83,67.099998
11/29/2016,5.89175,735.604004,8.17412,0,0.000217,0,0.001667,0,0,3.87455,7.60291,0,1,37.914001,29.549999,93.25,35.310001,8.93,66.769997
11/30/2016,5.86425,745.690979,8.58754,0,0.000214,0,0.001629,0,0,3.89379,8.94639,0,1,37.880001,29.690001,92.199997,34.700001,8.91,68.129997
12/1/2016,5.77623,756.773987,8.4525,0,0.000214,0,0.001619,0,0,3.90908,8.57556,0,1,36.375999,28.549999,87.639999,33.759998,8.39,64.160004
12/2/2016,5.73942,777.94397,7.75996,0,0.000216,0,0.001529,0,0,3.94644,8.23269,0,1,36.293999,28.860001,88.449997,34.16,8.53,65.839996
12/5/2016,5.84568,758.700012,6.82166,0,0.000215,0,0.001542,0,0,3.52858,7.91008,0,1.00002,37.360001,29.02,91.879997,34.389999,8.68,66.360001
12/6/2016,5.86572,764.223999,7.86893,0,0.000212,0,0.002666,0,0,3.53541,7.54466,0,1,37.169998,29.51,93.389999,34.720001,9.45,67.449997
12/7/2016,6.05862,768.132019,8.38148,0,0.000214,0,0.002767,0,0,3.61595,7.88885,0,1,38.630001,29.93,95.07,35.5,9.56,68.339996
12/8/2016,6.13435,770.809998,8.23051,0,0.000215,0,0.002421,0,0,3.6911,7.7933,0,1,38.458,30.040001,93.480003,35.700001,10.34,68.550003
12/9/2016,6.09072,772.794006,8.44601,0,0.000212,0,0.002545,0,0,3.69148,7.94785,0,1,38.436001,30.120001,91.82,35.759998,10.34,68.519997
12/12/2016,6.10752,780.086975,8.52221,0,0.000222,0,0.002272,0,0,3.66231,8.0515,0,1,38.486,29.9,89.589996,35.970001,10.68,68.470001
12/13/2016,6.26427,780.55603,8.42285,0,0.000216,0,0.002158,0,0,3.65028,8.10651,0,1,39.630001,30.360001,91.169998,36.799999,10.54,69.339996
12/14/2016,6.06833,781.481018,8.26523,0,0.000217,0,0.00215,0,0,3.61956,8.40846,0,1,39.737999,29.870001,96.449997,36.549999,10.55,67.559998
12/15/2016,5.95609,778.088013,7.82847,0,0.000215,0,0.002802,0,0,3.62447,8.42192,0,1,39.515999,30.16,98.709999,36.790001,10.86,68.029999
12/16/2016,6.00562,784.906982,7.85821,0,0.000217,0,0.003123,0,0,3.62818,8.51026,0,1.00003,40.498001,29.48,100.410004,36.310001,10.66,66.459999
12/19/2016,5.98636,792.713989,7.64382,0,0.000218,0,0.002868,0,0,3.66262,8.63122,0,1,40.546001,29.27,101.629997,36.889999,10.95,67.019997
12/20/2016,5.82544,800.875977,7.66004,0,0.000219,0,0.002836,0,0,3.66106,8.42837,0,1,41.757999,29.309999,105.169998,37.209999,11.51,66.910004
12/21/2016,6.01,834.281006,7.9144,0,0.000227,0,0.00281,0,0,3.65345,8.2796,0,1,41.540001,29.139999,105.830002,36.98,11.47,67.160004
12/22/2016,6.20603,864.539978,7.585,0,0.000225,0,0.002751,0,0,3.71168,8.89836,0,1,41.689999,28.74,107.110001,36.93,11.6,66.760002
12/23/2016,6.32107,921.984009,7.16615,0,0.000236,0,0.002646,0,0,4.65533,9.55165,0,1.00017,42.667999,29.049999,109.779999,36.970001,11.58,66.860001
12/27/2016,6.47849,933.197998,7.17082,0,0.000227,0,0.002543,0,0,4.4694,12.6881,0,1.00001,43.905998,29.1,117.32,37.07,12.07,67.25
12/28/2016,6.51568,975.921021,7.52011,0,0.000223,0,0.002509,0,0,4.57135,14.0944,0,1.00004,43.948002,29.120001,109.25,36.630001,11.55,65.75
12/29/2016,6.48325,973.497009,8.28416,0,0.000228,0,0.002559,0,0,4.55548,13.1325,0,1.00002,42.936001,29.129999,111.43,36.66,11.59,66.040001
12/30/2016,6.53661,961.237976,8.15998,0,0.000228,0,0.002544,0,0,4.39052,12.9702,0,1.00002,42.737999,28.75,106.739998,36.27,11.34,65.199997
1/3/2017,6.79231,1043.839966,9.72525,0,0.000227,0,0.002554,0,0,4.6262,16.092899,0,1.00001,43.397999,29.309999,102.010002,36.599998,11.43,65.400002
1/4/2017,6.7413,1154.72998,11.2516,0,0.000236,0,0.002735,0,0,4.83785,18.5271,0,1.00001,45.397999,29.299999,104.389999,36.41,11.43,65.470001
1/5/2017,6.67928,1013.380005,10.2544,0,0.000229,0,0.002598,0,0,4.29272,16.187599,0,1.00001,45.349998,29.799999,101.739998,36.349998,11.24,65.550003
1/6/2017,6.70409,902.200989,10.2547,0,0.00022,0,0.002494,0,0,3.86126,14.03,0,1.00001,45.801998,29.629999,103.099998,36.48,11.32,65.529999
1/9/2017,6.56765,902.828003,10.3256,0,0.000229,0,0.002347,0,0,4.30196,13.7361,0,1.00001,46.256001,30.040001,107.279999,36.610001,11.49,65.650002
1/10/2017,6.55035,907.679016,10.5496,0,0.000226,0,0.002355,0,0,4.59151,13.3913,0,1.00001,45.973999,30.07,106.470001,36.540001,11.44,65.629997
1/11/2017,6.60773,777.757019,9.71776,0,0.000205,0,0.002089,0,0,3.84679,11.6369,0,1.00001,45.945999,30.17,105.160004,36.950001,11.2,66.099998
1/12/2017,6.87069,804.833984,9.86133,0,0.000208,0,0.002475,0,0,3.9628,11.8527,0,1.00001,45.917999,29.290001,103.440002,36.709999,10.76,66.120003
1/13/2017,6.85873,823.984009,9.7695,0,0.000209,0,0.002398,0,0,3.89087,11.2682,0,1.00001,47.549999,29.440001,103.43,36.790001,10.58,66.879997
1/17/2017,7.50411,907.937988,10.3023,0,0.000215,0,0.002545,0,0,3.93905,12.3899,0,1.00001,47.116001,29.620001,101.110001,36.799999,9.82,64.190002
1/18/2017,7.48438,886.617981,10.2278,0,0.000208,0,0.002481,0,0,3.8382,12.0484,0,1.00001,47.672001,29.49,102.949997,36.759998,9.88,65.129997
1/19/2017,7.49754,899.072998,10.3972,0,0.000211,0,0.002349,0,0,3.86061,12.1488,0,1.00001,48.751999,29.629999,105.160004,36.57,9.77,64.440002
1/20/2017,7.75403,895.026001,10.6006,0,0.000209,0,0.002357,0,0,3.89001,11.9094,0,1.00001,48.945999,30.07,104.010002,36.939999,9.75,62.880001
1/23/2017,7.82064,921.012024,10.8208,0,0.000208,0,0.002332,0,0,3.83576,12.2517,0,1.00001,49.784,30.33,105.089996,36.77,9.91,54.880001
1/24/2017,7.92452,892.687012,10.6325,0,0.000202,0,0.002234,0,0,3.7861,11.8143,0,1.00001,50.922001,30.82,107.330002,37.619999,10.44,55
1/25/2017,8.08101,901.541992,10.5705,0,0.000204,0,0.002157,0,0,3.71453,11.8298,0,1.00001,50.894001,31.309999,107.790001,37.799999,10.35,56.900002
1/26/2017,8.12569,917.585999,10.5891,0,0.000208,0,0.002197,0,0,3.83432,11.9809,0,1.00001,50.501999,31.110001,109.650002,37.560001,10.52,54.049999
1/27/2017,8.18679,919.75,10.5373,0,0.000204,0,0.002196,0,0,3.85588,12.0966,0,1.00001,50.59,31.25,111.769997,37.98,10.67,54.240002
1/30/2017,8.33095,920.382019,10.5712,0,0.000208,0,0.002458,0,0,4.02125,12.7073,0,1.00032,50.125999,31.190001,110.019997,37.419998,10.61,53.610001
1/31/2017,8.30027,970.403015,10.7275,0,0.000206,0,0.002371,0,0,4.07864,12.9851,0,0.999997,50.386002,30.91,109.18,36.82,10.37,53.43
2/1/2017,8.63013,989.02301,10.7321,0,0.000209,0,0.002357,0,0,4.07533,13.2678,0,0.999999,49.848,31.08,113.949997,36.52,12.06,53.150002
2/2/2017,8.3814,1011.799988,10.8214,0,0.000211,0,0.00242,0,0,4.08527,13.1361,0,0.999994,50.310001,30.780001,115.389999,36.68,12.28,52.66
2/3/2017,7.9697,1029.910034,11.1145,0,0.000213,0,0.002399,0,0,4.08256,12.8638,0,0.999998,50.265999,30.969999,114.379997,36.52,12.24,52.98
2/6/2017,7.11131,1038.150024,11.3894,0,0.000214,0,0.002369,0,0,4.04401,12.8842,0,0.999998,51.554001,30.870001,117.309998,36.27,13.63,52.880001
2/7/2017,6.97058,1061.349976,11.5153,0,0.000208,0,0.002319,0,0,4.04037,12.6499,0,0.999999,51.495998,30.52,119.129997,36.349998,13.29,53.27
2/8/2017,6.43713,1063.069946,11.4312,0,0.000211,0,0.002235,0,0,4.02317,12.8034,0,0.999999,52.416,30.33,118.610001,36.380001,13.56,52.889999
2/9/2017,6.58424,994.382996,11.0322,0,0.000204,0,0.002155,0,0,3.79859,12.1231,0,0.999999,53.84,30.209999,116.379997,35.459999,13.42,52.880001
2/10/2017,6.6377,988.674011,11.2789,0,0.000208,0,0.002141,0,0,3.77721,11.9798,0,0.999999,53.846001,30.709999,113.620003,35.34,13.58,54
2/13/2017,6.78832,990.642029,11.2695,0,0.000208,0,0.002067,0,0,3.71789,12.1973,0,1,56.119999,31.690001,108.379997,35.799999,13.49,54.93
2/14/2017,6.90414,1004.549988,13.0252,0,0.000209,0,0.00209,0,0,3.7708,12.9933,0,1,56.195999,31.33,108.779999,35.93,13.26,55.48
2/15/2017,6.8591,1007.47998,12.9197,0,0.000209,0,0.002224,0,0,3.80928,13.6168,0,1.00177,55.952,31.75,109,36.049999,13.3,56.490002
2/16/2017,6.74328,1027.439941,12.9037,0,0.000207,0,0.002139,0,0,3.78681,13.1021,0,1.00005,53.790001,32.32,107.25,36.41,12.97,56.880001
2/17/2017,6.76902,1046.209961,12.6765,0,0.000209,0,0.002093,0,0,3.83036,13.2959,0,1.00002,54.445999,32.34,107.230003,36.48,13.13,56.459999
2/21/2017,6.65686,1115.300049,12.6684,0,0.000208,0,0.001997,0,0,3.78328,12.3369,0,0.99976,55.478001,32.330002,111.07,36.52,14,56.75
2/22/2017,6.68956,1117.439941,12.5997,0,0.000202,0,0.002008,0,0,3.80522,12.7652,0,0.999967,54.702,32.07,110.760002,36.07,14.28,57.099998
2/23/2017,6.72567,1166.719971,13.1194,0,0.000208,0,0.001927,0,0,3.84295,12.8719,0,0.999997,51.198002,31.75,100.489998,36.18,14.32,57.139999
2/24/2017,6.84912,1173.680054,13.0692,0,0.000208,0,0.001885,0,0,3.84672,11.9219,0,0.999998,51.400002,31.92,101.459999,36.529999,14.12,57.220001
2/27/2017,7.24206,1179.969971,15.3965,0,0.000208,0,0.001774,0,0,3.80274,11.9604,0,1.00007,49.245998,31.530001,104.410004,36.509998,15.2,56.73
2/28/2017,7.34284,1179.969971,15.8172,0,0.000205,0,0.001843,0,0,3.77099,12.2765,0,0.99997,49.998001,31.469999,101.480003,36.200001,14.46,56.48
3/1/2017,7.38314,1222.5,17.349701,0,0.000203,0,0.001724,0,0,3.7989,12.3312,0,0.999998,50.004002,31.58,102.790001,35.93,14.96,57.009998
3/2/2017,7.43017,1251.01001,19.030199,0,0.000205,0,0.001787,0,0,3.92423,13.1136,0,1,50.096001,30.870001,99,35.91,13.9,56.369999
3/3/2017,7.36204,1274.98999,19.459,0,0.000211,0,0.001763,0,0,3.92082,13.9105,0,1,50.313999,30.85,98.43,35.900002,13.03,56.439999
3/6/2017,7.03348,1272.829956,19.6057,0,0.00021,0,0.001876,0,0,3.9214,15.4127,0,1.00006,50.242001,30.85,97.669998,35.57,13.04,56.450001
3/7/2017,7.08009,1223.540039,18.888599,0,0.000209,0,0.002011,0,0,3.82148,13.5339,0,1.00002,49.717999,31.309999,98.739998,35.799999,13.05,56.73
3/8/2017,7.10992,1150,16.6513,0,0.000208,0,0.001835,0,0,3.776,12.4721,0,1.00001,49.374001,31.219999,98.559998,35.619999,13.22,57.77
3/9/2017,7.09455,1188.48999,17.7547,0,0.000211,0,0.00179,0,0,3.83842,13.0297,0,0.999906,48.98,30.98,98.540001,35.82,13.33,57.970001
3/10/2017,7.16318,1116.719971,19.3323,0,0.000204,0,0.001733,0,0,3.75217,13.2142,0,0.99999,48.737999,31.059999,99.120003,35.91,13.91,58.639999
3/13/2017,7.35981,1231.920044,28.592899,0,0.000247,0,0.001965,0,0,4.17054,18.132601,0,1.00004,49.234001,31.5,101.849998,35.16,14.28,58.459999
3/14/2017,7.38088,1240,28.6546,0,0.000238,0,0.001918,0,0,4.05519,17.7598,0,1.00002,51.599998,31.209999,101.779999,35.18,14.1,58.220001
3/15/2017,7.38088,1249.609985,35.055901,0,0.000243,0,0.001953,0,0,4.16087,18.9837,0,1.00001,51.146,31.91,102.550003,35.099998,13.98,58.52
3/16/2017,7.41599,1187.810059,46.345798,0,0.000235,0,0.00197,0,0,4.2371,22.4835,0,1.00003,52.41,32.41,103.809998,35.139999,13.65,58.349998
3/17/2017,7.42449,1100.22998,46.827999,0,0.000223,0,0.001957,0,0,4.0551,22.3512,0,1.00003,52.299999,32.59,106.07,35.27,13.49,57.549999
3/20/2017,7.59195,1054.22998,43.390202,0,0.000236,0,0.001995,0,0,4.03331,22.5075,0,1.00021,52.383999,32.849998,109.449997,35.43,14.4,57.810001
3/21/2017,7.52596,1120.540039,43.1451,0,0.000246,0,0.002187,0,0,4.00922,21.286301,0,1.00003,50.136002,32.48,105.910004,35.040001,13.82,56.799999
3/22/2017,7.68154,1049.140015,42.342098,0,0.000243,0,0.001983,0,0,3.93649,21.419701,0,1.00004,51.001999,32.689999,108.07,35.369999,14.1,57.040001
3/23/2017,7.68012,1038.589966,43.678398,0,0.000242,0,0.002251,0,0,3.98003,21.822001,0,1.00007,50.956001,32.560001,107.089996,35.27,13.79,56.810001
3/24/2017,7.85214,937.52002,53.107498,0,0.000264,0,0.002108,0,0,4.08396,21.095301,0,0.999896,52.632,32.810001,107.470001,35.16,13.7,56.919998
3/27/2017,7.65638,1045.77002,49.666901,0,0.000254,0,0.001892,0,0,4.07528,19.6618,0,1.00001,54.043999,33.169998,108.25,35.389999,13.7,56.66
3/28/2017,7.75064,1047.150024,50.774899,0,0.000273,0,0.002043,0,0,4.15568,19.806801,0,1.00001,55.490002,33.349998,107.690002,35.599998,13.69,57.380001
3/29/2017,7.59838,1039.969971,53.126099,0,0.000272,0,0.001973,0,0,4.1859,21.144899,0,0.999947,55.476002,32.93,107.339996,35.57,13.71,57.360001
3/30/2017,7.42101,1026.430054,52.205799,0,0.000304,0,0.002302,0,0,6.98063,20.878401,0,0.999986,55.584,33.07,109.400002,35.75,14.05,57.200001
3/31/2017,6.90671,1071.790039,50.0373,0,0.000328,0,0.002356,0,0,6.66706,20.5371,0,1,55.66,32.84,108.93,36.07,14.55,57.34
4/3/2017,6.33585,1143.810059,44.3564,0,0.000427,0,0.003124,0,0,8.07058,20.3284,0,0.999752,59.703999,32.889999,108.379997,36.16,14.64,56.5
4/4/2017,5.88914,1133.25,44.641899,0,0.000432,0,0.003046,0,0,8.28936,21.353399,0,1.00002,60.740002,32.860001,100.779999,36.279999,14.16,56.68
4/5/2017,5.7661,1124.780029,45.304001,0,0.000442,0,0.003131,0,0,11.094,19.617399,0,1.00011,59,32.900002,100.029999,36.220001,14.17,56.470001
4/6/2017,5.66668,1182.680054,43.2421,0,0.00045,0,0.002824,0,0,10.2517,19.2707,0,0.999939,59.740002,32.860001,100.760002,36.029999,13.27,56.529999
4/7/2017,6.02665,1176.900024,42.162601,0,0.000398,0,0.002767,0,0,9.37156,19.3867,0,0.999873,60.507999,32.869999,100.330002,36.029999,13.52,56.32
4/10/2017,6.54006,1187.130005,43.4352,0,0.0004,0,0.002788,0,0,8.91704,21.8284,0,0.999931,62.478001,32.52,97.769997,35.799999,13.1,56.52
4/11/2017,7.01932,1205.01001,43.4072,0,0.00039,0,0.002782,0,0,8.85383,21.3556,0,0.999843,61.742001,32.400002,98.120003,35.740002,13.1,55.349998
4/12/2017,7.12505,1200.369995,46.2873,0,0.000414,0,0.003036,0,0,10.7856,21.764,0,0.999562,59.368,32.279999,97.309998,35.630001,12.76,53.389999
4/13/2017,7.24162,1169.280029,50.219398,0,0.000425,0,0.00306,0,0,10.1495,21.480499,0,0.999612,60.799999,31.83,95.489998,35.25,12.31,52.790001
4/17/2017,7.18818,1193.910034,48.3046,0,0.000459,0,0.003555,0,0,10.4216,20.5611,0,0.999288,60.287998,32.029999,99.230003,35.48,12.79,52.889999
4/18/2017,7.08561,1211.670044,50.7075,0,0.000459,0,0.003706,0,0,10.3201,21.058701,0,0.999616,60.049999,31.790001,99.290001,35.77,12.95,52.669998
4/19/2017,7.13449,1210.290039,48.305302,0,0.000448,0,0.003574,0,0,9.65808,20.394501,0,0.999523,61.104,31.610001,99.68,35.91,12.84,52.610001
4/20/2017,7.2177,1229.079956,49.672199,0,0.000443,0,0.003368,0,0,10.3349,20.240499,0,0.998275,60.501999,31.790001,101.260002,36.18,13.11,52.66
4/21/2017,7.4198,1222.050049,48.2244,0,0.000451,0,0.003466,0,0,11.2278,20.2927,0,0.984169,61.119999,32.080002,101.68,36.32,13,52.5
4/24/2017,7.33318,1250.150024,50.031502,0,0.000515,0,0.00384,0,0,14.9655,19.558399,0,0.91789,61.605999,32.700001,102.949997,36.75,13.13,52.810001
4/25/2017,7.34762,1265.48999,49.891201,0,0.000527,0,0.003808,0,0,15.2128,19.6525,0,0.913595,62.757999,33.07,104.739998,36.869999,13.49,53
4/26/2017,7.4198,1281.079956,52.720299,0,0.000544,0,0.003835,0,0,14.8481,19.371799,0,0.92105,62.034,33,104.019997,36.93,13.41,53.040001
4/27/2017,7.48694,1317.72998,62.167702,0,0.000632,0,0.00397,0,0,14.622,21.2078,0,0.924351,61.726002,33.02,105.639999,37.43,13.62,53.209999
4/28/2017,7.26538,1316.47998,70.159203,0,0.000678,0,0.004551,0,0,14.3415,22.348101,0,0.934542,62.813999,33.07,104.300003,36.150002,13.3,53.740002
5/1/2017,7.64836,1421.599976,76.296997,0,0.000686,0,0.005138,0,0,15.9177,22.767799,0,0.935871,64.566002,33.400002,106.639999,36.310001,13.62,53.599998
5/2/2017,7.72309,1452.819946,77.263802,0,0.00061,0,0.004834,0,0,15.895,23.0424,0,0.932607,63.778,33.93,103.480003,36.970001,10.32,53.290001
5/3/2017,7.57365,1490.089966,79.718201,0,0.000678,0,0.005197,0,0,21.042601,25.200001,0,0.933351,62.203999,34.290001,104.25,36.98,10.39,54.490002
5/4/2017,7.72576,1537.670044,96.9814,0,0.000744,0,0.006628,0,0,23.3936,25.9863,0,0.945931,59.091999,34.139999,103.849998,36.849998,10.1,54.91
5/5/2017,7.67512,1555.449951,94.398499,0,0.00084,0,0.010877,0,0,26.266899,28.451599,0,0.955601,61.669998,34.419998,103.860001,36.82,10.19,54.93
5/8/2017,7.97171,1723.349976,91.420403,0,0.001521,0,0.03988,0,0,28.9582,30.4683,0,0.96726,61.438,34.98,102.769997,36.540001,10.04,54.619999
5/9/2017,7.95001,1755.359985,91.162903,0,0.001239,0,0.027647,0,0,33.583,28.659201,0,0.970487,64.251999,35.41,102.940002,36.369999,10.18,55.150002
5/10/2017,8.13631,1787.130005,89.524902,0,0.001239,0,0.031376,0,0,31.962099,29.8409,0,0.982,65.043999,35.41,121.290001,36.009998,10.79,55.330002
5/11/2017,7.96868,1848.569946,89.8797,0,0.001212,0,0.036203,0,0,30.717699,29.5133,0,0.983721,64.620003,35.560001,126.5,35.689999,11.07,54.68
5/12/2017,8.23062,1724.23999,88.655403,0,0.001183,0,0.040706,0,0,27.454901,28.6782,0,0.97607,64.961998,35.369999,127.889999,35.529999,11.26,55.32
5/15/2017,8.32332,1738.430054,92.414902,0,0.001128,0,0.043552,0,0,25.365299,27.787399,0,0.967298,63.175999,35.060001,134.309998,35.630001,11.42,55.400002
5/16/2017,8.22645,1734.449951,89.438004,0,0.001059,0,0.049368,0,0,23.3277,26.264,0,0.958591,63.402,35.029999,136.809998,35.82,12.75,55.950001
5/17/2017,8.28814,1839.089966,89.860397,0,0.001318,0,0.048568,0,0,25.4044,26.926399,0,0.970429,61.222,34.419998,127.720001,35.040001,11.2,55.360001
5/18/2017,8.68326,1888.650024,96.906303,0,0.001508,0,0.04627,0,0,28.357599,30.331499,0,0.967143,62.612,34.900002,133.070007,35.220001,11.28,56.119999
5/19/2017,9.15447,1987.709961,129.526993,0,0.001518,0,0.049576,0,0,27.6975,31.8717,0,1.0012,62.166,35.200001,136,35.400002,11.41,57.669998
5/22/2017,9.98981,2173.399902,174.261002,0,0.003405,0,0.051003,0,0,25.381001,36.165699,0,1.00786,62.07,35.400002,138.899994,35.77,11.04,59.279999
5/23/2017,10.7494,2320.419922,181.951996,0,0.003562,0,0.0555,0,0,32.112099,55.6222,0,1.0063,60.771999,35.400002,137.029999,35.860001,10.89,59.220001
5/24/2017,11.2116,2443.639893,190.046005,0,0.003659,0,0.051364,0,0,34.4534,45.382,0,1.01686,62.043999,35.52,138.570007,36.119999,10.89,58.639999
5/25/2017,11.5313,2304.97998,174.445999,0,0.002994,0,0.040021,0,0,29.9002,40.115501,0,1.0366,63.366001,35.57,138.259995,36.259998,10.98,58.450001
5/26/2017,11.5194,2202.419922,160.403,0,0.002424,0,0.041065,0,0,23.748301,38.711601,0,1.03621,65.028,35.509998,141.839996,36.259998,11,57.52
5/30/2017,12.2508,2175.469971,231.910995,0,0.002623,0,0.031009,0,0,24.142,39.785999,0,1.00951,67.019997,35.779999,144.869995,36.18,11.12,57.34
5/31/2017,12.359,2286.409912,230.669006,0,0.002657,0,0.034273,0,0,25.2976,41.826,0,1.03628,68.202003,35.360001,144.350006,36.110001,11.19,57.27
6/1/2017,12.4346,2407.879883,222.238998,0,0.002867,0,0.043069,0,0,28.8034,43.703602,0.171036,1.03057,68.073997,35.889999,144.360001,36.119999,10.93,58.619999
6/2/2017,12.359,2488.550049,223.774994,0,0.003026,0,0.040226,0,0,28.9447,44.0047,0.156576,1.02388,67.970001,36.18,143.639999,36.32,10.9,58.580002
6/5/2017,13.0645,2686.810059,248.464005,0,0.003873,0,0.041507,0,0,30.8433,48.261799,0.291661,1.0168,69.463997,36.389999,148.009995,36.34,11.24,58.860001
6/6/2017,12.9887,2863.199951,264.466003,0,0.003741,0,0.045407,0,0,30.551001,55.568298,0.260062,1.00483,70.57,36.43,147.339996,36.130001,12.03,58.200001
6/7/2017,13.2475,2732.159912,258.071014,0,0.003302,0,0.047098,0,0,28.394699,52.536098,0.23859,1.00898,71.93,36.459999,149.119995,36.259998,12.38,57.529999
6/8/2017,13.4415,2805.620117,261.665985,0,0.003575,0,0.05042,0,0,30.211901,56.192501,0.223217,1.00476,74,36.830002,159.940002,36.48,12.9,58.119999
6/9/2017,13.7225,2823.810059,281.737,0,0.003453,0,0.047356,0,0,29.681601,55.623501,0.22508,1.00067,71.463997,35.790001,149.600006,35.709999,12.28,57.049999
6/12/2017,13.1286,2659.629883,401.48999,0,0.003253,0,0.039988,0,0,29.5035,50.040298,0.182798,1.01776,71.802002,35.240002,149.970001,35.73,12.09,57.490002
6/13/2017,13.0055,2717.02002,397.536987,0,0.003313,0,0.04186,0,0,30.6429,51.8046,0.194538,1.00839,75.190002,35.560001,151.399994,35.880001,11.96,57.540001
6/14/2017,12.6976,2506.370117,359.053009,0,0.003092,0,0.039828,0,0,30.224701,46.302898,0.169383,1.02516,76.132004,35.650002,151.720001,35.529999,11.77,57.009998
6/15/2017,12.5498,2464.580078,361.933014,0,0.003043,0,0.037439,0,0,30.2201,46.024399,0.215435,1.01743,75.068001,35.439999,152.369995,35.310001,11.5,56.93
6/16/2017,12.5128,2518.560059,370.22699,0,0.003163,0,0.037536,0,0,35.7005,48.107498,0.232775,1.01562,74.279999,35.869999,151.619995,35.209999,11.44,56.82
6/19/2017,12.7813,2589.600098,370.056,0,0.003141,0,0.040252,0,0,50.3209,49.089802,0.181102,0.986406,73.959999,36.209999,157.320007,35.509998,11.93,57.610001
6/20/2017,12.8269,2721.790039,359.005005,0,0.003218,0,0.039366,0,0,47.2164,48.082699,0.191778,0.975272,74.447998,36.130001,157.089996,34.860001,12.64,56.790001
6/21/2017,12.9105,2689.100098,336.872009,0,0.003125,0,0.038124,0,0,47.787498,46.587601,0.187384,0.981361,75.279999,36.709999,159.470001,34.580002,13.98,56.330002
6/22/2017,12.8212,2705.409912,336.371002,0,0.003104,0,0.03872,0,0,47.712898,47.284,0.17816,0.972902,76.522003,36.709999,158.369995,34.360001,14.38,56.470001
6/23/2017,13.0646,2744.909912,341.739014,0,0.003143,0,0.041397,0,0,47.335499,51.408901,0.198476,1.006,76.690002,36.73,153.830002,34.189999,14.17,56.91
6/26/2017,12.7456,2478.449951,272.691986,0,0.00275,0,0.030218,0,0,41.131802,43.493,0.151785,1.0101,75.498001,36.130001,152.149994,34.07,14.08,56.560001
6/27/2017,12.6552,2552.449951,293.088013,0,0.002623,0,0.029113,0,0,40.5415,43.571701,0.152734,1.00713,72.473999,35.09,146.580002,33.650002,13.4,55.43
6/28/2017,12.8747,2574.790039,327.927002,0,0.002793,0,0.031998,0,0,42.849499,47.324001,0.173771,1.01179,74.248001,35.349998,151.75,34.200001,13.23,56.16
6/29/2017,12.6293,2539.320068,302.882996,0,0.002656,0,0.029039,0,0,41.0653,45.0215,0.154906,1.0178,72.150002,34.810001,146.679993,33.540001,12.6,55.080002
6/30/2017,12.5519,2480.840088,294.915985,0,0.002602,0,0.026988,0,0,40.354301,43.726799,0.136025,1.00583,72.321999,34.959999,144.559998,33.740002,12.48,55.220001
7/3/2017,13.6917,2564.060059,282.89801,0,0.002533,0,0.026266,0,0,46.425201,43.625999,0.128747,1.00075,70.524002,34.880001,139.330002,33.459999,12.15,54.950001
