Date,bitcoin,ethereum,cardano,doge,bitcoin-cash,stellar,chainlink,biance,little,monero,bat,tether
2/8/2017,2710.669922,219.951996,0,0.001788,452.657013,0.018413,0,0.100452,42.132198,43.6297,0.116111,1.00143
3/8/2017,2804.72998,225.341995,0,0.001795,364.048004,0.01886,0,0.106642,42.8615,43.355301,0.140694,0.969304
4/8/2017,2895.889893,223.072998,0,0.00182,233.046005,0.022241,0,0.107494,43.449699,45.123901,0.139927,1.00435
5/8/2017,3252.909912,256.506989,0,0.002087,213.147003,0.023984,0,0.128871,46.859001,48.5783,0.159064,0.998314
6/8/2017,3213.939941,261.566986,0,0.001909,220.656006,0.022701,0,0.130999,45.103001,47.8302,0.167751,1.00104
7/8/2017,3378.939941,269.179993,0,0.001949,319.688995,0.022195,0,0.148848,45.795502,50.205601,0.170751,0.996254
8/8/2017,3419.939941,296.769012,0,0.001961,345.488007,0.023737,0,0.224421,48.631901,51.9412,0.170829,1.00151
9/8/2017,3342.469971,296.027008,0,0.001937,303.890991,0.022996,0,0.242912,48.011902,50.9636,0.161036,1.00286
10/8/2017,3381.280029,295.891998,0,0.001896,275.953003,0.022007,0,0.349079,46.499802,49.472801,0.199868,0.992991
11/8/2017,3650.620117,308.864014,0,0.00188,328.242004,0.02148,0,0.392572,47.0994,50.6506,0.229309,1.00089
12/8/2017,3884.709961,310.601013,0,0.001856,317.091003,0.020218,0,0.446365,46.433899,49.367802,0.209644,1.00113
13/8/2017,4073.26001,298.063995,0,0.001807,298.053009,0.01825,0,0.876828,45.812801,47.760399,0.212219,0.998616
14/8/2017,4325.129883,300.096985,0,0.001762,297.678009,0.017622,0,1.29557,45.804501,49.753899,0.197186,0.998163
15/8/2017,4181.930176,289.817993,0,0.001738,297.864014,0.017433,0,1.05655,43.306499,48.743401,0.194342,1.00153
16/8/2017,4376.629883,302.266998,0,0.001774,300.209991,0.017702,0,1.43724,44.151199,48.783001,0.218762,1.0012
17/8/2017,4331.689941,301.457001,0,0.00171,460.529999,0.017327,0,1.96715,43.9146,47.448601,0.252561,1.00795
18/8/2017,4160.620117,295.589996,0,0.001678,690.23999,0.016842,0,2.384,47.281399,46.687801,0.215015,1.01333
19/8/2017,4193.700195,297.470001,0,0.001678,754.557983,0.016513,0,2.09337,45.48,55.962502,0.212615,1.00274
20/8/2017,4087.659912,301.428009,0,0.001707,712.872986,0.017631,0,2.50258,46.230999,54.708401,0.206131,0.996629
21/8/2017,4001.73999,321.591003,0,0.001712,599.63501,0.019753,0,2.70111,47.936001,77.822998,0.195028,0.999263
22/8/2017,4100.52002,314.785004,0,0.001716,690.882996,0.021624,0,2.48527,46.7271,91.160004,0.189982,1.00652
23/8/2017,4151.52002,317.519012,0,0.001732,669.400024,0.020222,0,2.58043,53.2481,90.327202,0.198384,1.00201
24/8/2017,4334.680176,325.610992,0,0.001816,628.109009,0.019024,0,2.37932,50.1856,86.287498,0.205144,1.00492
25/8/2017,4371.600098,331.915009,0,0.00179,641.054993,0.020497,0,2.49687,51.1768,108.264,0.204303,1.00286
26/8/2017,4352.399902,333.881989,0,0.001778,625.320984,0.021208,0,2.16936,51.749599,138.048004,0.203715,0.998932
27/8/2017,4382.879883,347.893005,0,0.00176,620.895996,0.019785,0,2.00519,61.158798,130.675003,0.210028,1.00294
28/8/2017,4382.660156,347.747009,0,0.001825,596.177002,0.020525,0,2.0429,62.355499,145.403,0.227662,1.00106
29/8/2017,4579.02002,370.666992,0,0.001867,552.927002,0.020104,0,2.32758,63.167,133.035004,0.246818,1.00152
30/8/2017,4565.299805,378.484985,0,0.002105,575.20697,0.021224,0,2.35005,64.169296,132.378998,0.237483,1.00074
31/8/2017,4703.390137,383.041992,0,0.002064,588.172974,0.022405,0,2.20379,71.055099,140.406998,0.271803,1.00312
1/9/2017,4892.009766,387.740997,0,0.002543,622.16803,0.023954,0,2.38417,86.039703,141.197006,0.292161,1.00437
2/9/2017,4578.77002,348.984009,0,0.002226,575.901978,0.020837,0,1.99268,79.0243,124.804001,0.244449,1.01788
3/9/2017,4582.959961,347.484009,0,0.002153,607.432983,0.021296,0,1.5758,76.843002,126.005997,0.241242,1.00223
4/9/2017,4236.310059,295.17099,0,0.001786,517.242981,0.017625,0,1.04957,65.205803,106.167999,0.201452,1.03055
5/9/2017,4376.529785,312.988007,0,0.001908,541.713013,0.018567,0,0.973716,71.2948,118.823997,0.218497,1.00423
6/9/2017,4597.120117,334.338013,0,0.002019,638.177979,0.020346,0,1.08614,80.114304,121.633003,0.225347,1.00509
7/9/2017,4599.879883,329.428009,0,0.001928,652.85498,0.020096,0,1.36622,78.484299,120.843002,0.247884,1.00135
8/9/2017,4228.75,296.497009,0,0.001596,583.098022,0.017447,0,1.00683,67.7948,118.043999,0.215725,1.00689
9/9/2017,4226.060059,294.404999,0,0.001568,547.471008,0.017095,0,0.989301,66.009102,116.266998,0.219077,1.00125
10/9/2017,4122.939941,288.747009,0,0.001395,537.067017,0.016269,0,0.942159,61.613499,112.325996,0.200025,1.00545
11/9/2017,4161.27002,294.532013,0,0.001463,537.809998,0.016993,0,1.02581,66.039902,112.746002,0.212974,1.00107
12/9/2017,4130.810059,291.463989,0,0.00144,510.406006,0.016324,0,1.03568,64.233704,111.889999,0.211839,1.00529
13/9/2017,3882.590088,277.112,0,0.001398,503.605011,0.015328,0,0.937204,61.730099,111.329002,0.19296,1.00254
14/9/2017,3154.949951,213.908005,0,0.000854,367.040985,0.011038,0,0.678784,41.5849,83.040199,0.153102,1.00313
15/9/2017,3637.52002,250.464005,0,0.000865,424.020996,0.012097,0,0.799709,48.212601,99.8545,0.189134,1.00537
16/9/2017,3625.040039,246.522003,0,0.000867,440.218994,0.011699,0,0.804198,48.258301,95.287804,0.220771,1.00199
17/9/2017,3582.879883,251.748993,0,0.000853,419.864014,0.011211,0,0.789589,48.4902,93.744698,0.235859,1.00657
18/9/2017,4065.199951,293.497009,0,0.000947,479.316986,0.013455,0,0.909202,55.525398,100.568001,0.24581,1.00241
19/9/2017,3924.969971,282.803986,0,0.00089,527.875,0.011795,0,0.802425,52.8353,97.718903,0.211504,1.00185
20/9/2017,3905.949951,283.742004,0,0.000862,476.050995,0.012236,0.189165,0.74789,51.733799,95.569603,0.223386,1.00454
21/9/2017,3631.040039,258.579987,0,0.000755,416.264008,0.0106,0.16968,0.70214,46.605801,86.244904,0.202765,1.00472
22/9/2017,3630.699951,264.309998,0,0.000772,415.092987,0.010776,0.150503,0.715893,48.090302,88.174896,0.196522,1.00459
23/9/2017,3792.399902,286.167999,0,0.000954,428.502991,0.011896,0.131129,0.770965,49.271599,91.846001,0.211534,1.00209
24/9/2017,3682.840088,282.483002,0,0.000892,421.029999,0.011563,0.170278,0.783268,47.618301,89.499298,0.198249,1.00293
25/9/2017,3926.070068,292.332001,0,0.001141,445.799011,0.012073,0.182198,0.917059,51.580101,93.641098,0.215173,1.0013
26/9/2017,3892.350098,287.437988,0,0.001151,441.829987,0.012388,0.194958,0.860747,51.546799,93.127197,0.213436,1.00259
27/9/2017,4200.669922,306.46701,0,0.001173,457.311005,0.014378,0.194586,1.14366,56.2831,101.042999,0.232354,1.00064
28/9/2017,4174.72998,299.154999,0,0.00108,447.806,0.013863,0.243795,1.37788,54.085201,97.233498,0.249281,1.00179
29/9/2017,4163.069824,291.46701,0,0.001082,436.774994,0.013204,0.30844,1.26624,52.623001,94.501999,0.236986,0.999863
30/9/2017,4338.709961,301.464996,0,0.001145,432.626007,0.013858,0.451364,1.28358,55.142399,95.755898,0.246012,0.996488
1/10/2017,4403.740234,302.337006,0,0.001084,415.152008,0.013688,0.436647,1.52653,54.543301,93.222,0.255647,0.999924
2/10/2017,4409.319824,297.475006,0,0.001085,421.186005,0.012962,0.356767,1.96467,53.375999,91.544197,0.255674,1.0017
3/10/2017,4317.47998,292.463013,0,0.001108,404.177002,0.012404,0.345535,1.8207,52.349602,92.961197,0.265634,1.00012
4/10/2017,4229.359863,292.65799,0,0.001024,358.446991,0.011851,0.397361,1.60148,51.399502,90.407097,0.243567,1.00125
5/10/2017,4328.410156,295.863007,0,0.001001,355.75,0.014576,0.406538,1.67849,51.669498,91.858902,0.232473,1.0003
6/10/2017,4370.810059,308.588013,0,0.001056,363.014008,0.018403,0.475765,1.57991,52.120098,91.189796,0.232911,1.00109
7/10/2017,4426.890137,311.123993,0,0.001066,360.782013,0.020959,0.463657,1.58425,52.584,91.703697,0.214372,0.99932
8/10/2017,4610.47998,308.608002,0,0.001056,342.212006,0.018598,0.397137,1.21723,53.142601,89.774597,0.192375,0.998442
9/10/2017,4772.02002,297.391998,0,0.000991,314.161011,0.017601,0.380589,1.40378,50.164001,85.4851,0.189483,0.99978
10/10/2017,4781.990234,299.869995,0,0.001036,321.589996,0.018953,0.407469,1.39336,50.717098,86.821198,0.194932,0.999441
11/10/2017,4826.47998,303.455994,0,0.001046,314.895996,0.01945,0.450463,1.43373,50.887501,87.4217,0.192717,0.998625
12/10/2017,5446.910156,304.135986,0,0.001062,313.213013,0.017784,0.444011,1.34376,60.107601,87.0924,0.190453,0.997423
13/10/2017,5647.209961,338.756989,0,0.001066,321.460999,0.01796,0.434603,1.43548,59.428902,95.134598,0.174872,1.00005
14/10/2017,5831.790039,339.627991,0,0.00111,321.958008,0.017522,0.39186,1.53819,63.950199,100.230003,0.175499,0.999709
15/10/2017,5678.189941,336.595001,0,0.001106,314.946991,0.018925,0.413516,1.55844,65.4674,94.865501,0.158654,0.999242
16/10/2017,5725.589844,333.384003,0,0.001164,313.643005,0.036865,0.423807,1.4407,64.621902,95.900299,0.176811,0.99801
17/10/2017,5605.509766,317.082001,0,0.001067,371.730988,0.045842,0.400848,1.38995,59.479,91.284203,0.165404,0.999335
18/10/2017,5590.689941,314.319,0,0.001047,339.165985,0.035133,0.366229,1.32756,60.730801,89.542198,0.162438,1.00268
19/10/2017,5708.52002,308.088013,0,0.001064,330.806,0.031195,0.3,1.28461,59.7397,88.623901,0.153714,1.00066
20/10/2017,6011.450195,304.006012,0,0.00105,327.444,0.026757,0.223874,1.24192,60.330601,90.540497,0.152958,1.00102
21/10/2017,6031.600098,300.187012,0,0.001007,323.358002,0.036429,0.252681,1.25405,58.201801,88.123299,0.143037,1.00093
22/10/2017,6008.419922,295.446014,0,0.001023,331.660004,0.031269,0.264695,1.21377,56.807899,86.581902,0.14239,1.00193
23/10/2017,5930.319824,286.950012,0,0.001016,315.595001,0.033832,0.248675,1.18373,54.9202,85.209702,0.141128,0.996536
24/10/2017,5526.640137,298.328003,0,0.001092,326.890015,0.036649,0.254453,1.24843,55.9632,88.402603,0.157755,1.00275
25/10/2017,5750.799805,297.924988,0,0.001056,332.131012,0.035004,0.254435,1.25278,56.494301,88.129898,0.154372,1.00226
26/10/2017,5904.830078,296.527008,0,0.001051,338.204987,0.034546,0.227041,1.2086,55.737999,88.581703,0.147397,0.999868
27/10/2017,5780.899902,297.423004,0,0.001052,367.570007,0.034236,0.224644,1.17418,55.332401,86.745003,0.142509,1.00007
28/10/2017,5753.089844,296.298004,0,0.001037,423.345001,0.031038,0.206531,1.15257,54.693901,86.305496,0.155709,1.00396
29/10/2017,6153.850098,305.088013,0,0.001173,451.924011,0.030331,0.198876,1.24123,57.1064,88.652496,0.145832,1.00111
30/10/2017,6130.529785,307.751007,0.028583,0.001151,448.22699,0.031804,0.209849,1.31227,56.390499,88.840698,0.146813,1.00058
31/10/2017,6468.399902,305.878998,0.030437,0.001124,439.053009,0.029182,0.193912,1.31289,55.754101,87.644997,0.154904,1.00071
1/11/2017,6767.310059,291.694,0.022986,0.001138,531.828003,0.027353,0.157611,1.26154,53.180801,85.717003,0.138513,1.00155
2/11/2017,7078.5,287.428986,0.021306,0.001151,587.221985,0.027607,0.167427,1.29963,54.737301,83.763603,0.166955,1.001
3/11/2017,7207.759766,305.710999,0.022628,0.001121,625.323975,0.027779,0.171798,1.45922,56.1814,87.987,0.146845,1.00632
4/11/2017,7379.950195,300.468994,0.022022,0.001189,620.445007,0.027294,0.177603,1.6372,55.037201,87.302696,0.141719,1.00209
5/11/2017,7407.410156,296.263,0.020635,0.001182,630.702026,0.026765,0.172059,1.52166,54.746399,86.346901,0.140744,0.9988
6/11/2017,7022.759766,298.891998,0.021881,0.001154,602.64801,0.02888,0.167456,1.56979,55.173698,102.916,0.137831,1.00338
7/11/2017,7144.379883,294.658997,0.022195,0.001177,616.296021,0.030699,0.177539,1.80644,61.2952,99.764397,0.141934,1.00566
8/11/2017,7459.689941,309.070007,0.025186,0.001222,622.455017,0.033763,0.213909,2.03102,62.573101,113.315002,0.149248,1.01196
9/11/2017,7143.580078,320.884003,0.032053,0.001415,654.302979,0.039946,0.223969,1.99077,64.269699,120.779999,0.160317,1.00818
10/11/2017,6618.140137,299.252991,0.027119,0.001163,1007.419983,0.033073,0.187602,1.79684,59.260101,105.585999,0.139639,1.00601
11/11/2017,6357.600098,314.681,0.027437,0.001201,1340.449951,0.033053,0.17977,1.67047,62.303299,119.615997,0.137147,1.00899
12/11/2017,5950.069824,307.90799,0.023977,0.001038,1388.859985,0.028182,0.170898,1.51969,59.005402,123.856003,0.124914,1.01247
13/11/2017,6559.490234,316.716003,0.025808,0.001211,1353.98999,0.030656,0.183071,1.68662,61.3965,123.402,0.14345,1.00935
14/11/2017,6635.75,337.631012,0.02623,0.001184,1273.530029,0.036374,0.188114,1.59258,62.6796,122.352997,0.147691,1.00683
15/11/2017,7315.540039,333.356995,0.026445,0.001339,1212.400024,0.037053,0.186138,1.53045,63.823601,121.374001,0.143508,1.00318
16/11/2017,7871.689941,330.924011,0.02758,0.00139,900.776001,0.037234,0.169761,1.57792,71.060204,120.305,0.167167,1.00212
17/11/2017,7708.990234,332.394012,0.025773,0.001313,1185.47998,0.035572,0.159649,1.51036,67.569,126.699997,0.160654,1.00139
18/11/2017,7790.149902,347.612,0.026369,0.001373,1254.530029,0.036583,0.170872,1.67433,69.6437,130.798996,0.162501,1.00231
19/11/2017,8036.490234,354.385986,0.028084,0.001376,1172.050049,0.036566,0.162354,1.61377,71.589302,129.479004,0.161358,1.00244
20/11/2017,8200.639648,366.730011,0.029581,0.001394,1236.01001,0.038121,0.162183,1.62445,72.2528,135.764999,0.157709,1.00192
21/11/2017,8071.259766,360.401001,0.02833,0.001389,1176.969971,0.037668,0.154972,1.57406,70.028297,141.738007,0.15469,0.996047
22/11/2017,8253.549805,380.652008,0.028549,0.001823,1303.310059,0.042299,0.168515,1.61175,71.892799,165.949997,0.167282,1.00015
23/11/2017,8038.77002,410.165985,0.027444,0.001891,1683.810059,0.040535,0.164384,1.5487,73.223396,158.606995,0.158281,0.994631
24/11/2017,8253.69043,474.911011,0.028382,0.001908,1648.51001,0.040193,0.192921,1.71771,77.9683,160.026993,0.160319,1.00233
25/11/2017,8790.919922,466.276001,0.030447,0.002072,1571.27002,0.043639,0.180959,1.87387,88.816902,168.442001,0.165884,1.00541
26/11/2017,9330.549805,471.329987,0.036332,0.002026,1735.660034,0.048896,0.182888,1.85313,85.926804,163.373993,0.179284,1.00868
27/11/2017,9818.349609,480.355011,0.050593,0.001988,1622.569946,0.059843,0.184168,1.94298,91.602699,173.391998,0.186623,1.00129
28/11/2017,10058.79981,472.902008,0.119744,0.002363,1546.180054,0.081415,0.176424,1.91711,96.033798,203.210007,0.195462,1.00014
29/11/2017,9888.610352,427.52301,0.089718,0.00208,1359.709961,0.064424,0.145255,1.75153,85.570999,168.149994,0.151431,0.990606
30/11/2017,10233.59961,447.114014,0.119883,0.002079,1389.780029,0.072871,0.170461,1.99697,88.330704,180.138,0.159573,1.0081
1/12/2017,10975.59961,466.540009,0.131352,0.002148,1462.680054,0.089883,0.177823,2.07023,99.0037,190.938004,0.176916,1.00978
2/12/2017,11074.59961,463.449005,0.132351,0.002149,1434.97998,0.093816,0.207898,2.08416,100.283997,203.033997,0.169221,0.999654
3/12/2017,11323.2002,465.852997,0.131807,0.002223,1559.930054,0.089035,0.230629,2.22725,101.263,200.050995,0.170244,1.00066
4/12/2017,11657.2002,470.20401,0.13587,0.002463,1576.920044,0.09761,0.229581,2.49168,104.236,210.242004,0.19244,1.00367
5/12/2017,11916.7002,463.281006,0.127488,0.002479,1501.849976,0.123523,0.313877,2.5953,102.397003,269.484009,0.224739,1.00197
6/12/2017,14291.5,428.588013,0.117839,0.002663,1430.099976,0.151622,0.29157,2.58769,100.351997,278.684998,0.206024,1.00991
7/12/2017,17899.69922,434.40799,0.105501,0.00272,1330.930054,0.133046,0.260064,2.77995,98.292397,280.855011,0.173906,1.03166
8/12/2017,16569.40039,456.031006,0.115465,0.002779,1464.130005,0.13726,0.245226,2.83067,124.846001,276.743988,0.186056,1.0176
9/12/2017,15178.2002,473.502014,0.119609,0.002617,1410.060059,0.135122,0.238859,2.61043,155.242004,262.53299,0.185353,1.01713
10/12/2017,15455.40039,441.721008,0.110281,0.002547,1323.069946,0.119263,0.252898,2.48337,148.660004,245.332993,0.175097,1.01775
11/12/2017,16936.80078,515.135986,0.121383,0.002798,1423.380005,0.144956,0.260592,2.70665,214.203003,279.669006,0.210838,1.01856
12/12/2017,17415.40039,651.43103,0.133891,0.003304,1615.030029,0.156444,0.231424,2.68475,316.158997,308.066986,0.245799,1.07788
13/12/2017,16408.19922,702.767029,0.134281,0.003461,1607.650024,0.149342,0.261878,2.7781,302.60199,305.744995,0.238908,1.02716
14/12/2017,16564,695.815979,0.240753,0.003709,1966.140015,0.188907,0.308503,3.15874,279.328003,325.205994,0.240201,1.00819
15/12/2017,17706.90039,684.447998,0.213467,0.003762,1815.430054,0.195862,0.320793,3.99615,299.778992,312.321991,0.235625,1.0161
16/12/2017,19497.40039,696.208984,0.404665,0.005933,1801.880005,0.232125,0.341393,4.66465,298.971985,327.321014,0.270852,1.00742
17/12/2017,19140.80078,719.974976,0.513011,0.005984,1862.880005,0.266621,0.417596,5.75672,318.718994,351.372986,0.311358,1.00924
18/12/2017,19114.19922,794.64502,0.518198,0.006433,2196.639893,0.276283,0.434907,5.61585,358.335999,381.511993,0.395567,1.01302
19/12/2017,17776.69922,826.822998,0.531273,0.005666,2805.889893,0.26431,0.439356,5.79233,350.252991,377.235992,0.375701,1.01068
20/12/2017,16624.59961,819.085999,0.486151,0.006661,3923.070068,0.252386,0.372796,5.17621,314.621002,469.197998,0.376895,1.00018
21/12/2017,15802.90039,821.062988,0.477851,0.007425,3267.169922,0.2572,0.424287,5.18001,317.462006,417.980011,0.370376,1.00921
22/12/2017,13831.79981,674.859985,0.40715,0.006054,2696.689941,0.216717,0.426878,4.33615,264.932007,346.113007,0.302083,1.01795
23/12/2017,14699.2002,719.387024,0.414027,0.007259,3257.080078,0.234179,0.57768,4.83926,288.265991,382.039001,0.327864,1.04526
24/12/2017,13925.79981,694.14801,0.390029,0.008582,2903.120117,0.22445,0.544162,5.28568,275.980011,337.059998,0.373256,1.02303
25/12/2017,14026.59961,765.833984,0.416363,0.008931,2954.689941,0.228511,0.501933,6.56001,273.390015,360.782013,0.390715,1.01113
26/12/2017,16099.79981,773.835999,0.428465,0.009411,3108.889893,0.226018,0.521421,9.02942,286.503998,381.542999,0.404879,1.00407
27/12/2017,15838.5,762.84198,0.414176,0.008872,2889.52002,0.229224,0.505501,10.107,272.174011,421.848999,0.406465,1.00366
28/12/2017,14606.5,737.02301,0.407701,0.008486,2566.639893,0.223544,0.506697,9.32141,249.929993,378.903992,0.381722,1.00659
29/12/2017,14656.2002,753.59198,0.529299,0.009391,2779.949951,0.322941,0.486348,8.8076,245.501999,377.365997,0.381674,1.00564
30/12/2017,12952.2002,717.257019,0.639243,0.00786,2392.409912,0.323202,0.586128,7.84101,218.962997,330.803986,0.35393,1.02135
31/12/2017,14156.40039,756.732971,0.719695,0.008972,2533.01001,0.360756,0.601552,8.63558,232.095993,349.026001,0.412203,1.01226
1/1/2018,13657.2002,772.640991,0.728657,0.008909,2432.540039,0.480008,0.733563,8.41461,229.033005,358.98999,0.475599,1.00728
2/1/2018,14982.09961,884.44397,0.782587,0.009145,2711,0.564766,0.673712,8.83777,255.684006,383.416992,0.5633,1.0049
3/1/2018,15201,962.719971,1.07966,0.00932,2608.689941,0.896227,0.681167,9.53588,245.367996,412.062988,0.651219,1.01344
4/1/2018,15599.2002,980.921997,1.11412,0.009644,2430.179932,0.72405,0.984368,9.21399,241.369995,403.048004,0.634125,1.00253
5/1/2018,17429.5,997.719971,0.999559,0.012167,2584.47998,0.662712,0.907486,14.9172,249.270996,384.936005,0.552881,0.998634
6/1/2018,17527,1041.680054,1.02715,0.014863,2786.649902,0.709945,1.06357,22.7598,296.45401,452.770996,0.663905,1.00899
7/1/2018,16477.59961,1153.170044,1.00852,0.017088,2786.879883,0.699645,1.27046,18.656799,288.450989,459.330994,0.758233,1.00157
8/1/2018,15170.09961,1148.530029,0.899002,0.015045,2421.469971,0.629323,1.3773,18.2609,255.763,405.074005,0.848184,1.00932
9/1/2018,14595.40039,1299.73999,0.814743,0.01342,2391.560059,0.585653,1.22828,17.4118,247.037003,413.334015,0.891962,1.00599
10/1/2018,14973.29981,1255.819946,0.793121,0.013102,2895.379883,0.56693,1.18871,17.3908,250.518005,407.740997,0.802175,1.00128
11/1/2018,13405.79981,1154.930054,0.688412,0.011469,2462.610107,0.558126,1.01033,21.0427,229.365997,355.59201,0.653207,1.00171
12/1/2018,13980.59961,1273.199951,0.897508,0.013056,2620.98999,0.67796,1.05156,22.316299,236.856003,394.78299,0.74205,1.00608
13/1/2018,14360.2002,1396.420044,0.884124,0.013023,2685.290039,0.671564,1.10123,22.1744,259.192993,420.053986,0.763973,1.00202
14/1/2018,13772,1366.77002,0.802262,0.011684,2553.320068,0.630856,1.01084,20.7773,238.675003,399.519012,0.662359,1.01612
15/1/2018,13819.79981,1291.920044,0.778587,0.009857,2401.540039,0.599271,0.877688,19.564699,232.774002,414.570007,0.689569,1.00662
16/1/2018,11490.5,1053.689941,0.626493,0.006822,1772.069946,0.441197,0.756453,13.8919,188.330994,320.036987,0.483813,1.03415
17/1/2018,11188.59961,1014.25,0.629102,0.007648,1748.050049,0.477187,0.698634,14.2032,186.516006,319.186005,0.58824,1.01453
18/1/2018,11474.90039,1036.280029,0.659843,0.007969,1756.75,0.509523,0.74423,14.2804,192.837006,316.467987,0.591967,1.02311
19/1/2018,11607.40039,1039.099976,0.650498,0.007871,1769.619995,0.506232,0.812905,14.9406,192.964005,364.621002,0.593371,1.00454
20/1/2018,12899.2002,1155.150024,0.70751,0.008448,2032.119995,0.534677,1.2193,16.1903,211.018005,383.789001,0.652433,1.00111
21/1/2018,11600.09961,1049.579956,0.613163,0.007131,1776.640015,0.464117,0.887828,14.0683,190.421005,345.07901,0.555487,0.999861
22/1/2018,10931.40039,1003.26001,0.570458,0.006734,1621.920044,0.486338,0.802858,13.0146,180.007996,315.89801,0.511591,1.00504
23/1/2018,10868.40039,986.229004,0.56307,0.006673,1621.459961,0.486185,0.801917,13.0935,177.807007,308.460999,0.578114,1.00505
24/1/2018,11359.40039,1058.780029,0.622208,0.007083,1639.130005,0.567014,0.792863,13.6287,179.987,317.399994,0.543128,0.997484
25/1/2018,11259.40039,1056.030029,0.637495,0.007667,1642.119995,0.608253,0.760437,13.2284,180.272003,317.102997,0.555015,0.999595
26/1/2018,11171.40039,1055.170044,0.623382,0.007237,1603.900024,0.633916,0.709853,13.2182,176.733994,323.684998,0.558874,1.00414
27/1/2018,11440.7002,1107.069946,0.616833,0.007373,1628.630005,0.613061,0.780675,13.253,180.886002,321.355011,0.662215,0.993325
28/1/2018,11786.29981,1246.01001,0.670286,0.007465,1746.25,0.634421,0.760601,13.5402,193.865005,332.166992,0.650049,0.98879
29/1/2018,11296.40039,1182.359985,0.623204,0.006967,1657.140015,0.589283,0.697712,12.7645,181.664001,316.627991,0.607161,0.995319
30/1/2018,10106.29981,1071.130005,0.531913,0.006024,1470.550049,0.489648,0.596778,11.2507,165.276001,274.015991,0.509349,0.986486
31/1/2018,10221.09961,1118.310059,0.519315,0.00601,1486.890015,0.539797,0.620146,11.145,163.350998,272.889008,0.517065,0.990274
1/2/2018,9170.540039,1036.790039,0.421672,0.005029,1274.349976,0.456455,0.520347,9.51584,142.296997,240.964996,0.462054,0.986939
2/2/2018,8830.75,915.784973,0.390534,0.004475,1191.140015,0.405075,0.494574,9.65229,131.378998,235.630005,0.416206,0.990747
3/2/2018,9174.910156,964.018982,0.438836,0.005164,1272.5,0.430056,0.518558,9.74968,160.25,251.587997,0.448572,1.00131
4/2/2018,8277.009766,834.682007,0.379303,0.004399,1165.380005,0.377231,0.434371,8.45864,148.024994,221.046005,0.385504,1.01013
5/2/2018,6955.27002,697.950989,0.327371,0.003533,887.413025,0.331192,0.341506,6.70503,125.330002,179.487,0.295087,0.996308
6/2/2018,7754,793.122009,0.369753,0.004361,974.525024,0.370811,0.425248,8.28885,142.990997,212.289001,0.357246,1.01009
7/2/2018,7621.299805,757.067993,0.340447,0.004297,957.960022,0.342125,0.376771,8.09501,138.203003,207.274994,0.340785,1.0014
8/2/2018,8265.589844,817.807007,0.356584,0.004566,1284.560059,0.363565,0.41108,8.5955,149.466003,247.223999,0.372876,1.01891
9/2/2018,8736.980469,883.86499,0.391602,0.005,1312.109985,0.401068,0.435194,9.73046,163.949997,260.433014,0.387052,1.00211
10/2/2018,8621.900391,860.414978,0.405872,0.004989,1257.310059,0.406856,0.419874,9.25597,155.593002,250.029999,0.361326,1.0037
11/2/2018,8129.970215,814.659973,0.369769,0.004956,1217.640015,0.370005,0.416157,8.70491,148.990005,229.485001,0.333647,0.999251
12/2/2018,8926.570313,868.70697,0.384315,0.005472,1283.910034,0.395649,0.490282,9.32247,161.565994,247.567993,0.380451,1.00009
13/2/2018,8598.30957,845.257996,0.373314,0.005638,1231.97998,0.410614,0.570759,8.98678,159.554001,234.688995,0.347663,1.0011
14/2/2018,9494.629883,923.560974,0.396908,0.00673,1362.27002,0.453888,0.568253,10.4006,213.358994,276.661987,0.395896,1.00077
15/2/2018,10166.40039,936.976013,0.409368,0.007347,1375.810059,0.453556,0.565251,10.9311,225.425995,303.251007,0.414574,1.00541
16/2/2018,10233.90039,944.210022,0.40381,0.007034,1552.199951,0.455446,0.639628,11.2016,230.123993,296.47699,0.435563,1.0021
17/2/2018,11112.7002,974.11499,0.419883,0.007049,1551.390015,0.479075,0.672487,11.6893,229.464996,325.665009,0.479139,1.0037
18/2/2018,10551.79981,923.921021,0.385618,0.006424,1487.459961,0.450399,0.761761,10.7024,215.735992,300.118011,0.4246,1.00519
19/2/2018,11225.29981,943.86499,0.391472,0.006697,1534.77002,0.452932,0.774362,11.0757,223.057007,316.493988,0.425791,1.00061
20/2/2018,11403.7002,895.370972,0.378779,0.007094,1418.72998,0.402289,0.699926,9.90451,232.850998,304.395996,0.391724,1.00061
21/2/2018,10690.40039,849.971008,0.364441,0.006581,1308.459961,0.396765,0.653669,9.38079,213.352005,322.606995,0.363677,1.00097
22/2/2018,10005,812.844971,0.337871,0.006259,1219.48999,0.366447,0.601923,8.90403,195.307999,282.76001,0.341856,1.00409
23/2/2018,10301.09961,864.189026,0.345258,0.006648,1270.709961,0.381985,0.674791,9.69211,209.309006,285.708008,0.359387,1.00157
24/2/2018,9813.070313,840.515015,0.322966,0.006324,1193.27002,0.355163,0.650958,9.14191,209.421997,273.790009,0.339745,1.00284
25/2/2018,9664.730469,844.809998,0.344033,0.006142,1178.099976,0.357302,0.675715,9.3466,220.475006,281.02301,0.356711,1.00034
26/2/2018,10366.7002,869.315002,0.338335,0.006339,1250.560059,0.364579,0.691446,9.90232,220.962006,293.608002,0.365594,0.999561
27/2/2018,10725.59961,878.265015,0.335536,0.006291,1246.660034,0.362051,0.723957,10.6599,216.598999,302.540985,0.365449,1.00052
