date,ethereum,stellar,chainlink,monero,tsmc,nvidia,amd
3/13/2019,133.263077,0.108199,0.48451,52.040318,39.209999,168.619995,23.379999
3/14/2019,133.711594,0.107272,0.491097,52.354507,38.82,165.559998,22.82
3/15/2019,137.691788,0.107773,0.490087,53.606991,39.650002,169.809998,23.290001
3/18/2019,139.374603,0.115914,0.480714,53.48814,39.849998,168.949997,23.25
3/19/2019,140.519196,0.113248,0.485391,54.750629,39.759998,175.710007,26
3/20/2019,140.686356,0.111403,0.486086,55.880741,39.849998,174.399994,25.700001
3/21/2019,136.636063,0.107947,0.461061,53.852985,41.040001,183.940002,27.889999
3/22/2019,137.181442,0.108693,0.466446,53.923119,40.43,177.5,26.370001
3/25/2019,135.031021,0.102469,0.476395,52.339848,39.919998,173.779999,25.969999
3/26/2019,135.460358,0.103379,0.463601,52.940498,40.400002,176.869995,25.690001
3/27/2019,140.988159,0.108062,0.499871,54.72979,40.200001,176.5,24.889999
3/28/2019,139.416473,0.10744,0.503459,53.898415,40.34,177.25,25.059999
3/29/2019,142.497421,0.107572,0.499502,53.482815,40.959999,179.559998,25.52
4/1/2019,141.830322,0.109615,0.556138,59.97316,41.369999,182.279999,26.360001
4/2/2019,163.961746,0.121901,0.584279,69.059052,41.27,183,26.75
4/3/2019,161.458801,0.121339,0.565453,65.706596,41.790001,188.619995,29.02
4/4/2019,158.052536,0.118788,0.54224,63.926052,42.040001,188.259995,29.09
4/5/2019,165.514847,0.126367,0.577468,69.16214,42.23,190.949997,28.98
4/8/2019,180.25882,0.131996,0.568899,71.093414,42.389999,191.789993,28.530001
4/9/2019,176.114578,0.125384,0.53468,68.372604,42.209999,189.259995,27.24
4/10/2019,177.337479,0.125462,0.520257,70.977356,42.369999,192.100006,27.83
4/11/2019,165.497025,0.116685,0.486123,66.367119,42.099998,191.539993,27.790001
4/12/2019,164.736328,0.114609,0.49535,66.101357,42.580002,190.009995,27.85
4/15/2019,161.574173,0.113629,0.492214,64.35228,42.610001,184.699997,27.33
4/16/2019,167.623444,0.117505,0.503054,68.903076,43.009998,188.210007,27.93
4/17/2019,166.95076,0.116636,0.500259,67.477394,44.389999,187.289993,27.49
4/18/2019,173.814026,0.117363,0.524362,69.16214,45.400002,186.300003,27.68
4/22/2019,171.874664,0.113495,0.496664,68.592636,45.150002,188.470001,28.18
4/23/2019,171.4478,0.111824,0.481483,69.330948,45.419998,190.669998,27.969999
4/24/2019,165.826096,0.103259,0.478313,67.679436,45.41,191.169998,28.459999
4/25/2019,154.459396,0.099075,0.445506,61.301388,44.48,186.910004,27.66
4/26/2019,156.347092,0.09914,0.436926,62.089672,43.939999,178.089996,27.879999
4/29/2019,155.201996,0.096475,0.433501,60.541924,43.830002,179.330002,27.690001
4/30/2019,162.166031,0.099953,0.47317,62.095947,43.82,181,27.629999
5/1/2019,160.818344,0.101351,0.476025,64.959656,43.82,180.470001,26.809999
5/2/2019,162.122787,0.100275,0.463421,64.406868,44.400002,183.190002,28.290001
5/3/2019,167.952408,0.102295,0.512165,67.024811,44.709999,183.009995,28.219999
5/6/2019,172.653214,0.097809,0.57812,66.548279,43.759998,179.850006,27.42
5/7/2019,169.79866,0.094926,0.544724,65.544525,43.759998,173.110001,26.66
5/8/2019,170.948166,0.093697,0.591537,67.329552,43.700001,173.919998,27.09
5/9/2019,170.289307,0.090232,0.639849,64.6866,43.25,170.190002,27.209999
5/10/2019,173.142746,0.092452,0.67146,68.072891,42.830002,168.820007,27.959999
5/13/2019,196.846283,0.100416,0.646697,79.157272,40.990002,158.449997,26.24
5/14/2019,217.148575,0.112994,0.823082,83.074654,41.970001,162.039993,27.32
5/15/2019,247.153061,0.137002,0.845574,94.083717,41.970001,159.580002,27.58
5/16/2019,264.01001,0.137283,0.926125,87.010948,41.529999,160.190002,28.01
5/17/2019,243.764587,0.126562,0.887731,82.008835,40.25,156.529999,27.5
5/20/2019,251.86441,0.135545,1.128938,87.60836,38.66,151.75,26.68
5/21/2019,255.215881,0.134326,1.185923,89.003471,39.299999,155.059998,27.35
5/22/2019,244.698914,0.124257,1.220044,83.505188,38.900002,152.199997,27.41
5/23/2019,245.965668,0.125167,1.344991,84.623131,38.07,147.320007,26.360001
5/24/2019,249.484985,0.125944,1.33696,85.577827,38.200001,145.149994,26.440001
5/28/2019,271.768707,0.13896,1.275389,96.060982,37.650002,143.330002,29.049999
5/29/2019,269.455688,0.136491,1.182788,93.989113,37.689999,140.339996,28.09
5/30/2019,255.858948,0.130067,1.024751,91.964775,38.040001,139.110001,28.030001
5/31/2019,268.113556,0.133664,1.02152,93.216705,38.349998,135.460007,27.41
6/3/2019,252.607925,0.129983,0.910969,89.709602,38.82,133.779999,27.58
6/4/2019,241.338791,0.122077,0.88325,83.34359,39.060001,143,29.57
6/5/2019,247.05101,0.121284,1.077118,84.98568,38.23,141.279999,29.5
6/6/2019,249.474335,0.124382,1.119633,86.935844,38.439999,143.779999,31.82
6/7/2019,250.930359,0.127542,1.177613,88.267052,38.82,145.5,32.41
6/10/2019,247.520126,0.12394,1.191716,86.918793,39.619999,148.429993,33.23
6/11/2019,245.78183,0.122827,1.138305,86.715004,39.959999,150.75,32.41
6/12/2019,260.90329,0.126446,1.142759,90.134514,39.459999,146.199997,32.18
6/13/2019,256.168793,0.124728,1.84792,89.260742,39.450001,148.259995,31.389999
6/14/2019,264.087463,0.12532,1.676558,90.506554,37.84,144.639999,30.360001
6/17/2019,274.351105,0.131035,1.971635,98.349022,37.66,145.029999,29.200001
6/18/2019,265.051849,0.124565,1.818537,96.243507,39.209999,152.880005,30.450001
6/19/2019,269.431793,0.124302,1.838441,100.407219,39.400002,153.119995,30.5
6/20/2019,271.695007,0.121507,1.765551,104.979973,40.509998,154.100006,30.01
6/21/2019,294.910278,0.124048,1.702871,109.234108,40.52,151.759995,29.1
6/24/2019,310.424683,0.127749,1.860334,117.416252,39.98,152.660004,29.26
6/25/2019,318.126312,0.124491,2.189712,112.316864,38.919998,151.479996,28.860001
6/26/2019,336.753174,0.122628,2.26156,103.91806,39.080002,159.259995,29.92
6/27/2019,294.267639,0.107494,2.267606,94.414558,39.59,163.229996,30.74
6/28/2019,311.226105,0.11202,2.961826,101.642365,39.169998,164.229996,30.370001
7/1/2019,293.641113,0.105284,3.591973,88.423225,41.380001,166.169998,31.200001
7/2/2019,291.596436,0.10339,3.645436,86.264908,40.799999,162.229996,31.24
7/3/2019,303.099976,0.106724,3.533164,90.001793,40.330002,162.75,31.190001
7/5/2019,287.997528,0.099891,3.622153,89.129013,39.93,160.229996,31.5
7/8/2019,313.251404,0.105023,3.335758,101.586494,39.32,157.210007,32.040001
7/9/2019,308.881012,0.101834,3.112949,99.418083,39.669998,157.309998,33.150002
7/10/2019,290.002319,0.095057,3.118319,94.937035,40.709999,160.059998,33.790001
7/11/2019,268.704041,0.087008,2.82714,89.114677,40.900002,166.279999,33.060001
7/12/2019,276.276703,0.097963,3.173851,98.250443,41.23,167.610001,33.209999
7/15/2019,229.776001,0.08649,2.728492,89.496063,41.82,167.270004,34.389999
7/16/2019,199.188675,0.078318,2.19765,74.01622,41.77,167.080002,33.849998
7/17/2019,211.48497,0.080627,2.379704,76.458504,41.630001,169.710007,33.599998
7/18/2019,226.566162,0.088882,2.679091,84.121048,43.189999,170.179993,33
7/19/2019,221.33342,0.093768,2.608851,82.296654,43.830002,168.440002,32.509998
7/22/2019,217.560013,0.088876,2.425729,83.181229,44.599998,171.320007,32.849998
7/23/2019,212.728516,0.084468,2.370991,80.862701,44.419998,175.660004,33.490002
7/24/2019,217.046371,0.086002,2.405396,80.488373,44.540001,178.660004,34.110001
7/25/2019,219.617996,0.08569,2.384253,80.682877,43.619999,173.380005,33.669998
7/26/2019,219.629608,0.087965,2.403562,80.2939,43.459999,175.070007,34.02
7/29/2019,211.268051,0.083513,2.140304,77.958351,43.939999,174.820007,33.48
7/30/2019,210.522598,0.083562,2.089139,78.376625,43.110001,175.449997,33.869999
7/31/2019,218.654144,0.083932,2.196838,80.681198,42.630001,168.720001,30.450001
8/1/2019,217.808441,0.083026,2.181257,81.966087,41.869999,164.919998,29.860001
8/2/2019,217.871567,0.081989,2.399795,83.912712,41.650002,161.190002,29.440001
8/5/2019,234.215027,0.082619,2.484375,93.654106,39.869999,150.789993,27.99
8/6/2019,226.020645,0.078212,2.46067,89.743713,41.259998,152.350006,28.860001
8/7/2019,226.391006,0.078641,2.391855,97.485825,41.259998,153.889999,29.190001
8/8/2019,220.941864,0.076857,2.289084,95.154938,41.900002,158.259995,33.919998
8/9/2019,210.488907,0.072203,2.179155,93.362862,41.41,154.179993,34.189999
8/12/2019,211.288071,0.075415,2.379978,91.181992,40.959999,151.449997,32.43
8/13/2019,208.709045,0.074162,2.41308,85.524147,41.84,156.050003,32.110001
8/14/2019,186.607742,0.069183,2.271148,78.484695,40.43,150.070007,30.24
8/15/2019,188.50206,0.070261,2.412745,82.526733,40.860001,148.770004,29.67
8/16/2019,185.440079,0.068921,2.321893,82.498695,41.540001,159.559998,31.18
8/19/2019,203.091934,0.071795,2.505152,90.153481,41.779999,170.779999,31.48
8/20/2019,196.565414,0.0702,2.380463,85.741058,41.939999,167.869995,30.719999
8/21/2019,186.891632,0.067697,2.216314,80.565483,42.580002,171.229996,31.700001
8/22/2019,191.332916,0.066138,2.229581,82.253517,42.130001,171.479996,31.9
8/23/2019,194.706207,0.068925,2.253302,82.168625,40.950001,162.440002,29.540001
8/26/2019,188.929382,0.070189,2.076848,79.70443,41.34,165.449997,30.280001
8/27/2019,187.516663,0.068786,2.107181,78.208336,41.349998,161.800003,30.200001
8/28/2019,173.889969,0.066325,1.900387,72.365707,41.650002,161.220001,30.780001
8/29/2019,169.516739,0.062954,1.783433,67.16037,42.279999,167,31.450001
8/30/2019,168.834869,0.062299,1.80638,67.850594,42.630001,167.509995,31.450001
9/3/2019,179.499329,0.063209,1.854688,74.928619,41.720001,164.169998,30.9
9/4/2019,175.992889,0.062178,1.785245,73.927467,43.150002,168.759995,30.950001
9/5/2019,174.217133,0.060461,1.797884,75.963547,44.240002,179.740005,31.5
9/6/2019,169.956177,0.058645,1.731496,75.603043,43.709999,178.649994,30.559999
9/9/2019,181.14946,0.059846,1.796893,75.146423,43.849998,180.5,30.5
9/10/2019,179.78717,0.058373,1.80213,72.229408,44.099998,183.179993,30.23
9/11/2019,178.725494,0.059784,1.734827,74.361427,44.220001,184.330002,29.76
9/12/2019,181.016098,0.058469,1.707639,75.12957,44.07,184.270004,30.209999
9/13/2019,181.109726,0.05694,1.580933,76.910728,44.740002,181.940002,30.690001
9/16/2019,197.113174,0.058621,1.581435,75.345085,44.599998,180.210007,30.83
9/17/2019,208.608749,0.063745,1.629438,74.283409,45.130001,181.070007,30.99
9/18/2019,211.393036,0.083118,1.809821,81.765289,45.040001,179.979996,30.42
9/19/2019,221.280853,0.081387,1.87587,76.02626,44.900002,176.940002,30.290001
9/20/2019,218.050049,0.073912,1.82775,74.006447,43.869999,172.690002,30.049999
9/23/2019,201.92131,0.062548,1.807347,68.719917,44.07,174.839996,30.639999
9/24/2019,168.110733,0.054504,1.735809,59.216564,44.119999,172.529999,29.52
9/25/2019,170.8927,0.057019,1.760189,59.864143,45.009998,178.229996,29.540001
9/26/2019,166.727127,0.058507,1.658976,57.574059,46.459999,177.339996,29.469999
9/27/2019,174.710999,0.0599,1.670161,58.041927,45.509998,171.759995,28.719999
9/30/2019,179.872208,0.06144,1.763507,56.816639,46.48,174.070007,28.99
10/1/2019,177.340424,0.059103,1.839308,55.842888,47.189999,174,28.76
10/2/2019,180.71051,0.059792,2.01666,56.060883,46.43,173.039993,28.309999
10/3/2019,175.199341,0.058875,1.951038,56.271393,47.130001,181.309998,28.68
10/4/2019,176.985001,0.059095,1.978818,57.66848,47.419998,181.970001,29.01
10/7/2019,181.18634,0.061397,2.401859,56.552586,47.950001,184.330002,28.93
10/8/2019,182.021561,0.061886,2.578111,55.869465,47.860001,177.229996,28.23
10/9/2019,193.293259,0.063355,2.803853,57.446529,48.68,180.710007,28.459999
10/10/2019,191.659668,0.061946,2.635488,55.951084,48.93,183.029999,28.379999
10/11/2019,182.569687,0.060821,2.772361,54.483234,49.419998,185.990005,29.75
10/14/2019,186.960907,0.064925,2.539667,53.021992,49.91,186.529999,30.530001
10/15/2019,181.406067,0.064264,2.394792,52.188267,50.389999,196.369995,30.719999
10/16/2019,176.013504,0.062401,2.391249,55.08812,50.130001,194.210007,30.809999
10/17/2019,178.028351,0.064547,2.424113,56.053265,49.75,194.289993,31.139999
10/18/2019,173.621338,0.063717,2.358567,56.506096,49.279999,190.490005,30.969999
10/21/2019,174.92099,0.063975,2.632044,57.838299,50,196.009995,32.029999
10/22/2019,172.300858,0.062811,2.605548,56.65881,50.639999,195.610001,31.51
10/23/2019,162.402786,0.059984,2.612499,53.00922,50.169998,195.089996,31.360001
10/24/2019,162.168549,0.060612,2.751632,53.552078,50.950001,196.860001,31.719999
10/25/2019,181.523209,0.063761,2.83809,58.971272,51.130001,204.539993,32.709999
10/28/2019,182.662811,0.064778,2.671974,59.548878,51.310001,206.789993,33.689999
10/29/2019,190.342575,0.066185,2.670044,59.864353,51.470001,202.919998,33.029999
10/30/2019,184.692169,0.064568,2.624211,58.620705,51.91,203,33.130001
10/31/2019,183.966919,0.065215,2.73793,59.295704,51.630001,201.020004,33.93
11/1/2019,183.969894,0.069231,2.720022,60.871792,52.099998,202.589996,34.889999
11/4/2019,186.355194,0.07639,2.686752,63.133537,53.490002,210.5,36.290001
11/5/2019,189.304169,0.082164,2.682662,62.984478,53.549999,209.610001,36.150002
11/6/2019,191.593842,0.078435,2.740215,64.208824,53.639999,207.630005,35.93
11/7/2019,187.976547,0.075014,2.690742,63.505329,53.669998,208.339996,36.279999
11/8/2019,184.211472,0.071888,2.716641,60.890732,52.830002,207.779999,36.290001
11/11/2019,185.489639,0.079809,2.750326,61.929924,52.599998,208.179993,36.310001
11/12/2019,186.843414,0.077072,2.817811,62.257629,52.150002,209.610001,36.709999
11/13/2019,188.258743,0.076576,3.01829,65.330238,52.880001,208.570007,37.52
11/14/2019,185.999634,0.07474,3.063036,65.538177,52.48,209.789993,38.349998
11/15/2019,180.521179,0.072335,3.035152,61.958366,53.290001,204.190002,38.560001
11/18/2019,180.559601,0.068304,2.82661,59.375107,53.419998,212.279999,39.880001
11/19/2019,177.455551,0.065751,2.75657,58.964104,53.759998,207.990005,41.290001
11/20/2019,175.698349,0.065502,2.708266,58.251621,53.5,211.179993,40.98
11/21/2019,161.462723,0.061683,2.549667,54.14484,52.98,210.179993,39.52
11/22/2019,150.268173,0.059502,2.351865,51.266617,52.790001,210.889999,39.150002
11/25/2019,146.476532,0.057595,2.275065,50.200909,53.759998,221.210007,39.790001
11/26/2019,148.965073,0.058553,2.276428,51.720078,53.630001,217,38.990002
11/27/2019,153.010559,0.059057,2.229166,55.963017,53.889999,218.240005,39.41
11/29/2019,155.304153,0.059152,2.34262,55.954185,53.09,216.740005,39.150002
12/2/2019,149.059158,0.056078,2.094976,54.031662,52.98,209.25,38.73
12/3/2019,147.956421,0.05598,2.129985,53.426609,52.779999,207.660004,38.900002
12/4/2019,146.747742,0.055419,2.048652,53.051445,53.18,209.419998,39.689999
12/5/2019,149.248993,0.055518,2.025807,54.006493,54.400002,208.740005,39.619999
12/6/2019,149.194443,0.055028,2.092442,54.245892,54.939999,212.169998,39.630001
12/9/2019,148.225174,0.05445,2.091032,54.310909,54.459999,212.169998,38.93
12/10/2019,146.267044,0.053607,2.270657,53.007858,54.52,213.979996,39.439999
12/11/2019,143.608002,0.052692,2.178049,53.06813,55.900002,217.339996,39.470001
12/12/2019,145.604004,0.052721,2.119071,53.306873,58.610001,224.070007,42.59
12/13/2019,144.944748,0.05299,2.07731,52.619671,58.25,223.990005,41.150002
12/16/2019,133.614029,0.048549,1.981583,49.448708,58.540001,225.149994,42.349998
12/17/2019,122.603889,0.044053,1.756352,44.944107,59.23,228.289993,42.77
12/18/2019,133.092194,0.046013,1.880721,47.932434,59.099998,229.509995,42.299999
12/19/2019,129.321136,0.044964,1.820493,47.865131,57.959999,235.460007,42.830002
12/20/2019,129.066055,0.046269,1.923433,47.058422,57.93,239.369995,44.150002
12/23/2019,128.61409,0.044849,1.87685,47.343552,58.220001,238.820007,45.459999
12/24/2019,129.063889,0.045083,1.86312,46.208752,57.759998,238.619995,46.540001
12/26/2019,126.361221,0.045101,1.8618,45.307041,58.25,239.190002,46.630001
12/27/2019,127.214607,0.046086,1.886506,45.344425,58.459999,236.869995,46.18
12/30/2019,132.633484,0.045954,1.838974,46.498085,57.849998,232.320007,45.52
12/31/2019,129.610855,0.045224,1.769471,44.567886,58.099998,235.300003,45.860001
1/2/2020,127.410179,0.044112,1.741144,45.74947,60.040001,239.910004,49.099998
1/3/2020,134.171707,0.045234,1.809708,51.092037,58.060001,236.070007,48.599998
1/6/2020,144.304153,0.049124,1.937466,58.970917,57.389999,237.059998,48.389999
1/7/2020,143.543991,0.049838,2.114098,58.818295,58.32,239.929993,48.25
1/8/2020,141.258133,0.048717,2.183606,59.464172,58.75,240.380005,47.830002
1/9/2020,138.979202,0.046458,2.186049,59.197315,59.23,243.020004,48.970001
1/10/2020,143.963776,0.046402,2.223959,58.574028,58.860001,244.320007,48.169998
1/13/2020,144.226593,0.048122,2.192453,58.005684,60.060001,251.979996,48.75
1/14/2020,165.955353,0.052115,2.389927,62.821903,60.32,247.279999,48.209999
1/15/2020,166.230682,0.054789,2.404977,68.338852,58.389999,245.570007,48.549999
1/16/2020,164.391006,0.053748,2.484479,65.680695,58.75,248.929993,49.77
1/17/2020,170.779953,0.060052,2.724109,69.176346,58.580002,249.279999,50.93
1/21/2020,169.697159,0.06242,2.67355,65.962959,58.240002,247.940002,51.049999
1/22/2020,168.294159,0.059889,2.645582,65.034142,58.349998,250.110001,51.43
1/23/2020,162.928558,0.059238,2.462109,62.533157,57.48,252.860001,51.709999
1/24/2020,163.051178,0.057303,2.50439,61.764793,57.73,250.479996,50.349998
1/27/2020,170.930893,0.059645,2.609652,65.584099,55.259998,240.199997,49.259998
1/28/2020,176.370316,0.060303,2.655339,67.721085,57.09,247.970001,50.529999
1/29/2020,175.050339,0.061739,2.785324,70.040878,57.189999,245.539993,47.509998
1/30/2020,184.690475,0.061207,2.912988,74.977409,55.799999,245.809998,48.779999
1/31/2020,180.160172,0.061554,2.823791,72.08709,53.939999,236.429993,47
2/3/2020,189.865067,0.064061,2.774659,76.824638,54.77,240.330002,48.02
2/4/2020,189.250595,0.066291,2.741121,75.272232,57.52,247.130005,49.450001
2/5/2020,204.23024,0.068733,2.845629,77.994476,57.919998,250.759995,49.84
2/6/2020,212.339081,0.07054,2.884682,78.086693,58.02,254.25,49.32
2/7/2020,222.726059,0.071625,3.308532,79.565422,56.200001,251.589996,49.73
2/10/2020,223.522705,0.070855,3.411484,84.824341,57.02,262.970001,52.259998
2/11/2020,235.851196,0.073741,3.975559,89.821365,58.66,267.890015,53.799999
2/12/2020,265.406128,0.08004,4.025119,95.24086,59.630001,272.540009,53.889999
2/13/2020,268.099243,0.082655,3.874435,92.46109,59.330002,270.779999,54.529999
2/14/2020,284.217499,0.085796,4.414373,94.819801,58.189999,289.790009,55.310001
2/18/2020,281.94458,0.074642,4.543797,86.102165,56.18,296.570007,56.889999
2/19/2020,259.763977,0.07072,4.401326,78.189384,57.639999,314.700012,58.900002
2/20/2020,257.949463,0.071169,4.271369,76.604721,56.48,308.700012,57.27
2/21/2020,265.600616,0.071953,4.292058,80.403488,55.59,294.070007,53.279999
2/24/2020,265.216431,0.06938,3.913673,79.124397,54.119999,273.279999,49.119999
2/25/2020,247.817596,0.065325,3.513104,76.797249,53.860001,262.049988,47.57
2/26/2020,225.680267,0.059303,3.600725,70.88343,55.029999,267.649994,47.490002
2/27/2020,226.753387,0.060011,3.948595,69.822617,53.290001,252.600006,44.009998
2/28/2020,226.760498,0.058305,4.16191,68.146507,53.84,270.070007,45.48
3/2/2020,230.569778,0.059206,4.215007,68.482414,55.98,276.429993,47.459999
3/3/2020,224.47963,0.058352,4.583632,66.028564,54.880001,265.890015,46.75
3/4/2020,224.517975,0.058593,4.644871,65.835876,57.080002,284.51001,50.110001
3/5/2020,229.268188,0.059758,4.721254,68.632385,55.73,273.290009,48.110001
3/6/2020,243.525299,0.061181,4.678498,68.917694,55.07,266.040009,48.59
3/9/2020,201.986328,0.05192,4.063915,55.251534,51.830002,245.440002,43.27
3/10/2020,200.767242,0.051989,4.084932,54.953838,54.509998,261.079987,45.380001
3/11/2020,194.86853,0.050387,3.817517,54.112373,52.240002,246.470001,45.700001
3/12/2020,112.347122,0.033441,2.064779,33.010323,48.689999,216.309998,39.009998
3/13/2020,133.201813,0.039531,2.421135,36.835373,52.23,240.839996,43.900002
3/16/2020,110.605873,0.035161,1.779877,33.816479,44.900002,196.399994,38.709999
3/17/2020,113.942749,0.03682,1.842805,35.36676,48.540001,217.270004,41.880001
3/18/2020,114.84227,0.035979,1.8877,35.922001,44.369999,202.820007,39.119999
3/19/2020,136.593857,0.041494,2.246666,41.103573,43.889999,212.970001,39.82
3/20/2020,132.737167,0.039919,2.2479,40.118107,44.529999,205.75,39.610001
3/23/2020,134.911606,0.03926,2.237793,44.140224,45.259998,212.690002,41.639999
3/24/2020,138.761444,0.040305,2.307897,47.180721,48.869999,249.179993,46.220001
3/25/2020,136.195892,0.040579,2.259675,47.048679,49,245.619995,44.630001
3/26/2020,138.361557,0.042538,2.295138,50.188301,49.869999,257.23999,47.5
3/27/2020,133.937943,0.041172,2.174971,48.448612,46.91,252.729996,46.580002
3/30/2020,132.904541,0.040209,2.15332,46.784622,47.82,265.589996,47.860001
3/31/2020,133.593567,0.040846,2.270344,47.778564,47.790001,263.600006,45.48
4/1/2020,135.634552,0.040816,2.27826,48.511734,46.509998,243.070007,43.66
4/2/2020,142.029144,0.041303,2.301709,50.755833,48.130001,255.470001,44.490002
4/3/2020,142.091309,0.041571,2.305067,52.948505,47.060001,243.910004,42.59
4/6/2020,169.13588,0.049474,2.513414,58.378181,49.970001,268.399994,47.52
4/7/2020,165.101944,0.048317,2.717985,55.929985,49.720001,259.029999,47.560001
4/8/2020,172.641739,0.050983,3.139041,57.550617,50.27,266.950012,48.790001
4/9/2020,170.807144,0.052039,3.321694,58.496025,48.330002,262.950012,48.380001
4/13/2020,156.279556,0.048339,3.369805,52.952171,48.75,269.850006,50.939999
4/14/2020,157.59639,0.048215,3.236892,53.833237,50.630001,283.950012,54.93
4/15/2020,153.286896,0.046409,3.129015,53.15387,49.66,280.839996,54.990002
4/16/2020,172.157379,0.049125,3.468648,56.884686,52.400002,294.700012,56.950001
4/20/2020,172.297165,0.049997,3.458327,55.070011,52.59,287.049988,56.970001
4/21/2020,172.737701,0.051222,3.476279,55.377457,51.369999,269.51001,52.919998
4/22/2020,182.599579,0.054812,3.678815,56.836723,52.950001,286.149994,55.919998
4/23/2020,185.028671,0.061737,3.72501,58.82196,52.639999,284.01001,55.900002
4/24/2020,189.236938,0.061612,3.804795,60.968952,52.73,289.589996,56.18
4/27/2020,197.224716,0.067367,3.641899,62.391323,53.509998,297.079987,56.490002
4/28/2020,198.41539,0.069021,3.675325,62.500546,52.759998,291.359985,55.509998
4/29/2020,216.968231,0.07235,3.906069,66.545959,54.48,298.459991,53.66
4/30/2020,207.602051,0.067697,3.720477,62.479301,53.130001,292.279999,52.389999
5/1/2020,214.219101,0.073222,3.783184,63.768688,51.099998,282.779999,49.880001
5/4/2020,208.174011,0.073738,3.7679,61.251541,52.150002,291.290009,52.560001
5/5/2020,206.774399,0.072445,3.687693,60.37735,51.709999,293.73999,52.189999
5/6/2020,204.055786,0.071195,3.636458,58.536285,52.130001,297.790009,52.16
5/7/2020,212.289413,0.072321,3.754018,64.545692,52.330002,304.869995,51.950001
5/8/2020,212.991577,0.073143,3.822109,63.703495,52.91,312.5,53.189999
5/11/2020,185.912842,0.062793,3.585065,59.560589,52.400002,322.619995,55.740002
5/12/2020,189.3125,0.069905,3.692374,61.434505,51.099998,312.100006,53.759998
5/13/2020,199.193283,0.069796,3.760424,64.866486,50.919998,311.200012,52.18
5/14/2020,202.949097,0.069082,3.799387,65.421814,52.099998,321.220001,54.509998
5/15/2020,195.622665,0.067406,3.674653,62.874229,49.799999,339.630005,54.200001
5/18/2020,214.525055,0.070095,3.885346,67.028381,51.869999,350.01001,54.59
5/19/2020,213.451111,0.069389,3.922476,66.462883,50.810001,352.220001,55.470001
5/20/2020,210.096741,0.070992,4.071049,64.713722,51.84,358.799988,56.389999
5/21/2020,199.883606,0.066699,3.847751,61.787292,50.75,351.01001,54.650002
5/22/2020,207.169189,0.068167,4.070282,63.154388,49.799999,361.049988,55.169998
5/26/2020,201.902313,0.065144,3.836277,61.80938,50.82,348.709991,53.189999
5/27/2020,208.863434,0.066252,3.857703,64.55069,51.740002,341.01001,52.740002
5/28/2020,219.840424,0.068865,4.025351,67.072647,50.279999,339.480011,51.740002
5/29/2020,220.675125,0.067876,3.986594,66.238602,50.330002,355.019989,53.799999
6/1/2020,246.99176,0.075518,4.380642,67.639404,51.029999,352.25,53.630001
6/2/2020,237.219055,0.079284,4.386834,66.489967,52.009998,353.01001,53.540001
6/3/2020,244.179321,0.082632,4.490729,67.132645,53.060001,350.779999,52.73
6/4/2020,244.426392,0.082476,4.43302,68.189545,54.279999,350.660004,52.630001
6/5/2020,241.221985,0.079518,4.377437,67.694962,55.200001,356.799988,53.099998
6/8/2020,246.309906,0.08001,4.45783,68.231392,55.57,352.200012,52.970001
6/9/2020,244.911453,0.078576,4.450149,68.275246,56.610001,361.839996,56.389999
6/10/2020,247.444946,0.078657,4.420301,69.648697,57.549999,374.670013,57.439999
6/11/2020,231.702667,0.071485,3.971212,63.919361,55.040001,351.850006,52.830002
6/12/2020,237.49321,0.073029,4.090942,65.832939,56,357.299988,53.5
6/15/2020,229.928909,0.07111,3.933903,64.695717,56.02,366.950012,54.68
6/16/2020,234.416168,0.071247,4.048714,65.944977,55.799999,362.73999,54.459999
6/17/2020,233.028275,0.071893,4.163669,65.204575,56.599998,369.440002,54.549999
6/18/2020,232.101166,0.070937,4.16898,65.077942,56.150002,368.720001,54.040001
6/19/2020,227.13829,0.069271,4.079962,63.934765,55.310001,370.450012,54.23
