date,bitcoin,doge,little,tsmc,nvidia,intel,qualcom
10/19/2016,630.52002,0.000219,3.80414,30.98,66.470001,35.509998,65.790001
10/20/2016,630.856995,0.000221,3.779,31.059999,67.730003,35.43,67.339996
10/21/2016,632.828003,0.000218,3.80546,31.08,67.540001,35.150002,67.93
10/24/2016,653.760986,0.000219,3.86886,31.41,70.709999,35.259998,68.059998
10/25/2016,657.588013,0.000219,3.90441,31.549999,71.870003,35.099998,67.709999
10/26/2016,678.304016,0.000216,3.96029,31.209999,72.160004,34.919998,68.199997
10/27/2016,688.312988,0.000217,4.0215,30.77,70.68,34.810001,70.089996
10/28/2016,689.651001,0.000216,3.97322,30.77,70.559998,34.740002,68.400002
10/31/2016,700.971985,0.00022,3.99396,31.1,71.160004,34.869999,68.720001
11/1/2016,729.79303,0.000221,4.08833,30.709999,69.050003,34.52,68.339996
11/2/2016,740.828979,0.00022,4.1045,30.389999,68.760002,34.599998,67.089996
11/3/2016,688.700012,0.000217,3.86133,30.280001,67.959999,33.93,66.949997
11/4/2016,703.234985,0.000219,3.87889,30.24,67.57,33.610001,66.730003
11/7/2016,703.130981,0.000239,3.83887,31.35,71.269997,34.689999,68.459999
11/8/2016,709.848022,0.000229,3.84276,31.34,71.160004,34.740002,68.269997
11/9/2016,723.27301,0.000229,3.86461,30.59,69.959999,34.75,67.879997
11/10/2016,715.533997,0.000228,3.82424,29.440001,67.769997,34.5,66.309998
11/11/2016,716.411011,0.000227,3.81601,29.93,87.970001,34.610001,66.879997
11/14/2016,705.020996,0.000223,3.87617,28.85,83.639999,34.48,65.93
11/15/2016,711.619019,0.000222,3.89359,29.200001,86.190002,34.91,66.769997
11/16/2016,744.197998,0.000221,4.01948,29.860001,91.629997,34.84,66.300003
11/17/2016,740.97699,0.000224,3.94319,29.469999,92.389999,35.02,66.669998
11/18/2016,751.585022,0.000218,3.96132,29.469999,93.360001,34.950001,67.309998
11/21/2016,739.247986,0.000222,3.94488,29.65,92.980003,34.98,67.099998
11/22/2016,751.346985,0.000224,3.94731,29.91,93.650002,35.48,68.309998
11/23/2016,744.593994,0.000219,3.92532,29.889999,93.970001,35.200001,68.129997
11/25/2016,741.648987,0.00022,3.91542,29.66,94.160004,35.439999,68.290001
11/28/2016,735.812988,0.000218,3.88454,29.66,94.110001,35.509998,67.099998
11/29/2016,735.604004,0.000217,3.87455,29.549999,93.25,35.310001,66.769997
11/30/2016,745.690979,0.000214,3.89379,29.690001,92.199997,34.700001,68.129997
12/1/2016,756.773987,0.000214,3.90908,28.549999,87.639999,33.759998,64.160004
12/2/2016,777.94397,0.000216,3.94644,28.860001,88.449997,34.16,65.839996
12/5/2016,758.700012,0.000215,3.52858,29.02,91.879997,34.389999,66.360001
12/6/2016,764.223999,0.000212,3.53541,29.51,93.389999,34.720001,67.449997
12/7/2016,768.132019,0.000214,3.61595,29.93,95.07,35.5,68.339996
12/8/2016,770.809998,0.000215,3.6911,30.040001,93.480003,35.700001,68.550003
12/9/2016,772.794006,0.000212,3.69148,30.120001,91.82,35.759998,68.519997
12/12/2016,780.086975,0.000222,3.66231,29.9,89.589996,35.970001,68.470001
12/13/2016,780.55603,0.000216,3.65028,30.360001,91.169998,36.799999,69.339996
12/14/2016,781.481018,0.000217,3.61956,29.870001,96.449997,36.549999,67.559998
12/15/2016,778.088013,0.000215,3.62447,30.16,98.709999,36.790001,68.029999
12/16/2016,784.906982,0.000217,3.62818,29.48,100.410004,36.310001,66.459999
12/19/2016,792.713989,0.000218,3.66262,29.27,101.629997,36.889999,67.019997
12/20/2016,800.875977,0.000219,3.66106,29.309999,105.169998,37.209999,66.910004
12/21/2016,834.281006,0.000227,3.65345,29.139999,105.830002,36.98,67.160004
12/22/2016,864.539978,0.000225,3.71168,28.74,107.110001,36.93,66.760002
12/23/2016,921.984009,0.000236,4.65533,29.049999,109.779999,36.970001,66.860001
12/27/2016,933.197998,0.000227,4.4694,29.1,117.32,37.07,67.25
12/28/2016,975.921021,0.000223,4.57135,29.120001,109.25,36.630001,65.75
12/29/2016,973.497009,0.000228,4.55548,29.129999,111.43,36.66,66.040001
12/30/2016,961.237976,0.000228,4.39052,28.75,106.739998,36.27,65.199997
1/3/2017,1043.839966,0.000227,4.6262,29.309999,102.010002,36.599998,65.400002
1/4/2017,1154.72998,0.000236,4.83785,29.299999,104.389999,36.41,65.470001
1/5/2017,1013.380005,0.000229,4.29272,29.799999,101.739998,36.349998,65.550003
1/6/2017,902.200989,0.00022,3.86126,29.629999,103.099998,36.48,65.529999
1/9/2017,902.828003,0.000229,4.30196,30.040001,107.279999,36.610001,65.650002
1/10/2017,907.679016,0.000226,4.59151,30.07,106.470001,36.540001,65.629997
1/11/2017,777.757019,0.000205,3.84679,30.17,105.160004,36.950001,66.099998
1/12/2017,804.833984,0.000208,3.9628,29.290001,103.440002,36.709999,66.120003
1/13/2017,823.984009,0.000209,3.89087,29.440001,103.43,36.790001,66.879997
1/17/2017,907.937988,0.000215,3.93905,29.620001,101.110001,36.799999,64.190002
1/18/2017,886.617981,0.000208,3.8382,29.49,102.949997,36.759998,65.129997
1/19/2017,899.072998,0.000211,3.86061,29.629999,105.160004,36.57,64.440002
1/20/2017,895.026001,0.000209,3.89001,30.07,104.010002,36.939999,62.880001
1/23/2017,921.012024,0.000208,3.83576,30.33,105.089996,36.77,54.880001
1/24/2017,892.687012,0.000202,3.7861,30.82,107.330002,37.619999,55
1/25/2017,901.541992,0.000204,3.71453,31.309999,107.790001,37.799999,56.900002
1/26/2017,917.585999,0.000208,3.83432,31.110001,109.650002,37.560001,54.049999
1/27/2017,919.75,0.000204,3.85588,31.25,111.769997,37.98,54.240002
1/30/2017,920.382019,0.000208,4.02125,31.190001,110.019997,37.419998,53.610001
1/31/2017,970.403015,0.000206,4.07864,30.91,109.18,36.82,53.43
2/1/2017,989.02301,0.000209,4.07533,31.08,113.949997,36.52,53.150002
2/2/2017,1011.799988,0.000211,4.08527,30.780001,115.389999,36.68,52.66
2/3/2017,1029.910034,0.000213,4.08256,30.969999,114.379997,36.52,52.98
2/6/2017,1038.150024,0.000214,4.04401,30.870001,117.309998,36.27,52.880001
2/7/2017,1061.349976,0.000208,4.04037,30.52,119.129997,36.349998,53.27
2/8/2017,1063.069946,0.000211,4.02317,30.33,118.610001,36.380001,52.889999
2/9/2017,994.382996,0.000204,3.79859,30.209999,116.379997,35.459999,52.880001
2/10/2017,988.674011,0.000208,3.77721,30.709999,113.620003,35.34,54
2/13/2017,990.642029,0.000208,3.71789,31.690001,108.379997,35.799999,54.93
2/14/2017,1004.549988,0.000209,3.7708,31.33,108.779999,35.93,55.48
2/15/2017,1007.47998,0.000209,3.80928,31.75,109,36.049999,56.490002
2/16/2017,1027.439941,0.000207,3.78681,32.32,107.25,36.41,56.880001
2/17/2017,1046.209961,0.000209,3.83036,32.34,107.230003,36.48,56.459999
2/21/2017,1115.300049,0.000208,3.78328,32.330002,111.07,36.52,56.75
2/22/2017,1117.439941,0.000202,3.80522,32.07,110.760002,36.07,57.099998
2/23/2017,1166.719971,0.000208,3.84295,31.75,100.489998,36.18,57.139999
2/24/2017,1173.680054,0.000208,3.84672,31.92,101.459999,36.529999,57.220001
2/27/2017,1179.969971,0.000208,3.80274,31.530001,104.410004,36.509998,56.73
2/28/2017,1179.969971,0.000205,3.77099,31.469999,101.480003,36.200001,56.48
3/1/2017,1222.5,0.000203,3.7989,31.58,102.790001,35.93,57.009998
3/2/2017,1251.01001,0.000205,3.92423,30.870001,99,35.91,56.369999
3/3/2017,1274.98999,0.000211,3.92082,30.85,98.43,35.900002,56.439999
3/6/2017,1272.829956,0.00021,3.9214,30.85,97.669998,35.57,56.450001
3/7/2017,1223.540039,0.000209,3.82148,31.309999,98.739998,35.799999,56.73
3/8/2017,1150,0.000208,3.776,31.219999,98.559998,35.619999,57.77
3/9/2017,1188.48999,0.000211,3.83842,30.98,98.540001,35.82,57.970001
3/10/2017,1116.719971,0.000204,3.75217,31.059999,99.120003,35.91,58.639999
3/13/2017,1231.920044,0.000247,4.17054,31.5,101.849998,35.16,58.459999
3/14/2017,1240,0.000238,4.05519,31.209999,101.779999,35.18,58.220001
3/15/2017,1249.609985,0.000243,4.16087,31.91,102.550003,35.099998,58.52
3/16/2017,1187.810059,0.000235,4.2371,32.41,103.809998,35.139999,58.349998
3/17/2017,1100.22998,0.000223,4.0551,32.59,106.07,35.27,57.549999
3/20/2017,1054.22998,0.000236,4.03331,32.849998,109.449997,35.43,57.810001
3/21/2017,1120.540039,0.000246,4.00922,32.48,105.910004,35.040001,56.799999
3/22/2017,1049.140015,0.000243,3.93649,32.689999,108.07,35.369999,57.040001
3/23/2017,1038.589966,0.000242,3.98003,32.560001,107.089996,35.27,56.810001
3/24/2017,937.52002,0.000264,4.08396,32.810001,107.470001,35.16,56.919998
3/27/2017,1045.77002,0.000254,4.07528,33.169998,108.25,35.389999,56.66
3/28/2017,1047.150024,0.000273,4.15568,33.349998,107.690002,35.599998,57.380001
3/29/2017,1039.969971,0.000272,4.1859,32.93,107.339996,35.57,57.360001
3/30/2017,1026.430054,0.000304,6.98063,33.07,109.400002,35.75,57.200001
3/31/2017,1071.790039,0.000328,6.66706,32.84,108.93,36.07,57.34
4/3/2017,1143.810059,0.000427,8.07058,32.889999,108.379997,36.16,56.5
4/4/2017,1133.25,0.000432,8.28936,32.860001,100.779999,36.279999,56.68
4/5/2017,1124.780029,0.000442,11.094,32.900002,100.029999,36.220001,56.470001
4/6/2017,1182.680054,0.00045,10.2517,32.860001,100.760002,36.029999,56.529999
4/7/2017,1176.900024,0.000398,9.37156,32.869999,100.330002,36.029999,56.32
4/10/2017,1187.130005,0.0004,8.91704,32.52,97.769997,35.799999,56.52
4/11/2017,1205.01001,0.00039,8.85383,32.400002,98.120003,35.740002,55.349998
4/12/2017,1200.369995,0.000414,10.7856,32.279999,97.309998,35.630001,53.389999
4/13/2017,1169.280029,0.000425,10.1495,31.83,95.489998,35.25,52.790001
4/17/2017,1193.910034,0.000459,10.4216,32.029999,99.230003,35.48,52.889999
4/18/2017,1211.670044,0.000459,10.3201,31.790001,99.290001,35.77,52.669998
4/19/2017,1210.290039,0.000448,9.65808,31.610001,99.68,35.91,52.610001
4/20/2017,1229.079956,0.000443,10.3349,31.790001,101.260002,36.18,52.66
4/21/2017,1222.050049,0.000451,11.2278,32.080002,101.68,36.32,52.5
4/24/2017,1250.150024,0.000515,14.9655,32.700001,102.949997,36.75,52.810001
4/25/2017,1265.48999,0.000527,15.2128,33.07,104.739998,36.869999,53
4/26/2017,1281.079956,0.000544,14.8481,33,104.019997,36.93,53.040001
4/27/2017,1317.72998,0.000632,14.622,33.02,105.639999,37.43,53.209999
4/28/2017,1316.47998,0.000678,14.3415,33.07,104.300003,36.150002,53.740002
5/1/2017,1421.599976,0.000686,15.9177,33.400002,106.639999,36.310001,53.599998
5/2/2017,1452.819946,0.00061,15.895,33.93,103.480003,36.970001,53.290001
5/3/2017,1490.089966,0.000678,21.042601,34.290001,104.25,36.98,54.490002
5/4/2017,1537.670044,0.000744,23.3936,34.139999,103.849998,36.849998,54.91
5/5/2017,1555.449951,0.00084,26.266899,34.419998,103.860001,36.82,54.93
5/8/2017,1723.349976,0.001521,28.9582,34.98,102.769997,36.540001,54.619999
5/9/2017,1755.359985,0.001239,33.583,35.41,102.940002,36.369999,55.150002
5/10/2017,1787.130005,0.001239,31.962099,35.41,121.290001,36.009998,55.330002
5/11/2017,1848.569946,0.001212,30.717699,35.560001,126.5,35.689999,54.68
5/12/2017,1724.23999,0.001183,27.454901,35.369999,127.889999,35.529999,55.32
5/15/2017,1738.430054,0.001128,25.365299,35.060001,134.309998,35.630001,55.400002
5/16/2017,1734.449951,0.001059,23.3277,35.029999,136.809998,35.82,55.950001
5/17/2017,1839.089966,0.001318,25.4044,34.419998,127.720001,35.040001,55.360001
5/18/2017,1888.650024,0.001508,28.357599,34.900002,133.070007,35.220001,56.119999
5/19/2017,1987.709961,0.001518,27.6975,35.200001,136,35.400002,57.669998
5/22/2017,2173.399902,0.003405,25.381001,35.400002,138.899994,35.77,59.279999
5/23/2017,2320.419922,0.003562,32.112099,35.400002,137.029999,35.860001,59.220001
5/24/2017,2443.639893,0.003659,34.4534,35.52,138.570007,36.119999,58.639999
5/25/2017,2304.97998,0.002994,29.9002,35.57,138.259995,36.259998,58.450001
5/26/2017,2202.419922,0.002424,23.748301,35.509998,141.839996,36.259998,57.52
5/30/2017,2175.469971,0.002623,24.142,35.779999,144.869995,36.18,57.34
5/31/2017,2286.409912,0.002657,25.2976,35.360001,144.350006,36.110001,57.27
6/1/2017,2407.879883,0.002867,28.8034,35.889999,144.360001,36.119999,58.619999
6/2/2017,2488.550049,0.003026,28.9447,36.18,143.639999,36.32,58.580002
6/5/2017,2686.810059,0.003873,30.8433,36.389999,148.009995,36.34,58.860001
6/6/2017,2863.199951,0.003741,30.551001,36.43,147.339996,36.130001,58.200001
6/7/2017,2732.159912,0.003302,28.394699,36.459999,149.119995,36.259998,57.529999
6/8/2017,2805.620117,0.003575,30.211901,36.830002,159.940002,36.48,58.119999
6/9/2017,2823.810059,0.003453,29.681601,35.790001,149.600006,35.709999,57.049999
6/12/2017,2659.629883,0.003253,29.5035,35.240002,149.970001,35.73,57.490002
6/13/2017,2717.02002,0.003313,30.6429,35.560001,151.399994,35.880001,57.540001
6/14/2017,2506.370117,0.003092,30.224701,35.650002,151.720001,35.529999,57.009998
6/15/2017,2464.580078,0.003043,30.2201,35.439999,152.369995,35.310001,56.93
6/16/2017,2518.560059,0.003163,35.7005,35.869999,151.619995,35.209999,56.82
6/19/2017,2589.600098,0.003141,50.3209,36.209999,157.320007,35.509998,57.610001
6/20/2017,2721.790039,0.003218,47.2164,36.130001,157.089996,34.860001,56.790001
6/21/2017,2689.100098,0.003125,47.787498,36.709999,159.470001,34.580002,56.330002
6/22/2017,2705.409912,0.003104,47.712898,36.709999,158.369995,34.360001,56.470001
6/23/2017,2744.909912,0.003143,47.335499,36.73,153.830002,34.189999,56.91
6/26/2017,2478.449951,0.00275,41.131802,36.130001,152.149994,34.07,56.560001
6/27/2017,2552.449951,0.002623,40.5415,35.09,146.580002,33.650002,55.43
6/28/2017,2574.790039,0.002793,42.849499,35.349998,151.75,34.200001,56.16
6/29/2017,2539.320068,0.002656,41.0653,34.810001,146.679993,33.540001,55.080002
6/30/2017,2480.840088,0.002602,40.354301,34.959999,144.559998,33.740002,55.220001
7/3/2017,2564.060059,0.002533,46.425201,34.880001,139.330002,33.459999,54.950001
7/5/2017,2601.98999,0.002714,53.1945,34.82,143.050003,34.34,55.450001
7/6/2017,2608.560059,0.002636,51.130299,34.5,143.479996,33.630001,54.790001
7/7/2017,2518.659912,0.002397,46.5755,34.630001,146.759995,33.880001,55.349998
7/10/2017,2372.560059,0.001952,46.576401,35,153.699997,33.650002,55.639999
7/11/2017,2337.790039,0.001779,45.330799,35.380001,155.880005,33.919998,55.330002
7/12/2017,2398.840088,0.001938,48.751202,35.689999,162.509995,34.25,56.200001
7/13/2017,2357.899902,0.001823,46.327801,36.150002,160.630005,34.240002,56.23
7/14/2017,2233.340088,0.001681,42.8027,36.25,164.949997,34.68,56.810001
7/17/2017,2228.409912,0.00152,42.669701,35.91,164.25,34.470001,56.459999
7/18/2017,2318.879883,0.001864,44.302399,35.869999,165.960007,34.529999,56.290001
7/19/2017,2273.429932,0.001689,40.864399,36.41,165.100006,34.560001,56.779999
7/20/2017,2817.600098,0.001935,45.015701,36.099998,167.5,34.75,53.970001
7/21/2017,2667.76001,0.001936,45.763,35.849998,168.100006,34.73,53.84
7/24/2017,2754.860107,0.00198,44.405499,36.220001,166.149994,34.5,53.220001
7/25/2017,2576.47998,0.001773,42.241299,36.099998,165.350006,34.669998,53.27
7/26/2017,2529.449951,0.00181,42.229698,36.220001,167.259995,34.75,53.139999
7/27/2017,2671.780029,0.001856,42.139801,36.18,161.740005,34.970001,52.490002
7/28/2017,2809.01001,0.001782,40.614601,35.860001,164.389999,35.310001,52.880001
7/31/2017,2875.340088,0.001718,43.022701,35.959999,162.509995,35.470001,53.189999
8/1/2017,2718.26001,0.001792,43.036301,35.84,164.490005,36.349998,53.41
8/2/2017,2710.669922,0.001788,42.132198,36.07,164.389999,36.639999,53.169998
8/3/2017,2804.72998,0.001795,42.8615,35.790001,166.479996,36.490002,52.950001
8/4/2017,2895.889893,0.00182,43.449699,36.029999,167.210007,36.299999,52.619999
8/7/2017,3378.939941,0.001949,45.795502,36.790001,172.350006,36.43,52.700001
8/8/2017,3419.939941,0.001961,48.631901,36.700001,170.300003,36.41,52.290001
8/9/2017,3342.469971,0.001937,48.011902,36.459999,172.110001,36.59,52.77
8/10/2017,3381.280029,0.001896,46.499802,35.34,164.740005,36.139999,52.34
8/11/2017,3650.620117,0.00188,47.0994,36.139999,155.960007,35.869999,52.720001
8/14/2017,4325.129883,0.001762,45.804501,36.049999,168.399994,36.34,53.549999
8/15/2017,4181.930176,0.001738,43.306499,36.419998,166.979996,36,53.869999
8/16/2017,4376.629883,0.001774,44.151199,36.34,165.149994,35.810001,53.310001
8/17/2017,4331.689941,0.00171,43.9146,35.790001,161.470001,35.169998,52.27
8/18/2017,4160.620117,0.001678,47.281399,35.860001,161.5,35.009998,51.919998
8/21/2017,4001.73999,0.001712,47.936001,35.98,159.149994,34.919998,51.98
8/22/2017,4100.52002,0.001716,46.7271,36.52,162.550003,34.650002,52.349998
8/23/2017,4151.52002,0.001732,53.2481,36.580002,165.800003,34.66,52.23
8/24/2017,4334.680176,0.001816,50.1856,36.830002,165.190002,34.709999,52.490002
8/25/2017,4371.600098,0.00179,51.1768,36.849998,163.809998,34.669998,52.029999
8/28/2017,4382.660156,0.001825,62.355499,36.77,164.970001,34.650002,51.810001
8/29/2017,4579.02002,0.001867,63.167,36.880001,164.699997,34.73,51.810001
8/30/2017,4565.299805,0.002105,64.169296,36.93,165.679993,34.889999,52.119999
8/31/2017,4703.390137,0.002064,71.055099,36.970001,169.440002,35.07,52.27
9/1/2017,4892.009766,0.002543,86.039703,37.220001,170.460007,35.09,52.049999
9/5/2017,4376.529785,0.001908,71.2948,36.849998,165.910004,35.02,50.029999
9/6/2017,4597.120117,0.002019,80.114304,37.27,165.809998,35.759998,50.450001
9/7/2017,4599.879883,0.001928,78.484299,37.540001,166.580002,35.540001,50.380001
9/8/2017,4228.75,0.001596,67.7948,37.5,163.690002,35.189999,49.639999
9/11/2017,4161.27002,0.001463,66.039902,37.84,169,35.77,50.57
9/12/2017,4130.810059,0.00144,64.233704,37.860001,169.610001,36.09,50.900002
9/13/2017,3882.590088,0.001398,61.730099,37.529999,170.369995,36.330002,51.009998
9/14/2017,3154.949951,0.000854,41.5849,37.380001,169.399994,36.48,51.48
9/15/2017,3637.52002,0.000865,48.212601,37.650002,180.110001,37,52.189999
9/18/2017,4065.199951,0.000947,55.525398,38.07,187.550003,37,52.25
9/19/2017,3924.969971,0.00089,52.8353,38.299999,187.350006,37.23,52.299999
9/20/2017,3905.949951,0.000862,51.733799,37.82,185.839996,37.07,51.98
9/21/2017,3631.040039,0.000755,46.605801,38.240002,180.759995,37.200001,52.029999
9/22/2017,3630.699951,0.000772,48.090302,37.77,179,37.18,52.09
9/25/2017,3926.070068,0.001141,51.580101,37.07,171,37.16,51.619999
9/26/2017,3892.350098,0.001151,51.546799,37.139999,171.960007,37.470001,51.130001
9/27/2017,4200.669922,0.001173,56.2831,37.25,175.729996,37.540001,51.549999
9/28/2017,4174.72998,0.00108,54.085201,37.049999,175.679993,37.830002,51.75
9/29/2017,4163.069824,0.001082,52.623001,37.549999,178.770004,38.080002,51.84
10/2/2017,4409.319824,0.001085,53.375999,38.130001,179,39.040001,51.880001
10/3/2017,4317.47998,0.001108,52.349602,38.439999,179.369995,39.380001,52.02
10/4/2017,4229.359863,0.001024,51.399502,38.27,180.869995,39.34,51.959999
10/5/2017,4328.410156,0.001001,51.669498,38.459999,180.770004,39.529999,52.349998
10/6/2017,4370.810059,0.001056,52.120098,38.459999,181.300003,39.630001,52.490002
10/9/2017,4772.02002,0.000991,50.164001,38.77,185.389999,39.860001,52.880001
10/10/2017,4781.990234,0.001036,50.717098,38.970001,188.929993,39.650002,53.869999
10/11/2017,4826.47998,0.001046,50.887501,40.349998,190.940002,39.299999,54.119999
10/12/2017,5446.910156,0.001062,60.107601,40.439999,191.029999,39.189999,53
10/13/2017,5647.209961,0.001066,59.428902,40.82,194.589996,39.669998,52.82
10/16/2017,5725.589844,0.001164,64.621902,40.889999,197.929993,39.759998,52.380001
10/17/2017,5605.509766,0.001067,59.479,41.25,197.75,39.790001,52.41
10/18/2017,5590.689941,0.001047,60.730801,41.5,197.580002,40.25,52.209999
10/19/2017,5708.52002,0.001064,59.7397,41.07,197.800003,40.09,52.290001
10/20/2017,6011.450195,0.00105,60.330601,41.119999,196.899994,40.43,52.02
10/23/2017,5930.319824,0.001016,54.9202,41.209999,196.619995,40.830002,53.389999
10/24/2017,5526.640137,0.001092,55.9632,41.32,198.679993,40.950001,54.25
10/25/2017,5750.799805,0.001056,56.494301,41.16,193.660004,40.779999,53.84
10/26/2017,5904.830078,0.001051,55.737999,41.200001,195.690002,41.349998,53.799999
10/27/2017,5780.899902,0.001052,55.332401,42.150002,201.860001,44.400002,54.57
10/30/2017,6130.529785,0.001151,56.390499,42.130001,203.839996,44.369999,54.66
10/31/2017,6468.399902,0.001124,55.754101,42.330002,206.809998,45.490002,51.009998
