bitcoin,ethereum,doge,monero,tesla,tsmc,nvidia
-0.009610419,-0.027974103,-0.026317308,0.709268313,-0.022014262,0.00209285,-0.000645009
0.00589784,0.022069352,0.034938051,-0.000547495,-0.018099593,-0.002791349,-0.005824333
-0.003523074,0.038736269,0.008547061,0.010743049,0.003165185,0.004184072,-0.004716623
-0.005522013,0.027254479,-0.012848142,-0.069802809,-0.054473494,0.007625652,0.029080722
0.005634961,0.009797697,0.012848142,0.243773955,-0.015004648,0.006196233,-0.009866455
0.058869918,-0.035622472,0.025211419,0.198419803,0.025212937,0.011939456,0.009391235
0.006707126,-0.012153181,0.004140793,-0.051499953,-0.005537242,0.011128087,-0.014843462
0.018974463,-0.017647157,-0.059592097,0.074351876,-0.021801525,-0.001006509,0.007209837
-0.005531586,0.026690049,0.00873368,-0.025086436,-0.014751537,-0.041115794,-0.051091645
-0.023748975,0.020462354,-0.01754431,-0.214115682,0.0195031,0.013893937,0.020454692
0.001639524,0.002099747,-0.004434597,0.081495461,-0.011411332,-0.017397794,-0.014591554
0.002365709,0.000377487,0.004434597,-0.035110024,0.001834633,0.004552661,0.00881361
-0.005795514,0.001156738,0.030503454,-0.110052462,0.020210828,0.019377734,0.037212791
-0.000299815,0.05053989,0.070422464,-0.05484108,0.024544182,-0.009295987,0.002389884
0.003706579,0.049200439,-0.057629113,0.170189581,0.004565996,0.034673766,0.013121649
-0.001502996,0.089947014,-0.017094433,0.053655115,-0.00827298,-0.001002841,-0.009151184
-0.018521286,-0.046946788,-0.004319661,-0.116864103,0.002830188,0.019868203,0.027668838
-0.001426143,-0.03856697,-0.013072082,0.023792498,0.005878798,0.00523219,0.002463752
0.010914607,0.00629825,-0.017699577,0.058608093,0.004929047,-0.017769437,-0.001077172
0.008590546,-0.038866422,0.022075952,-0.136055083,0.007396009,-0.009339661,-0.009436237
-0.00309175,0.021234219,-0.004376375,-0.009792496,-0.015333015,0.018592833,0.033621826
-0.002375088,0.01338505,0.004376375,0.009837181,0.00223265,-0.002305287,0.003600334
0.001594431,-0.01528787,0.008695707,-0.076259283,-0.027374808,0.002305287,0.009241428
0.006651166,0.011514223,0.017167804,-0.034703916,0.016455811,0.00623055,0.016480582
0.003925161,0.017063674,-0.004264399,-0.056604398,0.046306167,0.004240718,-0.001022122
-0.00315628,-0.013124314,-0.021599112,-0.0382923,-0.010773809,-0.010800302,-0.002193697
0.003773586,-0.018341467,0.01731645,-0.123653376,-0.014052199,0.004596265,-0.001025416
0.000832308,-0.014013362,-0.043866682,0.059483124,-0.036442267,0.00783035,-0.01313004
0.006665883,-0.014670305,0.022173857,-0.040384696,-0.022082887,0.013236674,-0.007303081
0.003030541,-0.074686865,0,0.00685635,0.02183405,0.003202084,0.003732741
0.035046198,0.002565716,0.00873368,0.047726584,-0.004238854,-0.017739572,-0.014561558
-0.007641377,0.012462639,-0.021978907,0.004596663,0.007021717,0.019974891,0.004526305
0.000933235,0.002468982,0.008849615,-0.055811349,-0.006322311,-0.026504428,-0.016391352
0.005624946,-0.00207521,0,0.001368682,-0.018803377,0.004249034,0.009745776
-0.001852181,0.005579887,-0.026787316,-0.096816412,-0.013061317,-0.002939738,-0.005775046
-0.001930812,0.047460469,0,0.043727542,0.026155259,0.009441743,0.015126593
-0.011730712,-0.045995487,-0.009090972,0.008148489,0.02215364,0.003880956,-0.002103998
0.000534297,0.006334593,0.009090972,-0.009375289,-0.02215364,0.002578951,0.018778524
0.003119463,0.006294718,-0.013667639,0.033127411,0.004960104,0.00064374,-0.002809228
0.032543152,-0.017097549,0.004576667,-0.054953567,0.013255649,0.010561788,0.045866962
0.005836795,-0.047479302,0,-0.052161707,-0.002073538,0.004447244,0.016271982
0.031016973,0.010285108,-0.013793322,0.013841187,-0.000494266,-0.010835033,0.004026958
0.01464807,-0.002804832,0.004618946,0.006363557,0.008713803,-0.014198335,-0.020723284
