sp500,citigroup,microsoft,apple,dowchemical,yahoo
0.0242775650,-0.0002004408,0.0212915451,7.274040e-03,0.0336300988,0.060400746
0.0121817105,0.0253378356,0.0229945385,3.617311e-03,0.0409929615,0.004548449
0.0139627499,-0.0019565252,0.0025701213,4.772839e-03,0.0164903689,0.003559266
0.0166787009,0.0050790883,0.0010689133,-4.772839e-03,0.0086708858,0.028969143
0.0104252805,0.0064096950,0.0137933703,-1.162170e-02,0.0062972328,0.015566877
-0.0096679331,-0.0052412234,-0.0071912506,2.364521e-02,-0.0149681186,0.004623248
0.0005045621,-0.0019482185,-0.0023377009,-4.648718e-03,-0.0102478027,0.010400858
-0.0017670023,-0.0013659872,-0.0023431785,1.701084e-03,-0.0019331927,-0.015951289
0.0125535145,-0.0096144756,-0.0044886123,-1.423450e-02,0.0128179818,-0.007760399
0.0163329488,0.0434054046,0.0070445008,1.486047e-02,0.0099272365,0.042403791
0.0121982464,-0.0053000697,0.0105798652,-7.357595e-03,0.0008402827,-0.003290983
-0.0182302195,0.0032212633,0.0023126357,6.194779e-03,-0.0048415994,0.003888176
-0.0019774594,-0.0003784487,0.0031450393,1.809356e-02,0.0063104794,-0.020202646
-0.0077000241,-0.0196852597,-0.0120039394,-8.785875e-05,-0.0044131287,-0.053492061
0.0328662443,0.0134203884,0.0174318814,1.517955e-02,0.0501131193,0.017519129
0.0010852329,0.0212914501,0.0960102690,3.052502e-02,0.0079809224,0.046275932
-0.0214381204,-0.0099298049,0.0257669286,-3.243162e-02,0.0025801619,0.006910167
-0.0016019277,-0.0094590185,-0.0103762421,-6.352505e-03,0.0047458515,0.026589365
0.0145684481,0.0395057702,0.0053868501,4.037837e-02,0.0133257039,0.025616598
-0.0006078145,-0.0188301920,-0.0115521807,1.050888e-02,-0.0091913823,-0.003986338
0.0061828898,-0.0091735504,-0.0135851469,-8.582310e-03,0.0150143645,0.016131665
0.0302368167,0.0123366861,0.0113337596,1.396067e-02,-0.0015494491,-0.009874506
0.0182425280,0.0061116611,0.0169479803,1.140525e-02,0.0075311535,-0.015716826
-0.0100677292,-0.0061116611,0.0046061683,-4.661246e-03,-0.0116100060,0.010030146
-0.0137013083,0.0059270251,-0.0003677145,-4.620430e-03,0.0044664551,0.001424676
-0.0040169758,0.0312695445,0.0098810796,1.157115e-03,0.0044465945,-0.026545067
-0.0216075334,-0.0028678919,-0.0139349072,-4.055777e-03,-0.0027042699,-0.015321484
0.0048691809,0.0016142011,-0.0120741186,-3.202433e-02,0.0001933774,0.009162233
-0.0089040734,-0.0162604781,0.0026129737,-5.668135e-03,-0.0001933774,-0.018109474
-0.0274500220,-0.0265796799,-0.0061699997,-3.364531e-03,-0.0248715529,-0.004503866
-0.0166343064,-0.0054394070,-0.0090430110,-2.964354e-02,0.0139807233,-0.031797268
0.0352238080,0.0097324495,0.0174472120,1.624620e-02,0.0099232597,0.023335477
-0.0116873554,-0.0037319774,-0.0082722370,-4.300687e-03,0.0000000000,-0.002735148
0.0097075961,0.0274747083,0.0164766243,3.117404e-02,0.0288160129,0.003645174
-0.0054644300,0.0014540499,0.0016699240,1.262352e-02,0.0030052664,-0.010669176
-0.0063714611,-0.0056461530,0.0046240738,4.368327e-03,0.0000000000,0.014603241
0.0061223073,-0.0086215483,0.0000000000,-1.307762e-02,-0.0060195916,0.007522226
0.0197342271,-0.0018439748,0.0011066285,9.550824e-03,0.0071442568,-0.012062933
-0.0077239141,-0.0018473813,-0.0103762576,-7.175740e-03,-0.0277321222,0.006049656
-0.0002461374,0.0024009178,0.0044601714,-1.865684e-03,0.0017319307,-0.006656636
0.0052796531,-0.0022160429,0.0077576739,4.150666e-03,0.0023046449,0.026068952
0.0028125424,0.0144996749,0.0158806492,-8.148122e-03,0.0244445625,-0.002962147
-0.0289910856,-0.0135757377,-0.0001811425,-9.074611e-03,-0.0213800081,0.055954703
-0.0144342682,-0.0117047578,-0.0184631711,-9.331344e-03,-0.0082573790,-0.037438348
0.0057226144,0.0290996951,0.0310623423,3.270583e-02,0.0275761680,0.016462466
-0.0264694555,-0.0126040243,-0.0017901761,-6.320875e-03,-0.0243035152,-0.006610169
-0.0286621534,-0.0187407358,-0.0003584312,-4.227751e-04,-0.0219574990,0.004889928
0.0133104628,-0.0109228479,-0.0146251709,-2.232293e-02,0.1126618856,-0.012996457
0.0007930918,-0.0030343393,0.0052608017,4.745642e-03,-0.0368293502,0.006663765
-0.0179969722,-0.0296860849,-0.0221357168,-2.607514e-02,-0.0284467040,-0.050943824
0.0224788679,-0.0001957147,0.0197808301,-6.204020e-03,-0.0397529541,-0.00977107
0.0437481595,0.0274095977,0.0010875729,-1.785046e-02,-0.0141373093,0.013410716
-0.0035313326,0.0259364548,0.0167074813,7.663551e-03,0.0029618282,0.022452673
-0.0151489412,-0.0198620405,-0.0076902842,-2.142414e-02,-0.0093097860,-0.016415799
-0.0087606904,-0.0313336695,-0.0285915789,-2.744234e-02,-0.0124150514,-0.008461791
-0.0002587835,0.0112622844,0.0128489409,1.218616e-02,0.0266417518,0.000606796
0.0050351736,0.0042388773,0.0094391067,-9.321286e-04,0.0103445618,0.036335087
0.0321872866,0.0118503572,0.0084555881,1.278740e-02,0.0198025871,0.007575852
-0.0107824604,0.0015188491,-0.0026908604,-5.354536e-03,-0.0041968197,-0.009918401
-0.0074651383,-0.0062803160,0.0050170932,-1.126378e-02,-0.0015305574,-0.015064618
0.0053199102,0.0113896148,0.0106667389,1.781452e-02,0.0195109632,0.013010326
-0.0133530663,-0.0129181174,-0.0042530335,-1.314466e-02,-0.0216380154,-0.01987907
-0.0020505467,-0.0105719307,-0.0148495823,-1.938152e-02,-0.0034903959,-0.003301849
-0.0063058873,-0.0120529913,-0.0123324059,8.546204e-04,-0.0305713549,-0.057547521
0.0084844728,-0.0052946549,0.0045516711,-2.537865e-02,-0.0076397903,0.025158591
-0.0083553596,-0.0146566717,-0.0183323077,-1.976371e-02,-0.0222435433,-0.001243039
-0.0161356461,-0.0524280031,-0.0354019489,-4.312106e-02,-0.0382801667,-0.064206901
-0.0204088863,-0.0305285796,0.0030622742,5.273813e-03,-0.0077486420,0.015463345
-0.0134790987,0.0154874487,-0.0005735120,1.606254e-02,-0.0191977422,-0.015131835
0.0202840429,0.0006401997,0.0091359552,1.440904e-02,-0.0135272216,0.017088848
0.0059662747,-0.0367153793,-0.0218357561,-2.604657e-02,-0.0262399121,-0.041582573
0.0448482573,0.0041957120,0.0280686964,2.163506e-02,0.0138843873,0.029453233
-0.0196560397,-0.0662735200,-0.0407356678,-2.430833e-02,-0.0293599785,-0.039695794
-0.0153269593,-0.0125579817,-0.0084688079,-4.850560e-03,-0.0209345326,0.020381175
-0.0430605610,-0.0351849271,0.0045387277,1.343989e-03,-0.0179882524,-0.032812205
0.0124933557,-0.0084325922,-0.0061222960,-5.075343e-03,0.0163229952,0.018247984
0.0327898315,0.0224119613,0.0352279705,5.180195e-02,0.0286337444,0.014900411
-0.0344105095,-0.0374687693,-0.0096080714,-1.971582e-02,-0.0243571988,0.001007929
0.0361068338,0.0237362936,0.0073104871,5.515685e-03,0.0066162668,0.006693432
-0.0185543331,0.0014804312,-0.0183774918,-6.796472e-02,-0.0250400475,-0.00972017
0.0223281789,-0.0029666864,0.0162668346,7.146292e-03,0.0033751039,-0.032172555
0.0111083647,0.0528024950,0.0565712790,3.395824e-02,0.0107721311,0.026091422
-0.0202419960,-0.0023513489,-0.0069217130,-9.392615e-03,0.0137150651,0.002031145
-0.0225354883,-0.0497087052,-0.0317545907,-2.042914e-02,0.0559442174,-0.01739771
0.0508374547,-0.0014854333,-0.0159759922,1.959917e-02,0.0372714447,-0.048652493
0.0170555466,0.0105977456,-0.0030721907,8.002889e-03,0.0138108648,0.051744782
0.0031267621,-0.0230636254,-0.0360258261,-2.707123e-02,-0.0148812499,-0.041322441
0.0133964017,-0.0527996900,-0.0150650696,1.047468e-02,-0.0099010480,-0.033445503
-0.0043611237,-0.0079661448,-0.0026345223,-2.105699e-04,0.0079715962,-0.008539091
-0.0091577298,-0.0026694563,0.0086878036,-7.608627e-03,-0.0094868919,0.01038585
0.0031456496,-0.0671615907,-0.0004024238,-6.064822e-03,-0.0299054989,-0.012625493
0.0178053638,0.0706306040,0.0161696440,3.090213e-03,0.0266506006,0.010409053
0.0023420966,0.0353300699,0.0187696916,2.780436e-02,0.0176653272,0.079587435
0.0095577030,0.0226271097,0.0256993767,1.519853e-02,0.0244686315,0.003069056
0.0054727704,-0.0218560437,-0.0043972740,-1.913836e-02,-0.0087903803,0.001700936
0.0006062827,0.0017970354,-0.0071147060,-2.288109e-03,-0.0103539779,0.020855145
-0.0013342346,0.0135016519,0.0158901001,8.708288e-03,0.0170583765,0.036926234
-0.0141793836,-0.0334479160,-0.0283174419,-2.286464e-02,-0.0191847426,-0.016171116
0.0035636695,-0.0034071883,0.0035108435,1.478088e-02,0.0044600114,0.009088053
0.0059928749,0.0138184785,0.0143052400,6.844399e-03,0.0191001791,0.013160196
-0.0031754077,0.0225304105,-0.0154741788,1.549052e-03,0.0132179247,0.000318827
-0.0197659150,-0.0165926385,-0.0082207944,-2.272745e-03,-0.0026707902,0.013299752
0.0140000747,0.0604278096,0.0328659153,3.894616e-02,0.0295927251,0.031276679
0.0173195957,0.0227582239,0.0070122283,2.186026e-03,-0.0090280560,0.003348078
-0.0036341192,0.0143447618,-0.0113961898,7.416597e-03,-0.0004031481,-0.000911962
-0.0013358423,0.0000000000,-0.0061314511,1.476729e-02,0.0138154670,0.029369806
0.0260284313,-0.0051498512,-0.0194067679,-1.112857e-02,-0.0105948652,0.002948926
-0.0219052571,-0.0372981707,0.0120765473,-8.280030e-03,-0.0188664969,-0.030799236
-0.0027873319,0.0024331600,0.0227782517,8.904707e-04,0.0046991496,0.017459746
-0.0026734841,0.0053319835,-0.0150637009,4.942907e-04,0.0014258095,-0.020805756
0.0001216995,0.0384116283,0.0194070193,1.071636e-02,0.0298768534,0.029718561
0.0026731717,-0.0074715264,0.0018825044,2.539259e-03,-0.0067393701,-0.006825935
0.0049627423,-0.0018765715,0.0078681767,1.989448e-02,-0.0017915858,-0.009575298
0.0006035624,-0.0084886165,0.0140821119,1.320370e-02,0.0093208728,0.022299127
0.0147334120,0.0145747367,0.0056875891,-1.605501e-03,0.0145015555,0.007907524
0.0011883311,0.0159744761,-0.0216374186,1.133528e-03,0.0050455797,0.025631325
-0.0069121219,0.0013770407,0.0068933428,-9.436738e-05,-0.0023255630,0.008493907
0.0059616193,-0.0050585787,0.0038913882,7.618887e-03,-0.0056425871,-0.001693031
-0.0044082172,-0.0235580051,-0.0018511409,-5.543868e-03,-0.0013667893,-0.017376908
0.0027425497,-0.0102005520,0.0044370249,-4.343720e-03,0.0027316929,0.001722711
